preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
Orciprenaline,DRUG,DDInter,Orciprenaline,,,,DDInter1346
Oritavancin,DRUG,DDInter,Oritavancin,,,,DDInter1347
Orlistat,DRUG,DDInter,Orlistat,,,,DDInter1348
Orphenadrine,DRUG,DDInter,Orphenadrine,,,,DDInter1349
Atracurium,DRUG,DDInter,Atracurium,,,,DDInter135
Oseltamivir,DRUG,DDInter,Oseltamivir,,,,DDInter1350
Osilodrostat,DRUG,DDInter,Osilodrostat,,,,DDInter1351
Osimertinib,DRUG,DDInter,Osimertinib,,,,DDInter1352
Ospemifene,DRUG,DDInter,Ospemifene,,,,DDInter1353
Oxacillin,DRUG,DDInter,Oxacillin,,,,DDInter1354
Oxaliplatin,DRUG,DDInter,Oxaliplatin,,,,DDInter1355
Oxamniquine,DRUG,DDInter,Oxamniquine,,,,DDInter1356
Oxandrolone,DRUG,DDInter,Oxandrolone,,,,DDInter1357
Oxaprozin,DRUG,DDInter,Oxaprozin,,,,DDInter1358
Oxazepam,DRUG,DDInter,Oxazepam,,,,DDInter1359
Atropine,DRUG,DDInter,Atropine,,,,DDInter136
Oxcarbazepine,DRUG,DDInter,Oxcarbazepine,,,,DDInter1360
Oxitriptan,DRUG,DDInter,Oxitriptan,,,,DDInter1362
Oxtriphylline,DRUG,DDInter,Oxtriphylline,,,,DDInter1363
Oxybuprocaine (ophthalmic),DRUG,DDInter,Oxybuprocaine (ophthalmic),,,,DDInter1364
Oxybutynin,DRUG,DDInter,Oxybutynin,,,,DDInter1365
Oxycodone,DRUG,DDInter,Oxycodone,,,,DDInter1366
Oxygen,DRUG,DDInter,Oxygen,,,,DDInter1367
Oxymetazoline (nasal),DRUG,DDInter,Oxymetazoline (nasal),,,,DDInter1368
Oxymetazoline (ophthalmic),DRUG,DDInter,Oxymetazoline (ophthalmic),,,,DDInter1369
Atropine (ophthalmic),DRUG,DDInter,Atropine (ophthalmic),,,,DDInter137
Oxymetazoline (topical),DRUG,DDInter,Oxymetazoline (topical),,,,DDInter1370
Oxymetholone,DRUG,DDInter,Oxymetholone,,,,DDInter1371
Oxymorphone,DRUG,DDInter,Oxymorphone,,,,DDInter1372
Oxyquinoline (topical),DRUG,DDInter,Oxyquinoline (topical),,,,DDInter1373
Oxytetracycline,DRUG,DDInter,Oxytetracycline,,,,DDInter1374
Oxytocin,DRUG,DDInter,Oxytocin,,,,DDInter1375
Ozanimod,DRUG,DDInter,Ozanimod,,,,DDInter1376
Paclitaxel,DRUG,DDInter,Paclitaxel,,,,DDInter1377
Paclitaxel (protein-bound),DRUG,DDInter,Paclitaxel (protein-bound),,,,DDInter1378
Palbociclib,DRUG,DDInter,Palbociclib,,,,DDInter1379
Attapulgite,DRUG,DDInter,Attapulgite,,,,DDInter138
Palifermin,DRUG,DDInter,Palifermin,,,,DDInter1380
Paliperidone,DRUG,DDInter,Paliperidone,,,,DDInter1381
Palonosetron,DRUG,DDInter,Palonosetron,,,,DDInter1382
Pamidronic acid,DRUG,DDInter,Pamidronic acid,,,,DDInter1383
Pancrelipase,DRUG,DDInter,Pancrelipase,,,,DDInter1384
Pancuronium,DRUG,DDInter,Pancuronium,,,,DDInter1385
Panitumumab,DRUG,DDInter,Panitumumab,,,,DDInter1386
Panobinostat,DRUG,DDInter,Panobinostat,,,,DDInter1387
Pantoprazole,DRUG,DDInter,Pantoprazole,,,,DDInter1388
Papaverine,DRUG,DDInter,Papaverine,,,,DDInter1389
Auranofin,DRUG,DDInter,Auranofin,,,,DDInter139
Papaya,DRUG,DDInter,Papaya,,,,DDInter1390
Paraldehyde,DRUG,DDInter,Paraldehyde,,,,DDInter1391
Paramethadione,DRUG,DDInter,Paramethadione,,,,DDInter1392
Parathyroid hormone,DRUG,DDInter,Parathyroid hormone,,,,DDInter1393
Paricalcitol,DRUG,DDInter,Paricalcitol,,,,DDInter1394
Paritaprevir,DRUG,DDInter,Paritaprevir,,,,DDInter1395
Paromomycin,DRUG,DDInter,Paromomycin,,,,DDInter1396
Paroxetine,DRUG,DDInter,Paroxetine,,,,DDInter1397
Pasireotide,DRUG,DDInter,Pasireotide,,,,DDInter1398
Patiromer,DRUG,DDInter,Patiromer,,,,DDInter1399
Acetaminophen,DRUG,DDInter,Acetaminophen,,,,DDInter14
Aurothioglucose,DRUG,DDInter,Aurothioglucose,,,,DDInter140
Pazopanib,DRUG,DDInter,Pazopanib,,,,DDInter1400
Pectin,DRUG,DDInter,Pectin,,,,DDInter1401
Pegademase,DRUG,DDInter,Pegademase,,,,DDInter1402
Pegaptanib (ophthalmic),DRUG,DDInter,Pegaptanib (ophthalmic),,,,DDInter1403
Pegaspargase,DRUG,DDInter,Pegaspargase,,,,DDInter1404
Pegfilgrastim,DRUG,DDInter,Pegfilgrastim,,,,DDInter1405
Peginesatide,DRUG,DDInter,Peginesatide,,,,DDInter1406
Peginterferon alfa-2a,DRUG,DDInter,Peginterferon alfa-2a,,,,DDInter1407
Peginterferon alfa-2b,DRUG,DDInter,Peginterferon alfa-2b,,,,DDInter1408
Peginterferon beta-1a,DRUG,DDInter,Peginterferon beta-1a,,,,DDInter1409
Avanafil,DRUG,DDInter,Avanafil,,,,DDInter141
Pegloticase,DRUG,DDInter,Pegloticase,,,,DDInter1410
Pegvaliase,DRUG,DDInter,Pegvaliase,,,,DDInter1411
Pegvisomant,DRUG,DDInter,Pegvisomant,,,,DDInter1412
Pembrolizumab,DRUG,DDInter,Pembrolizumab,,,,DDInter1413
Pemetrexed,DRUG,DDInter,Pemetrexed,,,,DDInter1414
Pemigatinib,DRUG,DDInter,Pemigatinib,,,,DDInter1415
Pemoline,DRUG,DDInter,Pemoline,,,,DDInter1416
Penbutolol,DRUG,DDInter,Penbutolol,,,,DDInter1417
Penciclovir (topical),DRUG,DDInter,Penciclovir (topical),,,,DDInter1418
Penicillamine,DRUG,DDInter,Penicillamine,,,,DDInter1419
Avapritinib,DRUG,DDInter,Avapritinib,,,,DDInter142
Pentamidine,DRUG,DDInter,Pentamidine,,,,DDInter1420
Pentazocine,DRUG,DDInter,Pentazocine,,,,DDInter1421
Pentobarbital,DRUG,DDInter,Pentobarbital,,,,DDInter1423
Pentosan polysulfate,DRUG,DDInter,Pentosan polysulfate,,,,DDInter1424
Pentostatin,DRUG,DDInter,Pentostatin,,,,DDInter1425
Pentoxifylline,DRUG,DDInter,Pentoxifylline,,,,DDInter1426
Pentoxyverine,DRUG,DDInter,Pentoxyverine,,,,DDInter1427
Perampanel,DRUG,DDInter,Perampanel,,,,DDInter1428
Perflutren,DRUG,DDInter,Perflutren,,,,DDInter1429
Avatrombopag,DRUG,DDInter,Avatrombopag,,,,DDInter143
Pergolide,DRUG,DDInter,Pergolide,,,,DDInter1430
Perindopril,DRUG,DDInter,Perindopril,,,,DDInter1431
Perphenazine,DRUG,DDInter,Perphenazine,,,,DDInter1432
Pertuzumab,DRUG,DDInter,Pertuzumab,,,,DDInter1434
Pexidartinib,DRUG,DDInter,Pexidartinib,,,,DDInter1435
Pfizer-BioNTech Covid-19 Vaccine,DRUG,DDInter,Pfizer-BioNTech Covid-19 Vaccine,,,,DDInter1436
Phenacemide,DRUG,DDInter,Phenacemide,,,,DDInter1437
Phenazopyridine,DRUG,DDInter,Phenazopyridine,,,,DDInter1438
Phendimetrazine,DRUG,DDInter,Phendimetrazine,,,,DDInter1439
Avelumab,DRUG,DDInter,Avelumab,,,,DDInter144
Phenelzine,DRUG,DDInter,Phenelzine,,,,DDInter1440
Phenindamine,DRUG,DDInter,Phenindamine,,,,DDInter1441
Phenobarbital,DRUG,DDInter,Phenobarbital,,,,DDInter1442
Phenolphthalein,DRUG,DDInter,Phenolphthalein,,,,DDInter1443
Phenoxybenzamine,DRUG,DDInter,Phenoxybenzamine,,,,DDInter1444
Phenoxymethylpenicillin,DRUG,DDInter,Phenoxymethylpenicillin,,,,DDInter1445
Phensuximide,DRUG,DDInter,Phensuximide,,,,DDInter1446
Phentermine,DRUG,DDInter,Phentermine,,,,DDInter1447
Phentolamine,DRUG,DDInter,Phentolamine,,,,DDInter1448
Phenyl salicylate,DRUG,DDInter,Phenyl salicylate,,,,DDInter1449
Phenylbutazone,DRUG,DDInter,Phenylbutazone,,,,DDInter1451
Phenylbutyric acid,DRUG,DDInter,Phenylbutyric acid,,,,DDInter1452
Phenylephrine,DRUG,DDInter,Phenylephrine,,,,DDInter1453
Phenylephrine (nasal),DRUG,DDInter,Phenylephrine (nasal),,,,DDInter1454
Phenylephrine (ophthalmic),DRUG,DDInter,Phenylephrine (ophthalmic),,,,DDInter1455
Phenylephrine (otic),DRUG,DDInter,Phenylephrine (otic),,,,DDInter1456
Phenylephrine (topical),DRUG,DDInter,Phenylephrine (topical),,,,DDInter1457
Phenylpropanolamine,DRUG,DDInter,Phenylpropanolamine,,,,DDInter1458
Phenyltoloxamine,DRUG,DDInter,Phenyltoloxamine,,,,DDInter1459
Axicabtagene ciloleucel,DRUG,DDInter,Axicabtagene ciloleucel,,,,DDInter146
Phenytoin,DRUG,DDInter,Phenytoin,,,,DDInter1460
Phylloquinone,DRUG,DDInter,Phylloquinone,,,,DDInter1461
Physostigmine,DRUG,DDInter,Physostigmine,,,,DDInter1462
Physostigmine (ophthalmic),DRUG,DDInter,Physostigmine (ophthalmic),,,,DDInter1463
Picosulfuric acid,DRUG,DDInter,Picosulfuric acid,,,,DDInter1464
Pilocarpine,DRUG,DDInter,Pilocarpine,,,,DDInter1465
Pilocarpine (ophthalmic),DRUG,DDInter,Pilocarpine (ophthalmic),,,,DDInter1466
Pimavanserin,DRUG,DDInter,Pimavanserin,,,,DDInter1467
Pimecrolimus,DRUG,DDInter,Pimecrolimus,,,,DDInter1468
Pimecrolimus (topical),DRUG,DDInter,Pimecrolimus (topical),,,,DDInter1469
Axitinib,DRUG,DDInter,Axitinib,,,,DDInter147
Pimozide,DRUG,DDInter,Pimozide,,,,DDInter1470
Pindolol,DRUG,DDInter,Pindolol,,,,DDInter1471
Pioglitazone,DRUG,DDInter,Pioglitazone,,,,DDInter1472
Pipecuronium,DRUG,DDInter,Pipecuronium,,,,DDInter1473
Piperacillin,DRUG,DDInter,Piperacillin,,,,DDInter1474
Piperazine,DRUG,DDInter,Piperazine,,,,DDInter1475
Pirbuterol,DRUG,DDInter,Pirbuterol,,,,DDInter1476
Pirfenidone,DRUG,DDInter,Pirfenidone,,,,DDInter1477
Piroxicam,DRUG,DDInter,Piroxicam,,,,DDInter1478
Pitavastatin,DRUG,DDInter,Pitavastatin,,,,DDInter1479
Azacitidine,DRUG,DDInter,Azacitidine,,,,DDInter148
Pitolisant,DRUG,DDInter,Pitolisant,,,,DDInter1480
Plantago seed,DRUG,DDInter,Plantago seed,,,,DDInter1481
Plazomicin,DRUG,DDInter,Plazomicin,,,,DDInter1482
Plecanatide,DRUG,DDInter,Plecanatide,,,,DDInter1483
Plicamycin,DRUG,DDInter,Plicamycin,,,,DDInter1484
Polatuzumab vedotin,DRUG,DDInter,Polatuzumab vedotin,,,,DDInter1485
Poliovirus type 1 antigen (formaldehyde inactivated),DRUG,DDInter,Poliovirus type 1 antigen (formaldehyde inactivated),,,,DDInter1486
Polyethylene glycol (3350 with electrolytes),DRUG,DDInter,Polyethylene glycol (3350 with electrolytes),,,,DDInter1487
Polyethylene glycol (3350),DRUG,DDInter,Polyethylene glycol (3350),,,,DDInter1488
Polymyxin B,DRUG,DDInter,Polymyxin B,,,,DDInter1489
Azatadine,DRUG,DDInter,Azatadine,,,,DDInter149
Polythiazide,DRUG,DDInter,Polythiazide,,,,DDInter1490
Pomalidomide,DRUG,DDInter,Pomalidomide,,,,DDInter1491
Ponatinib,DRUG,DDInter,Ponatinib,,,,DDInter1492
Porfimer sodium,DRUG,DDInter,Porfimer sodium,,,,DDInter1493
Posaconazole,DRUG,DDInter,Posaconazole,,,,DDInter1494
Potassium acetate,DRUG,DDInter,Potassium acetate,,,,DDInter1495
Potassium bicarbonate,DRUG,DDInter,Potassium bicarbonate,,,,DDInter1496
Potassium chloride,DRUG,DDInter,Potassium chloride,,,,DDInter1497
Potassium citrate,DRUG,DDInter,Potassium citrate,,,,DDInter1498
Potassium gluconate,DRUG,DDInter,Potassium gluconate,,,,DDInter1499
Acetazolamide,DRUG,DDInter,Acetazolamide,,,,DDInter15
Azathioprine,DRUG,DDInter,Azathioprine,,,,DDInter150
Potassium Iodide,DRUG,DDInter,Potassium Iodide,,,,DDInter1500
Potassium perchlorate,DRUG,DDInter,Potassium perchlorate,,,,DDInter1501
Pralatrexate,DRUG,DDInter,Pralatrexate,,,,DDInter1502
Pralidoxime,DRUG,DDInter,Pralidoxime,,,,DDInter1503
Pralsetinib,DRUG,DDInter,Pralsetinib,,,,DDInter1504
Pramipexole,DRUG,DDInter,Pramipexole,,,,DDInter1505
Pramlintide,DRUG,DDInter,Pramlintide,,,,DDInter1506
Prasterone enantate,DRUG,DDInter,Prasterone enantate,,,,DDInter1507
Prasugrel,DRUG,DDInter,Prasugrel,,,,DDInter1508
Pravastatin,DRUG,DDInter,Pravastatin,,,,DDInter1509
Azelaic acid,DRUG,DDInter,Azelaic acid,,,,DDInter151
Praziquantel,DRUG,DDInter,Praziquantel,,,,DDInter1510
Prazosin,DRUG,DDInter,Prazosin,,,,DDInter1511
Prednicarbate (topical),DRUG,DDInter,Prednicarbate (topical),,,,DDInter1512
Prednisolone,DRUG,DDInter,Prednisolone,,,,DDInter1513
Prednisolone (ophthalmic),DRUG,DDInter,Prednisolone (ophthalmic),,,,DDInter1514
Prednisone,DRUG,DDInter,Prednisone,,,,DDInter1515
Pregabalin,DRUG,DDInter,Pregabalin,,,,DDInter1516
Pretomanid,DRUG,DDInter,Pretomanid,,,,DDInter1517
Prilocaine,DRUG,DDInter,Prilocaine,,,,DDInter1518
Prilocaine (topiclal),DRUG,DDInter,Prilocaine (topiclal),,,,DDInter1519
Azelaic acid (topical),DRUG,DDInter,Azelaic acid (topical),,,,DDInter152
Primaquine,DRUG,DDInter,Primaquine,,,,DDInter1520
Primidone,DRUG,DDInter,Primidone,,,,DDInter1521
Probenecid,DRUG,DDInter,Probenecid,,,,DDInter1522
Probucol,DRUG,DDInter,Probucol,,,,DDInter1523
Procainamide,DRUG,DDInter,Procainamide,,,,DDInter1524
Procaine,DRUG,DDInter,Procaine,,,,DDInter1525
Procarbazine,DRUG,DDInter,Procarbazine,,,,DDInter1526
Prochlorperazine,DRUG,DDInter,Prochlorperazine,,,,DDInter1527
Procyclidine,DRUG,DDInter,Procyclidine,,,,DDInter1528
Progesterone,DRUG,DDInter,Progesterone,,,,DDInter1529
Azelastine,DRUG,DDInter,Azelastine,,,,DDInter153
Progesterone (topical),DRUG,DDInter,Progesterone (topical),,,,DDInter1530
Proguanil,DRUG,DDInter,Proguanil,,,,DDInter1531
Promazine,DRUG,DDInter,Promazine,,,,DDInter1532
Promethazine,DRUG,DDInter,Promethazine,,,,DDInter1533
Propafenone,DRUG,DDInter,Propafenone,,,,DDInter1534
Propantheline,DRUG,DDInter,Propantheline,,,,DDInter1535
Proparacaine (ophthalmic),DRUG,DDInter,Proparacaine (ophthalmic),,,,DDInter1536
Propiomazine,DRUG,DDInter,Propiomazine,,,,DDInter1537
Propofol,DRUG,DDInter,Propofol,,,,DDInter1538
Propranolol,DRUG,DDInter,Propranolol,,,,DDInter1539
Azelastine (nasal),DRUG,DDInter,Azelastine (nasal),,,,DDInter154
Propylhexedrine (nasal),DRUG,DDInter,Propylhexedrine (nasal),,,,DDInter1540
Propylthiouracil,DRUG,DDInter,Propylthiouracil,,,,DDInter1541
Protein C,DRUG,DDInter,Protein C,,,,DDInter1542
Protriptyline,DRUG,DDInter,Protriptyline,,,,DDInter1543
Prucalopride,DRUG,DDInter,Prucalopride,,,,DDInter1544
Pseudoephedrine,DRUG,DDInter,Pseudoephedrine,,,,DDInter1545
Pyrantel,DRUG,DDInter,Pyrantel,,,,DDInter1546
Pyrazinamide,DRUG,DDInter,Pyrazinamide,,,,DDInter1547
Pyridostigmine,DRUG,DDInter,Pyridostigmine,,,,DDInter1548
Pyridoxine,DRUG,DDInter,Pyridoxine,,,,DDInter1549
Azelastine (ophthalmic),DRUG,DDInter,Azelastine (ophthalmic),,,,DDInter155
Pyrimethamine,DRUG,DDInter,Pyrimethamine,,,,DDInter1550
Pyrophosphoric acid,DRUG,DDInter,Pyrophosphoric acid,,,,DDInter1551
Quazepam,DRUG,DDInter,Quazepam,,,,DDInter1552
Quetiapine,DRUG,DDInter,Quetiapine,,,,DDInter1553
Quinapril,DRUG,DDInter,Quinapril,,,,DDInter1554
Quinestrol,DRUG,DDInter,Quinestrol,,,,DDInter1555
Quinidine,DRUG,DDInter,Quinidine,,,,DDInter1556
Quinine,DRUG,DDInter,Quinine,,,,DDInter1557
Quinupristin,DRUG,DDInter,Quinupristin,,,,DDInter1558
Rabeprazole,DRUG,DDInter,Rabeprazole,,,,DDInter1559
Azilsartan medoxomil,DRUG,DDInter,Azilsartan medoxomil,,,,DDInter156
Racepinephrine,DRUG,DDInter,Racepinephrine,,,,DDInter1560
Radium Ra 223 dichloride,DRUG,DDInter,Radium Ra 223 dichloride,,,,DDInter1561
Raloxifene,DRUG,DDInter,Raloxifene,,,,DDInter1562
Raltegravir,DRUG,DDInter,Raltegravir,,,,DDInter1563
Ramelteon,DRUG,DDInter,Ramelteon,,,,DDInter1564
Ramipril,DRUG,DDInter,Ramipril,,,,DDInter1565
Ramucirumab,DRUG,DDInter,Ramucirumab,,,,DDInter1566
Ranitidine,DRUG,DDInter,Ranitidine,,,,DDInter1568
Ranitidine (bismuth citrate),DRUG,DDInter,Ranitidine (bismuth citrate),,,,DDInter1569
Azithromycin,DRUG,DDInter,Azithromycin,,,,DDInter157
Ranolazine,DRUG,DDInter,Ranolazine,,,,DDInter1570
Rapacuronium,DRUG,DDInter,Rapacuronium,,,,DDInter1571
Rasagiline,DRUG,DDInter,Rasagiline,,,,DDInter1572
Rasburicase,DRUG,DDInter,Rasburicase,,,,DDInter1573
Ravulizumab,DRUG,DDInter,Ravulizumab,,,,DDInter1574
Regadenoson,DRUG,DDInter,Regadenoson,,,,DDInter1575
Regorafenib,DRUG,DDInter,Regorafenib,,,,DDInter1576
Relugolix,DRUG,DDInter,Relugolix,,,,DDInter1577
Remdesivir,DRUG,DDInter,Remdesivir,,,,DDInter1578
Remifentanil,DRUG,DDInter,Remifentanil,,,,DDInter1579
Aztreonam,DRUG,DDInter,Aztreonam,,,,DDInter158
Remimazolam,DRUG,DDInter,Remimazolam,,,,DDInter1580
Repaglinide,DRUG,DDInter,Repaglinide,,,,DDInter1581
Reserpine,DRUG,DDInter,Reserpine,,,,DDInter1582
Resorcinol (topical),DRUG,DDInter,Resorcinol (topical),,,,DDInter1583
Retapamulin (topical),DRUG,DDInter,Retapamulin (topical),,,,DDInter1584
Reteplase,DRUG,DDInter,Reteplase,,,,DDInter1585
Revefenacin,DRUG,DDInter,Revefenacin,,,,DDInter1586
Ribavirin,DRUG,DDInter,Ribavirin,,,,DDInter1587
Ribociclib,DRUG,DDInter,Ribociclib,,,,DDInter1588
Rifabutin,DRUG,DDInter,Rifabutin,,,,DDInter1589
Bacampicillin,DRUG,DDInter,Bacampicillin,,,,DDInter159
Rifampicin,DRUG,DDInter,Rifampicin,,,,DDInter1590
Rifamycin,DRUG,DDInter,Rifamycin,,,,DDInter1591
Rifapentine,DRUG,DDInter,Rifapentine,,,,DDInter1592
Rifaximin,DRUG,DDInter,Rifaximin,,,,DDInter1593
Rilonacept,DRUG,DDInter,Rilonacept,,,,DDInter1594
Rilpivirine,DRUG,DDInter,Rilpivirine,,,,DDInter1595
Riluzole,DRUG,DDInter,Riluzole,,,,DDInter1596
Rimantadine,DRUG,DDInter,Rimantadine,,,,DDInter1597
Rimegepant,DRUG,DDInter,Rimegepant,,,,DDInter1598
Rimexolone (ophthalmic),DRUG,DDInter,Rimexolone (ophthalmic),,,,DDInter1599
Acetohexamide,DRUG,DDInter,Acetohexamide,,,,DDInter16
Bacillus calmette-guerin substrain tice live antigen,DRUG,DDInter,Bacillus calmette-guerin substrain tice live antigen,,,,DDInter160
Riociguat,DRUG,DDInter,Riociguat,,,,DDInter1600
Ripretinib,DRUG,DDInter,Ripretinib,,,,DDInter1601
Risankizumab,DRUG,DDInter,Risankizumab,,,,DDInter1602
Risdiplam,DRUG,DDInter,Risdiplam,,,,DDInter1603
Risedronic acid,DRUG,DDInter,Risedronic acid,,,,DDInter1604
Risperidone,DRUG,DDInter,Risperidone,,,,DDInter1605
Ritodrine,DRUG,DDInter,Ritodrine,,,,DDInter1606
Ritonavir,DRUG,DDInter,Ritonavir,,,,DDInter1607
Rituximab,DRUG,DDInter,Rituximab,,,,DDInter1608
Rivaroxaban,DRUG,DDInter,Rivaroxaban,,,,DDInter1609
Bacitracin,DRUG,DDInter,Bacitracin,,,,DDInter161
Rivastigmine,DRUG,DDInter,Rivastigmine,,,,DDInter1610
Rizatriptan,DRUG,DDInter,Rizatriptan,,,,DDInter1611
Rocuronium,DRUG,DDInter,Rocuronium,,,,DDInter1612
Rofecoxib,DRUG,DDInter,Rofecoxib,,,,DDInter1613
Roflumilast,DRUG,DDInter,Roflumilast,,,,DDInter1614
Rolapitant,DRUG,DDInter,Rolapitant,,,,DDInter1615
Romidepsin,DRUG,DDInter,Romidepsin,,,,DDInter1616
Romiplostim,DRUG,DDInter,Romiplostim,,,,DDInter1617
Romosozumab,DRUG,DDInter,Romosozumab,,,,DDInter1618
Ropinirole,DRUG,DDInter,Ropinirole,,,,DDInter1619
Baclofen,DRUG,DDInter,Baclofen,,,,DDInter162
Ropivacaine,DRUG,DDInter,Ropivacaine,,,,DDInter1620
Rosiglitazone,DRUG,DDInter,Rosiglitazone,,,,DDInter1621
Rosuvastatin,DRUG,DDInter,Rosuvastatin,,,,DDInter1622
Rotavirus vaccine,DRUG,DDInter,Rotavirus vaccine,,,,DDInter1623
Rotigotine,DRUG,DDInter,Rotigotine,,,,DDInter1624
Rubella virus vaccine,DRUG,DDInter,Rubella virus vaccine,,,,DDInter1625
Rucaparib,DRUG,DDInter,Rucaparib,,,,DDInter1626
Rufinamide,DRUG,DDInter,Rufinamide,,,,DDInter1627
Ruxolitinib,DRUG,DDInter,Ruxolitinib,,,,DDInter1628
Sacituzumab govitecan,DRUG,DDInter,Sacituzumab govitecan,,,,DDInter1629
Baloxavir marboxil,DRUG,DDInter,Baloxavir marboxil,,,,DDInter163
Sacubitril,DRUG,DDInter,Sacubitril,,,,DDInter1630
Safinamide,DRUG,DDInter,Safinamide,,,,DDInter1631
Salbutamol,DRUG,DDInter,Salbutamol,,,,DDInter1632
Salicylic acid (sodium),DRUG,DDInter,Salicylic acid (sodium),,,,DDInter1633
Salicylic acid (topical),DRUG,DDInter,Salicylic acid (topical),,,,DDInter1634
Salmeterol,DRUG,DDInter,Salmeterol,,,,DDInter1635
Salmon calcitonin,DRUG,DDInter,Salmon calcitonin,,,,DDInter1636
Salsalate,DRUG,DDInter,Salsalate,,,,DDInter1637
Samarium (153Sm) lexidronam,DRUG,DDInter,Samarium (153Sm) lexidronam,,,,DDInter1638
Sapropterin,DRUG,DDInter,Sapropterin,,,,DDInter1639
Balsalazide,DRUG,DDInter,Balsalazide,,,,DDInter164
Saquinavir,DRUG,DDInter,Saquinavir,,,,DDInter1640
Sarecycline,DRUG,DDInter,Sarecycline,,,,DDInter1641
Sargramostim,DRUG,DDInter,Sargramostim,,,,DDInter1642
Sarilumab,DRUG,DDInter,Sarilumab,,,,DDInter1643
Satralizumab,DRUG,DDInter,Satralizumab,,,,DDInter1644
Saw palmetto,DRUG,DDInter,Saw palmetto,,,,DDInter1645
Saxagliptin,DRUG,DDInter,Saxagliptin,,,,DDInter1646
Scopolamine,DRUG,DDInter,Scopolamine,,,,DDInter1647
Scopolamine (ophthalmic),DRUG,DDInter,Scopolamine (ophthalmic),,,,DDInter1648
Secnidazole,DRUG,DDInter,Secnidazole,,,,DDInter1649
Baricitinib,DRUG,DDInter,Baricitinib,,,,DDInter165
Secobarbital,DRUG,DDInter,Secobarbital,,,,DDInter1650
Secretin human,DRUG,DDInter,Secretin human,,,,DDInter1651
Secukinumab,DRUG,DDInter,Secukinumab,,,,DDInter1652
Selegiline,DRUG,DDInter,Selegiline,,,,DDInter1653
Selenium,DRUG,DDInter,Selenium,,,,DDInter1654
Selenium Sulfide,DRUG,DDInter,Selenium Sulfide,,,,DDInter1655
Selexipag,DRUG,DDInter,Selexipag,,,,DDInter1656
Selinexor,DRUG,DDInter,Selinexor,,,,DDInter1657
Selpercatinib,DRUG,DDInter,Selpercatinib,,,,DDInter1658
Selumetinib,DRUG,DDInter,Selumetinib,,,,DDInter1659
Basiliximab,DRUG,DDInter,Basiliximab,,,,DDInter166
Semaglutide,DRUG,DDInter,Semaglutide,,,,DDInter1660
Sermorelin,DRUG,DDInter,Sermorelin,,,,DDInter1661
Sertraline,DRUG,DDInter,Sertraline,,,,DDInter1662
Sevelamer,DRUG,DDInter,Sevelamer,,,,DDInter1663
Sevoflurane,DRUG,DDInter,Sevoflurane,,,,DDInter1664
Sibutramine,DRUG,DDInter,Sibutramine,,,,DDInter1665
Sildenafil,DRUG,DDInter,Sildenafil,,,,DDInter1666
Silodosin,DRUG,DDInter,Silodosin,,,,DDInter1667
Siltuximab,DRUG,DDInter,Siltuximab,,,,DDInter1668
Silver (topical),DRUG,DDInter,Silver (topical),,,,DDInter1669
Bazedoxifene,DRUG,DDInter,Bazedoxifene,,,,DDInter167
Silver nitrate (ophthalmic),DRUG,DDInter,Silver nitrate (ophthalmic),,,,DDInter1670
Silver nitrate (topical),DRUG,DDInter,Silver nitrate (topical),,,,DDInter1671
Silver sulfadiazine (topical),DRUG,DDInter,Silver sulfadiazine (topical),,,,DDInter1672
Simeprevir,DRUG,DDInter,Simeprevir,,,,DDInter1673
Simethicone,DRUG,DDInter,Simethicone,,,,DDInter1674
Simvastatin,DRUG,DDInter,Simvastatin,,,,DDInter1675
Siponimod,DRUG,DDInter,Siponimod,,,,DDInter1676
Sipuleucel-T,DRUG,DDInter,Sipuleucel-T,,,,DDInter1677
Sirolimus,DRUG,DDInter,Sirolimus,,,,DDInter1678
Sitagliptin,DRUG,DDInter,Sitagliptin,,,,DDInter1679
Beclomethasone dipropionate,DRUG,DDInter,Beclomethasone dipropionate,,,,DDInter168
"Smallpox (Vaccinia) Vaccine, Live",DRUG,DDInter,"Smallpox (Vaccinia) Vaccine, Live",,,,DDInter1680
Sodium acetate,DRUG,DDInter,Sodium acetate,,,,DDInter1681
Sodium aurothiomalate,DRUG,DDInter,Sodium aurothiomalate,,,,DDInter1682
Sodium bicarbonate,DRUG,DDInter,Sodium bicarbonate,,,,DDInter1683
Sodium cellulose phosphate,DRUG,DDInter,Sodium cellulose phosphate,,,,DDInter1684
Sodium chloride,DRUG,DDInter,Sodium chloride,,,,DDInter1685
Sodium citrate,DRUG,DDInter,Sodium citrate,,,,DDInter1686
Sodium ferric gluconate complex,DRUG,DDInter,Sodium ferric gluconate complex,,,,DDInter1687
Sodium glycerophosphate,DRUG,DDInter,Sodium glycerophosphate,,,,DDInter1688
Sodium iodide,DRUG,DDInter,Sodium iodide,,,,DDInter1689
Beclomethasone dipropionate (nasal),DRUG,DDInter,Beclomethasone dipropionate (nasal),,,,DDInter169
Sodium oxybate,DRUG,DDInter,Sodium oxybate,,,,DDInter1690
"Sodium phosphate, monobasic",DRUG,DDInter,"Sodium phosphate, monobasic",,,,DDInter1691
"Sodium phosphate, monobasic (p32)",DRUG,DDInter,"Sodium phosphate, monobasic (p32)",,,,DDInter1692
Sodium sulfate,DRUG,DDInter,Sodium sulfate,,,,DDInter1693
