preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
Calcium carbonate,DRUG,DDInter,Calcium carbonate,,,,DDInter271
Calcium chloride,DRUG,DDInter,Calcium chloride,,,,DDInter272
Calcium citrate,DRUG,DDInter,Calcium citrate,,,,DDInter273
Calcium glubionate anhydrous,DRUG,DDInter,Calcium glubionate anhydrous,,,,DDInter274
Calcium glucoheptonate,DRUG,DDInter,Calcium glucoheptonate,,,,DDInter275
Calcium gluconate,DRUG,DDInter,Calcium gluconate,,,,DDInter276
Calcium glycerophosphate,DRUG,DDInter,Calcium glycerophosphate,,,,DDInter277
Calcium lactate,DRUG,DDInter,Calcium lactate,,,,DDInter278
Calcium Phosphate,DRUG,DDInter,Calcium Phosphate,,,,DDInter279
Adapalene,DRUG,DDInter,Adapalene,,,,DDInter28
Canagliflozin,DRUG,DDInter,Canagliflozin,,,,DDInter280
Canakinumab,DRUG,DDInter,Canakinumab,,,,DDInter281
Candida albicans,DRUG,DDInter,Candida albicans,,,,DDInter282
Cangrelor,DRUG,DDInter,Cangrelor,,,,DDInter283
Cannabidiol,DRUG,DDInter,Cannabidiol,,,,DDInter284
Capecitabine,DRUG,DDInter,Capecitabine,,,,DDInter285
Caplacizumab,DRUG,DDInter,Caplacizumab,,,,DDInter286
Capmatinib,DRUG,DDInter,Capmatinib,,,,DDInter287
Capreomycin,DRUG,DDInter,Capreomycin,,,,DDInter288
Capromab pendetide,DRUG,DDInter,Capromab pendetide,,,,DDInter289
Adapalene (topical),DRUG,DDInter,Adapalene (topical),,,,DDInter29
Capsicum,DRUG,DDInter,Capsicum,,,,DDInter291
Captopril,DRUG,DDInter,Captopril,,,,DDInter292
Carbamazepine,DRUG,DDInter,Carbamazepine,,,,DDInter293
Carbamoylcholine (ophthalmic),DRUG,DDInter,Carbamoylcholine (ophthalmic),,,,DDInter294
Carbenicillin,DRUG,DDInter,Carbenicillin,,,,DDInter295
Carbinoxamine,DRUG,DDInter,Carbinoxamine,,,,DDInter297
Carboplatin,DRUG,DDInter,Carboplatin,,,,DDInter298
Carfilzomib,DRUG,DDInter,Carfilzomib,,,,DDInter299
Abametapir (topical),DRUG,DDInter,Abametapir (topical),,,,DDInter3
Adefovir dipivoxil,DRUG,DDInter,Adefovir dipivoxil,,,,DDInter30
Cariprazine,DRUG,DDInter,Cariprazine,,,,DDInter300
Carisoprodol,DRUG,DDInter,Carisoprodol,,,,DDInter301
Carmustine,DRUG,DDInter,Carmustine,,,,DDInter302
Carteolol,DRUG,DDInter,Carteolol,,,,DDInter303
Carteolol (ophthalmic),DRUG,DDInter,Carteolol (ophthalmic),,,,DDInter304
Carvedilol,DRUG,DDInter,Carvedilol,,,,DDInter305
Caspofungin,DRUG,DDInter,Caspofungin,,,,DDInter306
Castor oil,DRUG,DDInter,Castor oil,,,,DDInter307
Cedazuridine,DRUG,DDInter,Cedazuridine,,,,DDInter308
Cefaclor,DRUG,DDInter,Cefaclor,,,,DDInter309
Adenosine,DRUG,DDInter,Adenosine,,,,DDInter31
Cefadroxil,DRUG,DDInter,Cefadroxil,,,,DDInter310
Cefalotin,DRUG,DDInter,Cefalotin,,,,DDInter311
Cefamandole,DRUG,DDInter,Cefamandole,,,,DDInter312
Cefapirin,DRUG,DDInter,Cefapirin,,,,DDInter313
Cefazolin,DRUG,DDInter,Cefazolin,,,,DDInter314
Cefdinir,DRUG,DDInter,Cefdinir,,,,DDInter315
Cefditoren,DRUG,DDInter,Cefditoren,,,,DDInter316
Cefepime,DRUG,DDInter,Cefepime,,,,DDInter317
Cefiderocol,DRUG,DDInter,Cefiderocol,,,,DDInter318
Cefixime,DRUG,DDInter,Cefixime,,,,DDInter319
Afatinib,DRUG,DDInter,Afatinib,,,,DDInter32
Cefmetazole,DRUG,DDInter,Cefmetazole,,,,DDInter320
Cefonicid,DRUG,DDInter,Cefonicid,,,,DDInter321
Cefoperazone,DRUG,DDInter,Cefoperazone,,,,DDInter322
Cefotaxime,DRUG,DDInter,Cefotaxime,,,,DDInter323
Cefotetan,DRUG,DDInter,Cefotetan,,,,DDInter324
Cefoxitin,DRUG,DDInter,Cefoxitin,,,,DDInter325
Cefpodoxime,DRUG,DDInter,Cefpodoxime,,,,DDInter326
Cefprozil,DRUG,DDInter,Cefprozil,,,,DDInter327
Cefradine,DRUG,DDInter,Cefradine,,,,DDInter328
Ceftaroline fosamil,DRUG,DDInter,Ceftaroline fosamil,,,,DDInter329
Aflibercept,DRUG,DDInter,Aflibercept,,,,DDInter33
Ceftazidime,DRUG,DDInter,Ceftazidime,,,,DDInter330
Ceftibuten,DRUG,DDInter,Ceftibuten,,,,DDInter331
Ceftizoxime,DRUG,DDInter,Ceftizoxime,,,,DDInter332
Ceftolozane,DRUG,DDInter,Ceftolozane,,,,DDInter333
Ceftriaxone,DRUG,DDInter,Ceftriaxone,,,,DDInter334
Cefuroxime,DRUG,DDInter,Cefuroxime,,,,DDInter335
Celecoxib,DRUG,DDInter,Celecoxib,,,,DDInter336
Cemiplimab,DRUG,DDInter,Cemiplimab,,,,DDInter337
Cenobamate,DRUG,DDInter,Cenobamate,,,,DDInter338
Cephalexin,DRUG,DDInter,Cephalexin,,,,DDInter339
Agalsidase beta,DRUG,DDInter,Agalsidase beta,,,,DDInter34
Ceritinib,DRUG,DDInter,Ceritinib,,,,DDInter340
Cerivastatin,DRUG,DDInter,Cerivastatin,,,,DDInter341
Certolizumab pegol,DRUG,DDInter,Certolizumab pegol,,,,DDInter342
Cetirizine,DRUG,DDInter,Cetirizine,,,,DDInter343
Cetuximab,DRUG,DDInter,Cetuximab,,,,DDInter344
Cetylpyridinium (topical),DRUG,DDInter,Cetylpyridinium (topical),,,,DDInter345
Cevimeline,DRUG,DDInter,Cevimeline,,,,DDInter346
Chamomile,DRUG,DDInter,Chamomile,,,,DDInter347
Chenodeoxycholic acid,DRUG,DDInter,Chenodeoxycholic acid,,,,DDInter348
Chloral hydrate,DRUG,DDInter,Chloral hydrate,,,,DDInter349
Albendazole,DRUG,DDInter,Albendazole,,,,DDInter35
Chlorambucil,DRUG,DDInter,Chlorambucil,,,,DDInter350
Chloramphenicol,DRUG,DDInter,Chloramphenicol,,,,DDInter351
Chloramphenicol (ophthalmic),DRUG,DDInter,Chloramphenicol (ophthalmic),,,,DDInter352
Chloramphenicol (otic),DRUG,DDInter,Chloramphenicol (otic),,,,DDInter353
Chlorcyclizine,DRUG,DDInter,Chlorcyclizine,,,,DDInter354
Chlordiazepoxide,DRUG,DDInter,Chlordiazepoxide,,,,DDInter355
Chlorhexidine,DRUG,DDInter,Chlorhexidine,,,,DDInter356
Chlormezanone,DRUG,DDInter,Chlormezanone,,,,DDInter357
Chloroprocaine,DRUG,DDInter,Chloroprocaine,,,,DDInter358
Chloroquine,DRUG,DDInter,Chloroquine,,,,DDInter359
Albiglutide,DRUG,DDInter,Albiglutide,,,,DDInter36
Chlorothiazide,DRUG,DDInter,Chlorothiazide,,,,DDInter360
Chlorphenesin,DRUG,DDInter,Chlorphenesin,,,,DDInter361
Chlorpheniramine,DRUG,DDInter,Chlorpheniramine,,,,DDInter362
Chlorpromazine,DRUG,DDInter,Chlorpromazine,,,,DDInter363
Chlorpropamide,DRUG,DDInter,Chlorpropamide,,,,DDInter364
Chlorthalidone,DRUG,DDInter,Chlorthalidone,,,,DDInter365
Chlorzoxazone,DRUG,DDInter,Chlorzoxazone,,,,DDInter366
Cholecalciferol,DRUG,DDInter,Cholecalciferol,,,,DDInter367
Cholestyramine,DRUG,DDInter,Cholestyramine,,,,DDInter368
Cholic Acid,DRUG,DDInter,Cholic Acid,,,,DDInter369
Alclometasone (topical),DRUG,DDInter,Alclometasone (topical),,,,DDInter37
Choline salicylate,DRUG,DDInter,Choline salicylate,,,,DDInter370
Chondroitin sulfate,DRUG,DDInter,Chondroitin sulfate,,,,DDInter371
Chorionic Gonadotropin (Human),DRUG,DDInter,Chorionic Gonadotropin (Human),,,,DDInter372
Chromic chloride,DRUG,DDInter,Chromic chloride,,,,DDInter373
Chromium picolinate,DRUG,DDInter,Chromium picolinate,,,,DDInter374
Ciclesonide,DRUG,DDInter,Ciclesonide,,,,DDInter375
Ciclesonide (nasal),DRUG,DDInter,Ciclesonide (nasal),,,,DDInter376
Ciclopirox,DRUG,DDInter,Ciclopirox,,,,DDInter377
Cidofovir,DRUG,DDInter,Cidofovir,,,,DDInter378
Cilostazol,DRUG,DDInter,Cilostazol,,,,DDInter379
Aldesleukin,DRUG,DDInter,Aldesleukin,,,,DDInter38
Cimetidine,DRUG,DDInter,Cimetidine,,,,DDInter380
Cinacalcet,DRUG,DDInter,Cinacalcet,,,,DDInter381
Cinchocaine (topical),DRUG,DDInter,Cinchocaine (topical),,,,DDInter382
Cinoxacin,DRUG,DDInter,Cinoxacin,,,,DDInter383
Ciprofloxacin,DRUG,DDInter,Ciprofloxacin,,,,DDInter384
Cisapride,DRUG,DDInter,Cisapride,,,,DDInter385
Cisatracurium,DRUG,DDInter,Cisatracurium,,,,DDInter386
Cisplatin,DRUG,DDInter,Cisplatin,,,,DDInter387
Citalopram,DRUG,DDInter,Citalopram,,,,DDInter388
Alectinib,DRUG,DDInter,Alectinib,,,,DDInter39
Citric acid,DRUG,DDInter,Citric acid,,,,DDInter390
Citrus bioflavonoids,DRUG,DDInter,Citrus bioflavonoids,,,,DDInter391
Cladribine,DRUG,DDInter,Cladribine,,,,DDInter392
Clarithromycin,DRUG,DDInter,Clarithromycin,,,,DDInter393
Clavulanic acid,DRUG,DDInter,Clavulanic acid,,,,DDInter394
Clemastine,DRUG,DDInter,Clemastine,,,,DDInter395
Clevidipine,DRUG,DDInter,Clevidipine,,,,DDInter396
Clidinium,DRUG,DDInter,Clidinium,,,,DDInter397
Clindamycin,DRUG,DDInter,Clindamycin,,,,DDInter398
Clindamycin (topical),DRUG,DDInter,Clindamycin (topical),,,,DDInter399
Abarelix,DRUG,DDInter,Abarelix,,,,DDInter4
Alefacept,DRUG,DDInter,Alefacept,,,,DDInter40
Clioquinol (topical),DRUG,DDInter,Clioquinol (topical),,,,DDInter400
Clobazam,DRUG,DDInter,Clobazam,,,,DDInter401
Clobetasol,DRUG,DDInter,Clobetasol,,,,DDInter402
Clobetasol (topical),DRUG,DDInter,Clobetasol (topical),,,,DDInter403
Clocortolone (topical),DRUG,DDInter,Clocortolone (topical),,,,DDInter404
Clofarabine,DRUG,DDInter,Clofarabine,,,,DDInter405
Clofazimine,DRUG,DDInter,Clofazimine,,,,DDInter406
Clofedanol,DRUG,DDInter,Clofedanol,,,,DDInter407
Clofibrate,DRUG,DDInter,Clofibrate,,,,DDInter408
Clomifene,DRUG,DDInter,Clomifene,,,,DDInter409
Alemtuzumab,DRUG,DDInter,Alemtuzumab,,,,DDInter41
Clomipramine,DRUG,DDInter,Clomipramine,,,,DDInter410
Clonazepam,DRUG,DDInter,Clonazepam,,,,DDInter411
Clonidine,DRUG,DDInter,Clonidine,,,,DDInter412
Clopidogrel,DRUG,DDInter,Clopidogrel,,,,DDInter413
Clorazepic acid,DRUG,DDInter,Clorazepic acid,,,,DDInter414
Clostridium tetani toxoid antigen (formaldehyde inactivated),DRUG,DDInter,Clostridium tetani toxoid antigen (formaldehyde inactivated),,,,DDInter415
Clotrimazole,DRUG,DDInter,Clotrimazole,,,,DDInter416
Clove,DRUG,DDInter,Clove,,,,DDInter417
Cloxacillin,DRUG,DDInter,Cloxacillin,,,,DDInter418
Clozapine,DRUG,DDInter,Clozapine,,,,DDInter419
Alendronic acid,DRUG,DDInter,Alendronic acid,,,,DDInter42
Coagulation Factor IX Human,DRUG,DDInter,Coagulation Factor IX Human,,,,DDInter420
Coagulation factor VIIa Recombinant Human,DRUG,DDInter,Coagulation factor VIIa Recombinant Human,,,,DDInter421
Coagulation factor X human,DRUG,DDInter,Coagulation factor X human,,,,DDInter422
Coal tar (topical),DRUG,DDInter,Coal tar (topical),,,,DDInter423
Cobicistat,DRUG,DDInter,Cobicistat,,,,DDInter424
Cobimetinib,DRUG,DDInter,Cobimetinib,,,,DDInter425
Cocaine (nasal),DRUG,DDInter,Cocaine (nasal),,,,DDInter426
Cocaine (topical),DRUG,DDInter,Cocaine (topical),,,,DDInter427
Coccidioides immitis spherule,DRUG,DDInter,Coccidioides immitis spherule,,,,DDInter428
Codeine,DRUG,DDInter,Codeine,,,,DDInter429
Alfentanil,DRUG,DDInter,Alfentanil,,,,DDInter43
Coenzyme M,DRUG,DDInter,Coenzyme M,,,,DDInter430
Colchicine,DRUG,DDInter,Colchicine,,,,DDInter431
Colesevelam,DRUG,DDInter,Colesevelam,,,,DDInter432
Colestipol,DRUG,DDInter,Colestipol,,,,DDInter433
Colistimethate,DRUG,DDInter,Colistimethate,,,,DDInter434
Collagenase clostridium histolyticum,DRUG,DDInter,Collagenase clostridium histolyticum,,,,DDInter435
Collagenase clostridium histolyticum (topical),DRUG,DDInter,Collagenase clostridium histolyticum (topical),,,,DDInter436
Conestat alfa,DRUG,DDInter,Conestat alfa,,,,DDInter437
Conivaptan,DRUG,DDInter,Conivaptan,,,,DDInter438
Conjugated estrogens,DRUG,DDInter,Conjugated estrogens,,,,DDInter439
Alfuzosin,DRUG,DDInter,Alfuzosin,,,,DDInter44
Conjugated estrogens (topical),DRUG,DDInter,Conjugated estrogens (topical),,,,DDInter440
Copanlisib,DRUG,DDInter,Copanlisib,,,,DDInter441
Copper gluconate,DRUG,DDInter,Copper gluconate,,,,DDInter442
Copper oxodotreotide Cu-64,DRUG,DDInter,Copper oxodotreotide Cu-64,,,,DDInter443
Corticotropin,DRUG,DDInter,Corticotropin,,,,DDInter445
Cranberry,DRUG,DDInter,Cranberry,,,,DDInter446
Creatine,DRUG,DDInter,Creatine,,,,DDInter447
Crizotinib,DRUG,DDInter,Crizotinib,,,,DDInter448
Cromoglicic acid,DRUG,DDInter,Cromoglicic acid,,,,DDInter449
Alimemazine,DRUG,DDInter,Alimemazine,,,,DDInter45
Cyanocobalamin,DRUG,DDInter,Cyanocobalamin,,,,DDInter451
Cyclandelate,DRUG,DDInter,Cyclandelate,,,,DDInter452
Cyclizine,DRUG,DDInter,Cyclizine,,,,DDInter453
Cyclobenzaprine,DRUG,DDInter,Cyclobenzaprine,,,,DDInter454
Cyclopentolate (ophthalmic),DRUG,DDInter,Cyclopentolate (ophthalmic),,,,DDInter455
Cyclophosphamide,DRUG,DDInter,Cyclophosphamide,,,,DDInter456
Cycloserine,DRUG,DDInter,Cycloserine,,,,DDInter457
Cyclosporine,DRUG,DDInter,Cyclosporine,,,,DDInter458
Cyproheptadine,DRUG,DDInter,Cyproheptadine,,,,DDInter459
Aliskiren,DRUG,DDInter,Aliskiren,,,,DDInter46
Cytarabine,DRUG,DDInter,Cytarabine,,,,DDInter460
Cytarabine (liposomal),DRUG,DDInter,Cytarabine (liposomal),,,,DDInter461
Dabrafenib,DRUG,DDInter,Dabrafenib,,,,DDInter462
Dacarbazine,DRUG,DDInter,Dacarbazine,,,,DDInter463
Daclatasvir,DRUG,DDInter,Daclatasvir,,,,DDInter464
Dacomitinib,DRUG,DDInter,Dacomitinib,,,,DDInter465
Dactinomycin,DRUG,DDInter,Dactinomycin,,,,DDInter466
Dalbavancin,DRUG,DDInter,Dalbavancin,,,,DDInter467
Dalfampridine,DRUG,DDInter,Dalfampridine,,,,DDInter468
Dalfopristin,DRUG,DDInter,Dalfopristin,,,,DDInter469
Alitretinoin (topical),DRUG,DDInter,Alitretinoin (topical),,,,DDInter47
Dalteparin,DRUG,DDInter,Dalteparin,,,,DDInter470
Danaparoid,DRUG,DDInter,Danaparoid,,,,DDInter471
Danazol,DRUG,DDInter,Danazol,,,,DDInter472
Dantrolene,DRUG,DDInter,Dantrolene,,,,DDInter473
Dapagliflozin,DRUG,DDInter,Dapagliflozin,,,,DDInter474
Dapsone,DRUG,DDInter,Dapsone,,,,DDInter475
Dapsone (topical),DRUG,DDInter,Dapsone (topical),,,,DDInter476
Daptomycin,DRUG,DDInter,Daptomycin,,,,DDInter477
Daratumumab,DRUG,DDInter,Daratumumab,,,,DDInter478
Darbepoetin alfa,DRUG,DDInter,Darbepoetin alfa,,,,DDInter479
Allopurinol,DRUG,DDInter,Allopurinol,,,,DDInter48
Darifenacin,DRUG,DDInter,Darifenacin,,,,DDInter480
Darolutamide,DRUG,DDInter,Darolutamide,,,,DDInter481
Darunavir,DRUG,DDInter,Darunavir,,,,DDInter482
Dasabuvir,DRUG,DDInter,Dasabuvir,,,,DDInter483
Dasatinib,DRUG,DDInter,Dasatinib,,,,DDInter484
Daunorubicin,DRUG,DDInter,Daunorubicin,,,,DDInter485
Daunorubicin (liposomal),DRUG,DDInter,Daunorubicin (liposomal),,,,DDInter486
Decitabine,DRUG,DDInter,Decitabine,,,,DDInter487
Deferasirox,DRUG,DDInter,Deferasirox,,,,DDInter488
Deferiprone,DRUG,DDInter,Deferiprone,,,,DDInter489
Almotriptan,DRUG,DDInter,Almotriptan,,,,DDInter49
Deferoxamine,DRUG,DDInter,Deferoxamine,,,,DDInter490
Defibrotide,DRUG,DDInter,Defibrotide,,,,DDInter491
Deflazacort,DRUG,DDInter,Deflazacort,,,,DDInter492
Degarelix,DRUG,DDInter,Degarelix,,,,DDInter493
Dehydrocholic acid,DRUG,DDInter,Dehydrocholic acid,,,,DDInter494
Delafloxacin,DRUG,DDInter,Delafloxacin,,,,DDInter495
Delavirdine,DRUG,DDInter,Delavirdine,,,,DDInter496
Demecarium (ophthalmic),DRUG,DDInter,Demecarium (ophthalmic),,,,DDInter497
Demeclocycline,DRUG,DDInter,Demeclocycline,,,,DDInter498
Denileukin diftitox,DRUG,DDInter,Denileukin diftitox,,,,DDInter499
Abatacept,DRUG,DDInter,Abatacept,,,,DDInter5
Aloe Vera Leaf,DRUG,DDInter,Aloe Vera Leaf,,,,DDInter50
Denosumab,DRUG,DDInter,Denosumab,,,,DDInter500
Deoxycholic acid,DRUG,DDInter,Deoxycholic acid,,,,DDInter501
Deserpidine,DRUG,DDInter,Deserpidine,,,,DDInter502
Desflurane,DRUG,DDInter,Desflurane,,,,DDInter503
Desipramine,DRUG,DDInter,Desipramine,,,,DDInter504
Desirudin,DRUG,DDInter,Desirudin,,,,DDInter505
Desloratadine,DRUG,DDInter,Desloratadine,,,,DDInter506
Desmopressin,DRUG,DDInter,Desmopressin,,,,DDInter507
Desogestrel,DRUG,DDInter,Desogestrel,,,,DDInter508
Desonide (topical),DRUG,DDInter,Desonide (topical),,,,DDInter509
Alogliptin,DRUG,DDInter,Alogliptin,,,,DDInter51
Desoximetasone (topical),DRUG,DDInter,Desoximetasone (topical),,,,DDInter510
Desvenlafaxine,DRUG,DDInter,Desvenlafaxine,,,,DDInter511
Deutetrabenazine,DRUG,DDInter,Deutetrabenazine,,,,DDInter512
Dexamethasone,DRUG,DDInter,Dexamethasone,,,,DDInter513
Dexamethasone (nasal),DRUG,DDInter,Dexamethasone (nasal),,,,DDInter514
Dexamethasone (ophthalmic),DRUG,DDInter,Dexamethasone (ophthalmic),,,,DDInter515
Dexamethasone (topical),DRUG,DDInter,Dexamethasone (topical),,,,DDInter516
Dexbrompheniramine,DRUG,DDInter,Dexbrompheniramine,,,,DDInter517
Dexfenfluramine,DRUG,DDInter,Dexfenfluramine,,,,DDInter518
Dexlansoprazole,DRUG,DDInter,Dexlansoprazole,,,,DDInter519
Alosetron,DRUG,DDInter,Alosetron,,,,DDInter52
Dexmedetomidine,DRUG,DDInter,Dexmedetomidine,,,,DDInter520
Dexmethylphenidate,DRUG,DDInter,Dexmethylphenidate,,,,DDInter521
Dexrazoxane,DRUG,DDInter,Dexrazoxane,,,,DDInter522
Dextran (-1),DRUG,DDInter,Dextran (-1),,,,DDInter523
Dextran (high molecular weight),DRUG,DDInter,Dextran (high molecular weight),,,,DDInter524
Dextran (low molecular weight),DRUG,DDInter,Dextran (low molecular weight),,,,DDInter525
Dextroamphetamine,DRUG,DDInter,Dextroamphetamine,,,,DDInter526
Dextromethorphan,DRUG,DDInter,Dextromethorphan,,,,DDInter527
Dextropropoxyphene,DRUG,DDInter,Dextropropoxyphene,,,,DDInter528
"Dextrose, unspecified form",DRUG,DDInter,"Dextrose, unspecified form",,,,DDInter529
Alpelisib,DRUG,DDInter,Alpelisib,,,,DDInter53
Dextrothyroxine,DRUG,DDInter,Dextrothyroxine,,,,DDInter530
Dezocine,DRUG,DDInter,Dezocine,,,,DDInter531
Diamorphine,DRUG,DDInter,Diamorphine,,,,DDInter532
Diatrizoate,DRUG,DDInter,Diatrizoate,,,,DDInter533
Diazepam,DRUG,DDInter,Diazepam,,,,DDInter534
Diazoxide,DRUG,DDInter,Diazoxide,,,,DDInter535
Dichloralphenazone,DRUG,DDInter,Dichloralphenazone,,,,DDInter536
Diclofenac,DRUG,DDInter,Diclofenac,,,,DDInter537
Diclofenac (ophthalmic),DRUG,DDInter,Diclofenac (ophthalmic),,,,DDInter538
Diclofenac (topical),DRUG,DDInter,Diclofenac (topical),,,,DDInter539
Alprazolam,DRUG,DDInter,Alprazolam,,,,DDInter54
Diclofenamide,DRUG,DDInter,Diclofenamide,,,,DDInter540
Dicloxacillin,DRUG,DDInter,Dicloxacillin,,,,DDInter541
Dicoumarol,DRUG,DDInter,Dicoumarol,,,,DDInter542
Dicyclomine,DRUG,DDInter,Dicyclomine,,,,DDInter543
Didanosine,DRUG,DDInter,Didanosine,,,,DDInter544
Dienestrol (topical),DRUG,DDInter,Dienestrol (topical),,,,DDInter545
Dienogest,DRUG,DDInter,Dienogest,,,,DDInter546
Diethylpropion,DRUG,DDInter,Diethylpropion,,,,DDInter547
Diethylstilbestrol,DRUG,DDInter,Diethylstilbestrol,,,,DDInter548
Difenoxin,DRUG,DDInter,Difenoxin,,,,DDInter549
Alprostadil,DRUG,DDInter,Alprostadil,,,,DDInter55
Diflorasone (topical),DRUG,DDInter,Diflorasone (topical),,,,DDInter550
Diflunisal,DRUG,DDInter,Diflunisal,,,,DDInter551
Difluprednate (ophthalmic),DRUG,DDInter,Difluprednate (ophthalmic),,,,DDInter552
Digitoxin,DRUG,DDInter,Digitoxin,,,,DDInter553
Digoxin,DRUG,DDInter,Digoxin,,,,DDInter554
Digoxin Immune Fab (Ovine),DRUG,DDInter,Digoxin Immune Fab (Ovine),,,,DDInter555
Dihydrocodeine,DRUG,DDInter,Dihydrocodeine,,,,DDInter556
Dihydroergotamine,DRUG,DDInter,Dihydroergotamine,,,,DDInter557
Dihydrotachysterol,DRUG,DDInter,Dihydrotachysterol,,,,DDInter558
Diiodohydroxyquinoline,DRUG,DDInter,Diiodohydroxyquinoline,,,,DDInter559
Alteplase,DRUG,DDInter,Alteplase,,,,DDInter56
Diltiazem,DRUG,DDInter,Diltiazem,,,,DDInter561
Dimenhydrinate,DRUG,DDInter,Dimenhydrinate,,,,DDInter562
Dimercaprol,DRUG,DDInter,Dimercaprol,,,,DDInter563
Dimethyl fumarate,DRUG,DDInter,Dimethyl fumarate,,,,DDInter564
Dinoprostone (topical),DRUG,DDInter,Dinoprostone (topical),,,,DDInter567
Dinutuximab,DRUG,DDInter,Dinutuximab,,,,DDInter568
Diphenhydramine,DRUG,DDInter,Diphenhydramine,,,,DDInter569
Altretamine,DRUG,DDInter,Altretamine,,,,DDInter57
Diphenhydramine (topical),DRUG,DDInter,Diphenhydramine (topical),,,,DDInter570
Diphenoxylate,DRUG,DDInter,Diphenoxylate,,,,DDInter571
Dipivefrin (ophthalmic),DRUG,DDInter,Dipivefrin (ophthalmic),,,,DDInter572
Dipyridamole,DRUG,DDInter,Dipyridamole,,,,DDInter573
Diroximel fumarate,DRUG,DDInter,Diroximel fumarate,,,,DDInter574
Disopyramide,DRUG,DDInter,Disopyramide,,,,DDInter575
Disulfiram,DRUG,DDInter,Disulfiram,,,,DDInter576
Dobutamine,DRUG,DDInter,Dobutamine,,,,DDInter577
Docetaxel,DRUG,DDInter,Docetaxel,,,,DDInter578
Docusate,DRUG,DDInter,Docusate,,,,DDInter579
Aluminum hydroxide,DRUG,DDInter,Aluminum hydroxide,,,,DDInter58
Dofetilide,DRUG,DDInter,Dofetilide,,,,DDInter580
Dolasetron,DRUG,DDInter,Dolasetron,,,,DDInter581
Dolutegravir,DRUG,DDInter,Dolutegravir,,,,DDInter582
Donepezil,DRUG,DDInter,Donepezil,,,,DDInter583
Dopamine,DRUG,DDInter,Dopamine,,,,DDInter584
Doravirine,DRUG,DDInter,Doravirine,,,,DDInter585
Doripenem,DRUG,DDInter,Doripenem,,,,DDInter586
Dornase alfa,DRUG,DDInter,Dornase alfa,,,,DDInter587
Dorzolamide (ophthalmic),DRUG,DDInter,Dorzolamide (ophthalmic),,,,DDInter588
Dotatate,DRUG,DDInter,Dotatate,,,,DDInter589
Alvimopan,DRUG,DDInter,Alvimopan,,,,DDInter59
Doxacurium,DRUG,DDInter,Doxacurium,,,,DDInter590
Doxapram,DRUG,DDInter,Doxapram,,,,DDInter591
Doxazosin,DRUG,DDInter,Doxazosin,,,,DDInter592
Doxepin,DRUG,DDInter,Doxepin,,,,DDInter593
Doxepin (topical),DRUG,DDInter,Doxepin (topical),,,,DDInter594
Doxercalciferol,DRUG,DDInter,Doxercalciferol,,,,DDInter595
Doxorubicin,DRUG,DDInter,Doxorubicin,,,,DDInter596
Doxorubicin (liposomal),DRUG,DDInter,Doxorubicin (liposomal),,,,DDInter597
Doxycycline,DRUG,DDInter,Doxycycline,,,,DDInter598
Doxycycline (topical),DRUG,DDInter,Doxycycline (topical),,,,DDInter599
Abciximab,DRUG,DDInter,Abciximab,,,,DDInter6
Amantadine,DRUG,DDInter,Amantadine,,,,DDInter60
Doxylamine,DRUG,DDInter,Doxylamine,,,,DDInter600
Dronabinol,DRUG,DDInter,Dronabinol,,,,DDInter601
Dronedarone,DRUG,DDInter,Dronedarone,,,,DDInter602
Droperidol,DRUG,DDInter,Droperidol,,,,DDInter603
Drospirenone,DRUG,DDInter,Drospirenone,,,,DDInter604
Drotrecogin alfa,DRUG,DDInter,Drotrecogin alfa,,,,DDInter605
Droxidopa,DRUG,DDInter,Droxidopa,,,,DDInter606
Dulaglutide,DRUG,DDInter,Dulaglutide,,,,DDInter607
Duloxetine,DRUG,DDInter,Duloxetine,,,,DDInter608
Dupilumab,DRUG,DDInter,Dupilumab,,,,DDInter609
Ambenonium,DRUG,DDInter,Ambenonium,,,,DDInter61
Durvalumab,DRUG,DDInter,Durvalumab,,,,DDInter610
Dutasteride,DRUG,DDInter,Dutasteride,,,,DDInter611
Duvelisib,DRUG,DDInter,Duvelisib,,,,DDInter612
Dyphylline,DRUG,DDInter,Dyphylline,,,,DDInter613
Echinacea,DRUG,DDInter,Echinacea,,,,DDInter614
Echothiophate (ophthalmic),DRUG,DDInter,Echothiophate (ophthalmic),,,,DDInter615
Econazole,DRUG,DDInter,Econazole,,,,DDInter616
Econazole (topical),DRUG,DDInter,Econazole (topical),,,,DDInter617
Eculizumab,DRUG,DDInter,Eculizumab,,,,DDInter618
Edetate calcium disodium anhydrous,DRUG,DDInter,Edetate calcium disodium anhydrous,,,,DDInter619
Ambrisentan,DRUG,DDInter,Ambrisentan,,,,DDInter62
Edetate disodium anhydrous,DRUG,DDInter,Edetate disodium anhydrous,,,,DDInter620
Edoxaban,DRUG,DDInter,Edoxaban,,,,DDInter621
Edrophonium,DRUG,DDInter,Edrophonium,,,,DDInter622
Efalizumab,DRUG,DDInter,Efalizumab,,,,DDInter623
Efavirenz,DRUG,DDInter,Efavirenz,,,,DDInter624
Elagolix,DRUG,DDInter,Elagolix,,,,DDInter625
Elbasvir,DRUG,DDInter,Elbasvir,,,,DDInter626
Eletriptan,DRUG,DDInter,Eletriptan,,,,DDInter627
Elexacaftor,DRUG,DDInter,Elexacaftor,,,,DDInter628
