preferred_label,normalized_label,ATC,atc_link
TESTOSTERONE UNDECANOATO BESINS,testosterone undecanoato besins,G03BA03,G03BA03
TESTOSTERONE UNDECANOATO SUN,testosterone undecanoato sun,G03BA03,G03BA03
TESTOVIRON,testoviron,G03BA03,G03BA03
TESTOVIS,testovis,G03BA03,G03BA03
TETANUS GAMMA,tetanus gamma,J06BB02,J06BB02
TETRABENAZINA ARISTO,tetrabenazina aristo,N07XX06,N07XX06
TETRABENAZINA SUN,tetrabenazina sun,N07XX06,N07XX06
TETRALYSAL,tetralysal,J01AA04,J01AA04
TETRAMIL,tetramil,S01GA52,S01GA52
TETRAVAC,tetravac,J07CA02,J07CA02
TETRIS,tetris,J01FA10,J01FA10
TETROFOSMINA ROTOP,tetrofosmina rotop,V09GA02,V09GA02
TEUCRIUM MARUM,teucrium marum,V03AX,V03AX
TEVAGRASTIM,tevagrastim,L03AA02,L03AA02
TEVIMBRA,tevimbra,L01FF09,L01FF09
TEXPAMI,texpami,M05BA03,M05BA03
TEXTAZO,textazo,J01CR05,J01CR05
TEYSUNO,teysuno,L01BC53,L01BC53
TEZASTIN,tezastin,R06AE07,R06AE07
TEZSPIRE,tezspire,R03DX11,R03DX11
THALLIUM METALLICUM,thallium metallicum,V03AX,V03AX
THAMESOL,thamesol,B05BB03,B05BB03
THEDITRAX,theditrax,L04AA31,L04AA31
THERALUGAND,theralugand,V10X,V10X
THEROFLAN,theroflan,A10BX02,A10BX02
THIOGAMMA,thiogamma,A16AX01,A16AX01
THIOMED,thiomed,V03AB32,V03AB32
THIOTEPA MEDAC,thiotepa medac,L01AC01,L01AC01
THIOTEPA RIEMSER,thiotepa riemser,L01AC01,L01AC01
THLASPI BURSA PASTORIS DYNAMIS,thlaspi bursa pastoris dynamis,V03AX,V03AX
THUJA,thuja,V03AX,V03AX
THUJA HOMEO SAPIENS COMP,thuja homeo sapiens comp,V03AX,V03AX
THUYA LOBII,thuya lobii,V03AX,V03AX
THUYA OCCIDENTALIS,thuya occidentalis,V03AX,V03AX
THUYAPLUS (SYNERGIPLUS N.109),thuyaplus (synergiplus n.109),V03AX,V03AX
THYMOGLOBULINE,thymoglobuline,L04AA04,L04AA04
THYROGEN,thyrogen,V04CJ01,V04CJ01
THYROIDINUM,thyroidinum,V03AX,V03AX
THYROIDINUM DYNAMIS,thyroidinum dynamis,V03AX,V03AX
TIBLELAN,tiblelan,N02AA03,N02AA03
TIBOCINA,tibocina,G03CX01,G03CX01
TIBOLONE ARISTO,tibolone aristo,G03CX01,G03CX01
TIBSOVO,tibsovo,L01XM02,L01XM02
TICAGRELOR ABDI,ticagrelor abdi,B01AC24,B01AC24
TICAGRELOR ACCORD,ticagrelor accord,B01AC24,B01AC24
TICAGRELOR AUROBINDO,ticagrelor aurobindo,B01AC24,B01AC24
TICAGRELOR DOC,ticagrelor doc,B01AC24,B01AC24
TICAGRELOR DR. REDDY'S,ticagrelor dr. reddy's,B01AC24,B01AC24
TICAGRELOR EG,ticagrelor eg,B01AC24|M04AA03,
TICAGRELOR INTAS,ticagrelor intas,B01AC24,B01AC24
TICAGRELOR KRKA,ticagrelor krka,B01AC24,B01AC24
TICAGRELOR MEDICAL VALLEY,ticagrelor medical valley,B01AC24,B01AC24
TICAGRELOR MENARINI,ticagrelor menarini,B01AC24,B01AC24
TICAGRELOR MYLAN,ticagrelor mylan,B01AC24,B01AC24
TICAGRELOR OLPHA,ticagrelor olpha,B01AC24,B01AC24
TICAGRELOR PENSA,ticagrelor pensa,B01AC24,B01AC24
TICAGRELOR SANDOZ,ticagrelor sandoz,B01AC24,B01AC24
TICAGRELOR SUN,ticagrelor sun,B01AC24,B01AC24
TICAGRELOR TECNIGEN,ticagrelor tecnigen,B01AC24,B01AC24
TICAGRELOR TEVA,ticagrelor teva,B01AC24,B01AC24
TICAGRELOR VIVANTA,ticagrelor vivanta,B01AC24,B01AC24
TICAGRELOR ZENTIVA,ticagrelor zentiva,B01AC24,B01AC24
TICALMA,ticalma,N05CM09,N05CM09
TICHE,tiche,H03AA01,H03AA01
TICLOPIDINA ALTER,ticlopidina alter,B01AC05,B01AC05
TICLOPIDINA AUROBINDO,ticlopidina aurobindo,B01AC05,B01AC05
TICLOPIDINA DOC GENERICI,ticlopidina doc generici,B01AC05,B01AC05
TICLOPIDINA DOROM,ticlopidina dorom,B01AC05,B01AC05
TICLOPIDINA EG,ticlopidina eg,B01AC05,B01AC05
TICLOPIDINA MYLAN GENERICS,ticlopidina mylan generics,B01AC05,B01AC05
TICLOPIDINA PENSA,ticlopidina pensa,B01AC05,B01AC05
TICOVAC,ticovac,J07BA01,J07BA01
TIDOCOMB,tidocomb,S01ED51,S01ED51
TIENOR,tienor,N05BA21,N05BA21
TIFACTOR,tifactor,H03AA01,H03AA01
TIGECICLINA ACCORD,tigeciclina accord,J01AA12,J01AA12
TIGECICLINA AMAROX,tigeciclina amarox,J01AA12,J01AA12
TIGECICLINA CIPLA,tigeciclina cipla,J01AA12,J01AA12
TIGECICLINA HIKMA,tigeciclina hikma,J01AA12,J01AA12
TIGECICLINA MYLAN PHARMA,tigeciclina mylan pharma,J01AA12,J01AA12
TIGECICLINA NORIDEM,tigeciclina noridem,J01AA12,J01AA12
TIGECICLINA PIRAMAL,tigeciclina piramal,J01AA12,J01AA12
TIGECICLINA TEVA,tigeciclina teva,J01AA12,J01AA12
TIKATA,tikata,B01AC24,B01AC24
TIKLID,tiklid,B01AC05,B01AC05
TILCA,tilca,V03AX,V03AX
TILDIEM,tildiem,C08DB01,C08DB01
TILEXIM,tilexim,J01DC02,J01DC02
TILIA EUROPAEA DYNAMIS,tilia europaea dynamis,V03AX,V03AX
TIMBRIX,timbrix,S01ED51,S01ED51
TIMO,timo,V03AX,V03AX
TIMOD,timod,S01ED01,S01ED01
TIMOGEL,timogel,S01ED01,S01ED01
TIMOLABAK,timolabak,S01ED01,S01ED01
TIMOLOLO OMNIVISION,timololo omnivision,S01ED01,S01ED01
TIMOPTOL,timoptol,S01ED01,S01ED01
TINSET,tinset,R06AE06|D04AA,
TIOCALMINA,tiocalmina,R05FB02,R05FB02
TIOCOLCHICOSIDE DOC GENERICI,tiocolchicoside doc generici,M03BX05,M03BX05
TIOCOLCHICOSIDE EG,tiocolchicoside eg,M03BX05,M03BX05
TIOCOLCHICOSIDE MYLAN GENERICS,tiocolchicoside mylan generics,M03BX05,M03BX05
TIOCONAZOLO EG,tioconazolo eg,D01AC07,D01AC07
TIOCONAZOLO IPSO PHARMA,tioconazolo ipso pharma,D01AC07,D01AC07
TIOCONAZOLO PHARMEG,tioconazolo pharmeg,D01AC07,D01AC07
TIOGUANINA ASPEN,tioguanina aspen,L01BB03,L01BB03
TIOREDOX,tioredox,V03AB32,V03AB32
TIORFAN,tiorfan,A07XA04,A07XA04
TIORFANOR,tiorfanor,A07XA04,A07XA04
TIORFIX,tiorfix,A07XA04,A07XA04
TIOSIDE,tioside,M03BX05|M02AX10,
TIOTEPA FRESENIUS KABI,tiotepa fresenius kabi,L01AC01,L01AC01
TIOTEPA HIKMA,tiotepa hikma,L01AC01,L01AC01
TIOTEPA SEACROSS,tiotepa seacross,L01AC01,L01AC01
TIOTEPA VIVANTA,tiotepa vivanta,L01AC01,L01AC01
TIOTROPIO DOC,tiotropio doc,R03BB04,R03BB04
TIOTROPIO EG,tiotropio eg,R03BB04,R03BB04
TIOTROPIO GLENMARK,tiotropio glenmark,R03BB04,R03BB04
TIOTROPIO TEVA ITALIA,tiotropio teva italia,R03BB04,R03BB04
TIOTROPIO ZENTIVA,tiotropio zentiva,R03BB04,R03BB04
TIROCULAR,tirocular,S01XA08,S01XA08
TIROFIBAN AUROBINDO,tirofiban aurobindo,B01AC17,B01AC17
TIROFIBAN IBISQUS,tirofiban ibisqus,B01AC17,B01AC17
TIROSINT,tirosint,H03AA01,H03AA01
TISANA KELEMATA,tisana kelemata,A06AB06,A06AB06
TISSEEL,tisseel,B02BC30,B02BC30
TITENUR,titenur,G04BD08,G04BD08
TIVDAK,tivdak,L01FX23,L01FX23
TIVICAY,tivicay,J05AJ03,J05AJ03
TIXTAR,tixtar,A07AA11,A07AA11
TIXTELLER,tixteller,A07AA11,A07AA11
TIZAGELAN,tizagelan,M03BX02,M03BX02
TIZANIDINA DOC,tizanidina doc,M03BX02,M03BX02
TOBI PODHALER,tobi podhaler,J01GB01,J01GB01
TOBRADEX,tobradex,S01CA01|S02CA06,
TOBRAL,tobral,S01AA12,S01AA12
TOBRAMICINA DOC GENERICI,tobramicina doc generici,S01AA12,S01AA12
TOBRAMICINA E DESAMETASONE DOC GENERICI,tobramicina e desametasone doc generici,S01CA01,S01CA01
TOBRAMICINA E DESAMETASONE EG,tobramicina e desametasone eg,S01CA01,S01CA01
TOBRAMICINA EG,tobramicina eg,S01AA12,S01AA12
TOBRAMICINA OMNIVISION,tobramicina omnivision,S01AA12,S01AA12
TOBRAMICINA SUN,tobramicina sun,J01GB01,J01GB01
TOBRASTILL,tobrastill,S01AA12,S01AA12
TOBRINEB,tobrineb,J01GB01,J01GB01
TOCALFA,tocalfa,A11JA,A11JA
TOCTINO,toctino,D11AH04,D11AH04
TOFIDENCE,tofidence,L04AC07,L04AC07
TOLEP,tolep,N03AF02,N03AF02
TOLERAK,tolerak,L01BC02,L01BC02
TOLIMAN,toliman,N07CA02,N07CA02
TOLTERODINA DOC,tolterodina doc,G04BD07,G04BD07
TOLTERODINA DOC GENERICI,tolterodina doc generici,G04BD07,G04BD07
TOLUCOMBI,tolucombi,C09DA07,C09DA07
TOLURA,tolura,C09CA07,C09CA07
TOLVAPTAN ACCORD,tolvaptan accord,C03XA01,C03XA01
TOLVAPTAN TEVA,tolvaptan teva,C03XA01,C03XA01
TOLVAPTAN TEVA ITALIA,tolvaptan teva italia,C03XA01,C03XA01
TOMAINO,tomaino,A11CC05,A11CC05
TOMUDEX,tomudex,L01BA03,L01BA03
TONACAL D3,tonacal d3,A12AX,A12AX
TONOCIAN,tonocian,B03BA01,B03BA01
TONOGEN VITAMINICO,tonogen vitaminico,A11EA,A11EA
TONSINO,tonsino,A01AD02,A01AD02
TOOKAD,tookad,L01XD07,L01XD07
TOPAMAX,topamax,N03AX11,N03AX11
TOPIRAMATO AUROBINDO,topiramato aurobindo,N03AX11,N03AX11
TOPIRAMATO DOC GENERICI,topiramato doc generici,N03AX11,N03AX11
TOPIRAMATO EG,topiramato eg,N03AX11,N03AX11
TOPIRAMATO MYLAN GENERICS,topiramato mylan generics,N03AX11,N03AX11
TOPIRAMATO SANDOZ,topiramato sandoz,N03AX11,N03AX11
TOPOTECAN AHCL,topotecan ahcl,L01CE01,L01CE01
TOPOTECAN HOSPIRA,topotecan hospira,L01CE01,L01CE01
TOPSTER,topster,A07EA07,A07EA07
TOPSYN,topsyn,D07AC08,D07AC08
TORA-DOL,tora-dol,M01AB15,M01AB15
TORADIUR,toradiur,C03CA04,C03CA04
TORASEMIDE HEXAL,torasemide hexal,C03CA04,C03CA04
TORASEMIDE MYLAN GENERICS,torasemide mylan generics,C03CA04,C03CA04
TORASEMIDE TEVA ITALIA,torasemide teva italia,C03CA04,C03CA04
TORASEMIDE ZENTIVA,torasemide zentiva,C03CA04,C03CA04
TORASTIN,torastin,C10AA05,C10AA05
TOREZ,torez,C10BA05,C10BA05
TORISEL,torisel,L01EG01,L01EG01
TORMENTILLA DYNAMIS,tormentilla dynamis,V03AX,V03AX
TORMENTILLA-HEEL,tormentilla-heel,V03AX,V03AX
TORVACOL,torvacol,C10AA05,C10AA05
TORVAST,torvast,C10AA05,C10AA05
TOSTREX,tostrex,G03BA03,G03BA03
TOTALIP,totalip,C10AA05,C10AA05
TOTTIZIM,tottizim,J01DD02,J01DD02
TOTYLEM,totylem,B03AE02,B03AE02
TOUJEO,toujeo,A10AE04,A10AE04
TOVANIRA,tovanira,C10AA05,C10AA05
TOVANOR BREEZHALER,tovanor breezhaler,R03BB06,R03BB06
TOVASTIBE,tovastibe,C10BA05,C10BA05
TOVIAZ,toviaz,G04BD11,G04BD11
TPH,tph,B05BA01,B05BA01
TRABECTEDINA ACCORD,trabectedina accord,L01CX01,L01CX01
TRABECTEDINA EG,trabectedina eg,L01CX01,L01CX01
TRABECTEDINA EVER PHARMA,trabectedina ever pharma,L01CX01,L01CX01
TRABECTEDINA SUN,trabectedina sun,L01CX01,L01CX01
TRABECTEDINA TEVA,trabectedina teva,L01CX01,L01CX01
TRACLEER,tracleer,C02KX01,C02KX01
TRACTAMED,tractamed,N05CM,N05CM
TRACTANA,tractana,N05CM,N05CM
TRACTIVA,tractiva,N05AX12,N05AX12
TRACTOCILE,tractocile,G02CX01,G02CX01
TRACYELT,tracyelt,B05XA31,B05XA31
TRADOGUT,tradogut,N02AX02,N02AX02
TRADONAL,tradonal,N02AX02,N02AX02
TRAFLASH,traflash,N02AX02,N02AX02
TRAGLASIN,traglasin,S01EE04,S01EE04
TRAJENTA,trajenta,A10BH05,A10BH05
TRALEUSIN,traleusin,B01AB09,B01AB09
TRALODIE,tralodie,N02AX02,N02AX02
TRAMADOLO ABC,tramadolo abc,N02AX02,N02AX02
TRAMADOLO E PARACETAMOLO ARISTO,tramadolo e paracetamolo aristo,N02AJ13,N02AJ13
TRAMADOLO E PARACETAMOLO AUROBINDO,tramadolo e paracetamolo aurobindo,N02AJ13,N02AJ13
TRAMADOLO E PARACETAMOLO EG,tramadolo e paracetamolo eg,N02AJ13,N02AJ13
TRAMADOLO E PARACETAMOLO KRKA,tramadolo e paracetamolo krka,N02AJ13,N02AJ13
TRAMADOLO EG,tramadolo eg,N02AX02,N02AX02
TRAMADOLO HCL SANDOZ,tramadolo hcl sandoz,N02AX02,N02AX02
TRAMADOLO HEXAL,tramadolo hexal,N02AX02,N02AX02
TRAMADOLO S.A.L.F.,tramadolo s.a.l.f.,N02AX02,N02AX02
TRAMALIN,tramalin,N02AX02,N02AX02
TRANDATE,trandate,C07AG01,C07AG01
TRANDOLAPRIL MYLAN GENERICS,trandolapril mylan generics,C09AA10,C09AA10
TRANEX,tranex,B02AA02,B02AA02
TRANQUIRIT,tranquirit,N05BA01,N05BA01
TRANS-VER-SAL,trans-ver-sal,D11AF,D11AF
TRANSACT LAT,transact lat,M02AA19,M02AA19
TRANSENE,transene,N05BA05,N05BA05
TRANSISOFT,transisoft,A06AD15,A06AD15
TRANSMETIL,transmetil,A05BA,A05BA
TRANSTEC,transtec,N02AE01,N02AE01
TRAOTIM,traotim,S01ED51,S01ED51
TRAULEN,traulen,M01AB05|M02AA15,
TRAUSAN,trausan,N06BX06,N06BX06
TRAVATAN,travatan,S01EE04,S01EE04
TRAVELGUM,travelgum,R06AA02,R06AA02
TRAVIOP,traviop,S01EE04,S01EE04
TRAVOCORT,travocort,D01AC20,D01AC20
TRAVOFIX,travofix,S01ED51,S01ED51
TRAVOGEN,travogen,D01AC05|G01AF07,
TRAVOPROST DOC GENERICI,travoprost doc generici,S01EE04,S01EE04
TRAVOPROST E TIMOLOLO EG,travoprost e timololo eg,S01ED51,S01ED51
TRAVOPROST E TIMOLOLO MYLAN,travoprost e timololo mylan,S01ED51,S01ED51
TRAVOPROST E TIMOLOLO ZENTIVA,travoprost e timololo zentiva,S01ED51,S01ED51
TRAVOPROST EG,travoprost eg,S01EE04,S01EE04
TRAVOPROST MYLAN,travoprost mylan,S01EE04,S01EE04
TRAVOPROST SANDOZ,travoprost sandoz,S01EE04,S01EE04
TRAVOPROST TEVA,travoprost teva,S01EE04,S01EE04
TRAVOPROST ZENTIVA,travoprost zentiva,S01EE04,S01EE04
TRAVOSEPT,travosept,D07BC04,D07BC04
TRAZER,trazer,J02AC02,J02AC02
TRAZIMERA,trazimera,L01FD01,L01FD01
TRAZODONE EG,trazodone eg,N06AX05,N06AX05
TRAZYL,trazyl,S01FB03,S01FB03
TRECONDI,trecondi,L01AB02,L01AB02
TRECOR,trecor,C10AX06,C10AX06
TREDIMIN,tredimin,A11CC05,A11CC05
TREFOSTIL,trefostil,D11AX01,D11AX01
TRELEGY ELLIPTA,trelegy ellipta,R03AL08,R03AL08
TREMFYA,tremfya,L04AC16,L04AC16
TRENTAL,trental,C04AD03,C04AD03
TREOJECT,treoject,H01CB02,H01CB02
TREPARIN,treparin,B01AB11,B01AB11
TREPOLIT,trepolit,R03BA02,R03BA02
TREPROSTINIL DR. REDDY'S,treprostinil dr. reddy's,B01AC21,B01AC21
TREPROSTINIL TILLOMED,treprostinil tillomed,B01AC21,B01AC21
TREPULMIX,trepulmix,B01AC21,B01AC21
TRESIBA,tresiba,A10AE06,A10AE06
TRESUVI,tresuvi,B01AC21,B01AC21
TRETINOINA SAME,tretinoina same,D10AD01,D10AD01
TREVICTA,trevicta,N05AX13,N05AX13
TREVID,trevid,A11CC05,A11CC05
TREXOTHER,trexother,L04AX03,L04AX03
TRIACORT,triacort,H02AB08,H02AB08
TRIAMLO,triamlo,C09BB07,C09BB07
TRIAPIN,triapin,C09BB05,C09BB05
TRIASPORIN,triasporin,J02AC02,J02AC02
TRIATEC,triatec,C09AA05,C09AA05
TRIATEC HCT,triatec hct,C09BA05,C09BA05
TRIAXIS,triaxis,J07AJ52,J07AJ52
TRIAXIS POLIO,triaxis polio,J07CA02,J07CA02
TRIAZOLAM DOC GENERICI,triazolam doc generici,N05CD05,N05CD05
TRIAZOLAM EG,triazolam eg,N05CD05,N05CD05
TRIAZOLAM MYLAN GENERICS,triazolam mylan generics,N05CD05,N05CD05
TRIAZOLAM PENSA,triazolam pensa,N05CD05,N05CD05
TRIAZOLAM RATIOPHARM ITALIA,triazolam ratiopharm italia,N05CD05,N05CD05
TRIAZOLAM ZENTIVA,triazolam zentiva,N05CD05,N05CD05
TRIBACCINE,tribaccine,J07AJ52,J07AJ52
TRIBOK,tribok,C10AX06,C10AX06
TRICORTIN,tricortin,N06BX,N06BX
TRIENTINA TILLOMED,trientina tillomed,A16AX12,A16AX12
TRIENTINA WAYMADE,trientina waymade,A16AX12,A16AX12
TRIGON,trigon,S01CA01|S02CA06,
TRILAFON,trilafon,N05AB03,N05AB03
TRILLIUM PENDULUM,trillium pendulum,V03AX,V03AX
TRILLIUM PENDULUM DYNAMIS,trillium pendulum dynamis,V03AX,V03AX
TRILOND,trilond,C10BX19,C10BX19
TRIMBOW,trimbow,R03AL09,R03AL09
TRIMETON,trimeton,R06AB04,R06AB04
TRIMIKOS,trimikos,J02AC01,J02AC01
TRIMINULET,triminulet,G03AB06,G03AB06
TRIMMER,trimmer,M05BA07,M05BA07
TRIMONASE,trimonase,P01AB02,P01AB02
TRINIPLAS,triniplas,C01DA02,C01DA02
TRINITRINA,trinitrina,C01DA02,C01DA02
TRINOCARD,trinocard,C10BX18,C10BX18
TRIOLM,triolm,C09DX03,C09DX03
TRIOREG,trioreg,C10AX06,C10AX06
TRIOSSIDO DI ARSENICO ACCORD,triossido di arsenico accord,L01XX27,L01XX27
TRIOSSIDO DI ARSENICO MEDAC,triossido di arsenico medac,L01XX27,L01XX27
TRIPLIAM,tripliam,C09BX01,C09BX01
TRIPT-OH,tript-oh,N06AX01,N06AX01
TRIPTIZOL,triptizol,N06AA09,N06AA09
TRIRAMID,triramid,C09BX03,C09BX03
TRISCUDIL,triscudil,C10AX06,C10AX06
TRISENOX,trisenox,L01XX27,L01XX27
TRISSIL,trissil,J01MA12,J01MA12
TRITTICO,trittico,N06AX05,N06AX05
TRIUMEQ,triumeq,J05AR13,J05AR13
TRIVALS,trivals,C09DX01,C09DX01
TRIVERAM,triveram,C10BX11,C10BX11
TRIXEO AEROSPHERE,trixeo aerosphere,R03AL11,R03AL11
TRIZIBE,trizibe,C10AX09,C10AX09
TRIZIVIR,trizivir,J05AR04,J05AR04
TRODELVY,trodelvy,L01FX17,L01FX17
TROFODERMIN,trofodermin,D11AE,D11AE
TROFONEUSIXYL,trofoneusixyl,V03AX,V03AX
TROPIMIL,tropimil,S01FA06,S01FA06
TROSID,trosid,D01AC07,D01AC07
TROSYD,trosyd,D01AC07,D01AC07
TROSYD DERMATITE SEBORROICA E FORFORA,trosyd dermatite seborroica e forfora,D01AC08,D01AC08
TROSYD GINECOLOGICO,trosyd ginecologico,D01AC03|G01AF05,
TROZAMIL,trozamil,J01FA10,J01FA10
TROZOCINA,trozocina,J01FA10,J01FA10
TRULICITY,trulicity,A10BJ05,A10BJ05
TRUMENBA,trumenba,J07AH09,J07AH09
TRUQAP,truqap,L01EX27,L01EX27
TRUSOPT,trusopt,S01EC03,S01EC03
TRUVADA,truvada,J05AR03,J05AR03
TRUVINUT,truvinut,N01BB02,N01BB02
TRUXIMA,truxima,L01FA01,L01FA01
TRYDONIS,trydonis,R03AL09,R03AL09
TRYNGOLZA,tryngolza,C10AX,C10AX
TUCLOR,tuclor,J05AB01,J05AB01
TUDCABIL,tudcabil,A05AA,A05AA
TUKYSA,tukysa,L01EH03,L01EH03
TURCER,turcer,B01AC30,B01AC30
TUSCALMAN,tuscalman,R05FA02,R05FA02
TUSSELIM FLUIDIFICANTE TOSSE,tusselim fluidificante tosse,R05CB03,R05CB03
TUSSEVAL MUCOLITICO,tusseval mucolitico,R05CB02,R05CB02
TUSSEVAL SEDATIVO TOSSE,tusseval sedativo tosse,R05DB21,R05DB21
TUSSIBRON,tussibron,R05DB07,R05DB07
TUXIFLUD,tuxiflud,R05CB06,R05CB06
TUZNUE,tuznue,L01FD01,L01FD01
TUZULBY,tuzulby,N06BA04,N06BA04
TWICE,twice,N02AA01,N02AA01
TWINRIX,twinrix,J07BC20,J07BC20
TWYNSTA,twynsta,C09DB04,C09DB04
TYENNE,tyenne,L04AC07,L04AC07
TYGACIL,tygacil,J01AA12,J01AA12
TYOMOL,tyomol,N02BE51,N02BE51
TYPHIM VI,typhim vi,J07AP03,J07AP03
TYRUKO,tyruko,L04AG03,L04AG03
TYSABRI,tysabri,L04AG03,L04AG03
TYVERB,tyverb,L01EH01,L01EH01
UBIMAIOR,ubimaior,C01EB09,C01EB09
UCEDANE,ucedane,A16AA05,A16AA05
UGUROL,ugurol,B02AA02,B02AA02
ULCEZOL,ulcezol,A02BC01,A02BC01
ULIPRISTAL ARISTO,ulipristal aristo,G03AD02,G03AD02
ULLAX,ullax,J01MA02,J01MA02
ULTIBRO BREEZHALER,ultibro breezhaler,R03AL04,R03AL04
ULTIVA,ultiva,N01AH06,N01AH06
ULTOMIRIS,ultomiris,L04AJ02,L04AJ02
ULTRAPROCT,ultraproct,C05AA08,C05AA08
ULTRATECHNEKOW,ultratechnekow,V09FX01,V09FX01
ULTRAVIST,ultravist,V08AB05,V08AB05
ULUNAR BREEZHALER,ulunar breezhaler,R03AL04,R03AL04
UMAN ALBUMIN,uman albumin,B05AA01,B05AA01
UMAN BIG,uman big,J06BB04,J06BB04
UMAN COMPLEX,uman complex,B02BD,B02BD
UMAN SERUM,uman serum,B05AA02,B05AA02
UMOSTIL,umostil,S01EE04,S01EE04
UNASYN,unasyn,J01CR01|J01CR04,
UNICEXAL,unicexal,S02AA15,S02AA15
UNIDROX,unidrox,J01MA17,J01MA17
UNIFOL,unifol,N01AX10,N01AX10
UNIPITIRAM,unipitiram,N03AX14,N03AX14
UNIPRIL,unipril,C09AA05,C09AA05
UNIPRILDIUR,uniprildiur,C09BA05,C09BA05
UNIXIME,unixime,J01DD08,J01DD08
UNOPROST,unoprost,G04CA03,G04CA03
UNOXIR,unoxir,B01AF01,B01AF01
UPLIZNA,uplizna,L04AG10,L04AG10
UPSTAZA,upstaza,A16AB26,A16AB26
UPTRAVI,uptravi,B01AC27,B01AC27
URACTONE,uractone,C03DA01,C03DA01
URALYT U,uralyt u,G04BC,G04BC
URAPIDIL KALCEKS,urapidil kalceks,C02CA06,C02CA06
URAPIDIL STRAGEN,urapidil stragen,C02CA06,C02CA06
URASAP,urasap,C02CA06,C02CA06
URBASON,urbason,H02AB04,H02AB04
URBASON SOLUBILE,urbason solubile,H02AB04,H02AB04
URDES,urdes,A05AA02,A05AA02
URIQUID,uriquid,M04AA03,M04AA03
URISAX,urisax,G04CA04,G04CA04
URIVESC,urivesc,G04BD09,G04BD09
UROCHINASI EG,urochinasi eg,B01AD04,B01AD04
URODIE,urodie,G04CA03,G04CA03
UROFLUS,uroflus,G04CA03,G04CA03
UROFOS,urofos,J01XX01,J01XX01
UROKINASI PFIZER,urokinasi pfizer,B01AD04,B01AD04
UROMEN,uromen,G04CA02,G04CA02
UROMITEXAN,uromitexan,V03AF01,V03AF01
UROREC,urorec,G04CA04,G04CA04
URSAB,ursab,S01AE01,S01AE01
URSACOL,ursacol,A05AA02,A05AA02
URSAFLOG COMOD,ursaflog comod,S01BC08,S01BC08
URSILON,ursilon,A05AA02,A05AA02
URSOBIL,ursobil,A05AA02,A05AA02
URSOBIL HT,ursobil ht,A05AA02,A05AA02
URSOFLOR,ursoflor,A05AA02,A05AA02
URSOLISIN,ursolisin,A05AA02,A05AA02
URTICA DIOICA DYNAMIS,urtica dioica dynamis,V03AX,V03AX
URTICA URENS,urtica urens,V03AX,V03AX
URTICA URENS DYNAMIS,urtica urens dynamis,V03AX,V03AX
URTICAPLUS(SYNERGIPLUS N.121),urticaplus(synergiplus n.121),V03AX,V03AX
USGENA,usgena,L04AC05,L04AC05
USOLDEC,usoldec,S01BA01,S01BA01
USRENTY,usrenty,L04AC05,L04AC05
USTILAGO MAIDIS,ustilago maidis,V03AX,V03AX
USTIOSAN,ustiosan,D04AB,D04AB
USYMRO,usymro,L04AC05,L04AC05
UTROGESTAN,utrogestan,G03DA04,G03DA04
UVADEX,uvadex,D05BA02,D05BA02
UVESOL,uvesol,S01BA,S01BA
UZPRUVO,uzpruvo,L04AC05,L04AC05
VABOREM,vaborem,J01DH52,J01DH52
VABYSMO,vabysmo,S01LA09,S01LA09
VACPERTAGEN,vacpertagen,J07AJ02,J07AJ02
VADERIC,vaderic,G04BE09,G04BE09
VAFSEO,vafseo,B03XA08,B03XA08
VAGAN,vagan,G02BB01,G02BB01
VAGIFEM,vagifem,G03CA03,G03CA03
VAGILEN,vagilen,G01AF01|P01AB01,
VAGIRUX,vagirux,G03CA03,G03CA03
VAGISIL,vagisil,D04AB01,D04AB01
VAGISIL ANTIMICOTICO,vagisil antimicotico,G01AF02,G01AF02
VALACICLOVIR AUROBINDO,valaciclovir aurobindo,J05AB11,J05AB11
VALACICLOVIR EG,valaciclovir eg,J05AB11,J05AB11
VALACICLOVIR MYLAN GENERICS,valaciclovir mylan generics,J05AB11,J05AB11
VALACICLOVIR SANDOZ,valaciclovir sandoz,J05AB11,J05AB11
VALBACOMP,valbacomp,C09DA03,C09DA03
VALCYTE,valcyte,J05AB14,J05AB14
VALDORM,valdorm,N05CD01,N05CD01
VALDOXAN,valdoxan,N06AX22,N06AX22
VALEANS,valeans,N05BA12,N05BA12
VALECLOR,valeclor,J01DC04,J01DC04
VALERIANA DISPERT,valeriana dispert,N05CM09,N05CM09
VALERIANA HOMEOSYN COMPLEX,valeriana homeosyn complex,V03AX,V03AX
VALERIANA OFFICINALIS,valeriana officinalis,V03AX,V03AX
VALERIANA VEMEDIA,valeriana vemedia,N05CM09,N05CM09
VALEXIME,valexime,J01DD04,J01DD04
VALGANCICLOVIR ACCORD,valganciclovir accord,J05AB14,J05AB14
VALGANCICLOVIR AUROBINDO,valganciclovir aurobindo,J05AB14,J05AB14
VALGANCICLOVIR MYLAN,valganciclovir mylan,J05AB14,J05AB14
VALGANCICLOVIR SANDOZ,valganciclovir sandoz,J05AB14,J05AB14
VALGANCICLOVIR TEVA,valganciclovir teva,J05AB14,J05AB14
VALIDROC,validroc,C09DA03,C09DA03
VALIUM,valium,N05BA01,N05BA01
VALKOZIN,valkozin,A10BK01,A10BK01
VALONTAN,valontan,R06AA11,R06AA11
VALPINAX,valpinax,A03CB,A03CB
