rxcui,class_id,class_name,class_type,rela,rela_source
3008,D051437,Renal Insufficiency,DISEASE,ci_with,MEDRT
3008,N0000000135,Immunologic Adjuvants,MOA,ci_moa,MEDRT
3008,N0000008571,Decreased Cytokine Activity,PE,has_pe,MEDRT
3008,N0000008573,Decreased Cytokine Production,PE,has_pe,MEDRT
3008,N0000008998,Decreased T Lymphocyte Production,PE,has_pe,MEDRT
3008,N0000009915,Unknown Cellular or Molecular Interaction,MOA,has_moa,MEDRT
407990,D000069449,Cinacalcet,CHEM,has_ingredient,MEDRT
407990,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
407990,D006962,"Hyperparathyroidism, Secondary",DISEASE,may_treat,MEDRT
407990,D006996,Hypocalcemia,DISEASE,ci_with,MEDRT
407990,D010282,Parathyroid Neoplasms,DISEASE,may_treat,MEDRT
407990,D049950,"Hyperparathyroidism, Primary",DISEASE,may_treat,MEDRT
407990,N0000008777,Decreased PTH Secretion,PE,has_pe,MEDRT
407990,N0000020081,Increased Calcium-sensing Receptor Sensitivity,MOA,has_moa,MEDRT
407990,D000069449,Cinacalcet,CHEM,has_ingredient,MEDRT
407990,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
407990,D006962,"Hyperparathyroidism, Secondary",DISEASE,may_treat,MEDRT
407990,D006996,Hypocalcemia,DISEASE,ci_with,MEDRT
407990,D010282,Parathyroid Neoplasms,DISEASE,may_treat,MEDRT
407990,D049950,"Hyperparathyroidism, Primary",DISEASE,may_treat,MEDRT
407990,N0000008777,Decreased PTH Secretion,PE,has_pe,MEDRT
407990,N0000020081,Increased Calcium-sensing Receptor Sensitivity,MOA,has_moa,MEDRT
2556,D000069349,Linezolid,CHEM,ci_chemclass,MEDRT
2556,D000437,Alcoholism,DISEASE,may_treat,MEDRT
2556,D003704,Dementia,DISEASE,may_treat,MEDRT
2556,D003866,Depressive Disorder,DISEASE,may_treat,MEDRT
2556,D003929,Diabetic Neuropathies,DISEASE,may_treat,MEDRT
2556,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2556,D008751,Methylene Blue,CHEM,ci_chemclass,MEDRT
2556,D009771,Obsessive-Compulsive Disorder,DISEASE,may_treat,MEDRT
2556,D010868,Pimozide,CHEM,ci_chemclass,MEDRT
2556,D014029,Tobacco Use Disorder,DISEASE,may_treat,MEDRT
2556,D015283,Citalopram,CHEM,has_ingredient,MEDRT
2556,N0000000109,Serotonin Uptake Inhibitors,MOA,has_moa,MEDRT
2556,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2556,N0000009198,Increased Central Nervous System Serotonin Activity,PE,has_pe,MEDRT
2556,D000069349,Linezolid,CHEM,ci_chemclass,MEDRT
2556,D000437,Alcoholism,DISEASE,may_treat,MEDRT
2556,D003704,Dementia,DISEASE,may_treat,MEDRT
2556,D003866,Depressive Disorder,DISEASE,may_treat,MEDRT
2556,D003929,Diabetic Neuropathies,DISEASE,may_treat,MEDRT
2556,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2556,D008751,Methylene Blue,CHEM,ci_chemclass,MEDRT
2556,D009771,Obsessive-Compulsive Disorder,DISEASE,may_treat,MEDRT
2556,D010868,Pimozide,CHEM,ci_chemclass,MEDRT
2556,D014029,Tobacco Use Disorder,DISEASE,may_treat,MEDRT
2556,D015283,Citalopram,CHEM,has_ingredient,MEDRT
2556,N0000000109,Serotonin Uptake Inhibitors,MOA,has_moa,MEDRT
2556,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2556,N0000009198,Increased Central Nervous System Serotonin Activity,PE,has_pe,MEDRT
997602,D003566,Cytidine Diphosphate Choline,CHEM,has_ingredient,MEDRT
2598,D001569,Benzodiazepines,CHEM,ci_chemclass,MEDRT
2598,D001714,Bipolar Disorder,DISEASE,may_treat,MEDRT
2598,D002998,Clonazepam,CHEM,has_ingredient,MEDRT
2598,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2598,D004401,Dysarthria,DISEASE,may_treat,MEDRT
2598,D004831,"Epilepsies, Myoclonic",DISEASE,may_treat,MEDRT
2598,D004832,"Epilepsy, Absence",DISEASE,may_treat,MEDRT
2598,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
2598,D009437,Neuralgia,DISEASE,may_treat,MEDRT
2598,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2598,D012148,Restless Legs Syndrome,DISEASE,may_treat,MEDRT
2598,D012559,Schizophrenia,DISEASE,may_treat,MEDRT
2598,D012640,Seizures,DISEASE,may_treat,MEDRT
2598,D013981,Tic Disorders,DISEASE,may_treat,MEDRT
2598,D015812,"Glaucoma, Angle-Closure",DISEASE,ci_with,MEDRT
2598,D016584,Panic Disorder,DISEASE,may_treat,MEDRT
2598,D065768,Lennox Gastaut Syndrome,DISEASE,may_treat,MEDRT
2598,N0000000118,GABA A Modulators,MOA,has_moa,MEDRT
2598,N0000009325,Increased GABA Activity,PE,has_pe,MEDRT
32968,D000077144,Clopidogrel,CHEM,has_ingredient,MEDRT
32968,D001778,Blood Coagulation Disorders,DISEASE,ci_with,MEDRT
32968,D002544,Cerebral Infarction,DISEASE,may_prevent,MEDRT
32968,D003328,Coronary Thrombosis,DISEASE,may_prevent,MEDRT
32968,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
32968,D006470,Hemorrhage,DISEASE,ci_with,MEDRT
32968,D009203,Myocardial Infarction,DISEASE,may_prevent,MEDRT
32968,N0000008832,Decreased Platelet Aggregation,PE,has_pe,MEDRT
32968,N0000175892,Hemorrheologic Alteration,PE,ci_pe,MEDRT
32968,N0000182143,P2Y12 Receptor Antagonists,MOA,has_moa,MEDRT
32968,D000077144,Clopidogrel,CHEM,has_ingredient,MEDRT
32968,D001778,Blood Coagulation Disorders,DISEASE,ci_with,MEDRT
32968,D002544,Cerebral Infarction,DISEASE,may_prevent,MEDRT
32968,D003328,Coronary Thrombosis,DISEASE,may_prevent,MEDRT
32968,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
32968,D006470,Hemorrhage,DISEASE,ci_with,MEDRT
32968,D009203,Myocardial Infarction,DISEASE,may_prevent,MEDRT
32968,N0000008832,Decreased Platelet Aggregation,PE,has_pe,MEDRT
32968,N0000175892,Hemorrheologic Alteration,PE,ci_pe,MEDRT
32968,N0000182143,P2Y12 Receptor Antagonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D009020,Morphine,CHEM,has_active_metabolites,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,has_pk,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,site_of_metabolism,MEDRT
2670,N0000000042,Renal Excretion,PK,has_pk,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003061,Codeine,CHEM,has_ingredient,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D009020,Morphine,CHEM,has_active_metabolites,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,has_pk,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,site_of_metabolism,MEDRT
2670,N0000000042,Renal Excretion,PK,has_pk,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003061,Codeine,CHEM,has_ingredient,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D009020,Morphine,CHEM,has_active_metabolites,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,has_pk,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,site_of_metabolism,MEDRT
2670,N0000000042,Renal Excretion,PK,has_pk,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2670,D001249,Asthma,DISEASE,ci_with,MEDRT
2670,D003371,Cough,DISEASE,may_treat,MEDRT
2670,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2670,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2670,D009020,Morphine,CHEM,has_active_metabolites,MEDRT
2670,D010146,Pain,DISEASE,may_treat,MEDRT
2670,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2670,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,has_pk,MEDRT
2670,N0000000026,Hepatic Metabolism,PK,site_of_metabolism,MEDRT
2670,N0000000042,Renal Excretion,PK,has_pk,MEDRT
2670,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
2670,N0000008701,Decreased Medullary Respiratory Drive,PE,has_pe,MEDRT
2670,N0000008768,Decreased Organized Electrical Activity,PE,has_pe,MEDRT
2670,N0000175439,Analgesia,PE,has_pe,MEDRT
2670,N0000175684,Full Opioid Agonists,MOA,has_moa,MEDRT
2683,D000686,Amyloidosis,DISEASE,may_treat,MEDRT
2683,D003078,Colchicine,CHEM,has_ingredient,MEDRT
2683,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2683,D005767,Gastrointestinal Diseases,DISEASE,ci_with,MEDRT
2683,D006073,Gout,DISEASE,may_treat,MEDRT
2683,D006073,Gout,DISEASE,may_prevent,MEDRT
2683,D006402,Hematologic Diseases,DISEASE,ci_with,MEDRT
2683,D007674,Kidney Diseases,DISEASE,ci_with,MEDRT
2683,D008105,"Liver Cirrhosis, Biliary",DISEASE,may_treat,MEDRT
2683,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
2683,D010505,Familial Mediterranean Fever,DISEASE,may_treat,MEDRT
2683,D011247,Pregnancy,DISEASE,ci_with,MEDRT
2683,N0000008344,Cellular Growth Phase Arrest,PE,has_pe,MEDRT
2683,N0000008826,Decreased Phagocytosis,PE,has_pe,MEDRT
2683,N0000009915,Unknown Cellular or Molecular Interaction,MOA,has_moa,MEDRT
2683,N0000010256,Tubulin Interactions,MOA,has_moa,MEDRT
2683,N0000182141,Cytochrome P450 3A4 Inhibitors,MOA,ci_moa,MEDRT
2683,N0000185503,P-Glycoprotein Inhibitors,MOA,ci_moa,MEDRT
2447,D001651,"Cholestasis, Extrahepatic",DISEASE,ci_with,MEDRT
2447,D002792,Cholestyramine Resin,CHEM,has_ingredient,MEDRT
2447,D003324,Coronary Artery Disease,DISEASE,may_prevent,MEDRT
2447,D003324,Coronary Artery Disease,DISEASE,may_treat,MEDRT
2447,D003967,Diarrhea,DISEASE,may_treat,MEDRT
2447,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2447,D004761,"Enterocolitis, Pseudomembranous",DISEASE,may_treat,MEDRT
2447,D006937,Hypercholesterolemia,DISEASE,may_treat,MEDRT
2447,D006951,Hyperlipoproteinemias,DISEASE,may_treat,MEDRT
2447,D007415,Intestinal Obstruction,DISEASE,ci_with,MEDRT
2447,D015228,Hypertriglyceridemia,DISEASE,may_treat,MEDRT
2447,N0000008553,Decreased Cholesterol Absorption,PE,has_pe,MEDRT
2447,N0000175365,Bile-acid Binding Activity,MOA,has_moa,MEDRT
2878,D000309,Adrenal Insufficiency,DISEASE,may_treat,MEDRT
2878,D001172,"Arthritis, Rheumatoid",DISEASE,may_prevent,MEDRT
2878,D001249,Asthma,DISEASE,may_treat,MEDRT
2878,D001607,Berylliosis,DISEASE,may_treat,MEDRT
2878,D002062,Bursitis,DISEASE,may_treat,MEDRT
2878,D002833,Choroiditis,DISEASE,may_treat,MEDRT
2878,D003093,"Colitis, Ulcerative",DISEASE,may_treat,MEDRT
2878,D003095,Collagen Diseases,DISEASE,may_treat,MEDRT
2878,D003348,Cortisone,CHEM,has_ingredient,MEDRT
2878,D003873,"Dermatitis, Exfoliative",DISEASE,may_treat,MEDRT
2878,D003874,Dermatitis Herpetiformis,DISEASE,may_treat,MEDRT
2878,D003876,"Dermatitis, Atopic",DISEASE,may_treat,MEDRT
2878,D003882,Dermatomyositis,DISEASE,may_treat,MEDRT
2878,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2878,D004892,Erythema Multiforme,DISEASE,may_treat,MEDRT
2878,D006934,Hypercalcemia,DISEASE,may_treat,MEDRT
2878,D007239,Infections,DISEASE,ci_with,MEDRT
2878,D007500,Iritis,DISEASE,may_treat,MEDRT
2878,D007634,Keratitis,DISEASE,may_treat,MEDRT
2878,D007938,Leukemia,DISEASE,may_treat,MEDRT
2878,D008180,"Lupus Erythematosus, Systemic",DISEASE,may_treat,MEDRT
2878,D009181,Mycoses,DISEASE,ci_with,MEDRT
2878,D009182,Mycosis Fungoides,DISEASE,may_treat,MEDRT
2878,D009404,Nephrotic Syndrome,DISEASE,may_treat,MEDRT
2878,D010392,Pemphigus,DISEASE,may_treat,MEDRT
2878,D011565,Psoriasis,DISEASE,may_treat,MEDRT
2878,D012216,Rheumatic Diseases,DISEASE,may_treat,MEDRT
2878,D012507,Sarcoidosis,DISEASE,may_treat,MEDRT
2878,D012628,"Dermatitis, Seborrheic",DISEASE,may_treat,MEDRT
2878,D013167,"Spondylitis, Ankylosing",DISEASE,may_treat,MEDRT
2878,D013966,Thyroiditis,DISEASE,may_treat,MEDRT
2878,D014397,"Tuberculosis, Pulmonary",DISEASE,may_treat,MEDRT
2878,D015210,"Arthritis, Gouty",DISEASE,may_prevent,MEDRT
2878,D016553,"Purpura, Thrombocytopenic, Idiopathic",DISEASE,may_treat,MEDRT
2878,D065631,"Rhinitis, Allergic",DISEASE,may_treat,MEDRT
2878,N0000000134,Lipoxygenase Inhibitors,MOA,has_moa,MEDRT
2878,N0000000159,Glucocorticoid Receptor Agonists,MOA,has_moa,MEDRT
2878,N0000008327,Carbohydrate Metabolism Alteration,PE,has_pe,MEDRT
2878,N0000008645,Decreased Glucocorticoid Secretion,PE,has_pe,MEDRT
2878,N0000008681,Decreased Leukotriene Activity,PE,has_pe,MEDRT
2878,N0000008700,Decreased Lysosomal Function,PE,has_pe,MEDRT
2878,N0000008834,Decreased Prostaglandin Activity,PE,has_pe,MEDRT
2878,N0000008841,Decreased Protein Synthesis,PE,has_pe,MEDRT
2878,N0000009004,Decreased Thromboxane Activity,PE,has_pe,MEDRT
2878,N0000009739,Lipid Metabolism Alteration,PE,has_pe,MEDRT
2878,N0000009928,Decreased Cellular Migration,PE,has_pe,MEDRT
2878,D000309,Adrenal Insufficiency,DISEASE,may_treat,MEDRT
2878,D001172,"Arthritis, Rheumatoid",DISEASE,may_prevent,MEDRT
2878,D001249,Asthma,DISEASE,may_treat,MEDRT
2878,D001607,Berylliosis,DISEASE,may_treat,MEDRT
2878,D002062,Bursitis,DISEASE,may_treat,MEDRT
2878,D002833,Choroiditis,DISEASE,may_treat,MEDRT
2878,D003093,"Colitis, Ulcerative",DISEASE,may_treat,MEDRT
2878,D003095,Collagen Diseases,DISEASE,may_treat,MEDRT
2878,D003348,Cortisone,CHEM,has_ingredient,MEDRT
2878,D003873,"Dermatitis, Exfoliative",DISEASE,may_treat,MEDRT
2878,D003874,Dermatitis Herpetiformis,DISEASE,may_treat,MEDRT
2878,D003876,"Dermatitis, Atopic",DISEASE,may_treat,MEDRT
2878,D003882,Dermatomyositis,DISEASE,may_treat,MEDRT
2878,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
2878,D004892,Erythema Multiforme,DISEASE,may_treat,MEDRT
2878,D006934,Hypercalcemia,DISEASE,may_treat,MEDRT
2878,D007239,Infections,DISEASE,ci_with,MEDRT
2878,D007500,Iritis,DISEASE,may_treat,MEDRT
2878,D007634,Keratitis,DISEASE,may_treat,MEDRT
2878,D007938,Leukemia,DISEASE,may_treat,MEDRT
2878,D008180,"Lupus Erythematosus, Systemic",DISEASE,may_treat,MEDRT
2878,D009181,Mycoses,DISEASE,ci_with,MEDRT
2878,D009182,Mycosis Fungoides,DISEASE,may_treat,MEDRT
2878,D009404,Nephrotic Syndrome,DISEASE,may_treat,MEDRT
2878,D010392,Pemphigus,DISEASE,may_treat,MEDRT
2878,D011565,Psoriasis,DISEASE,may_treat,MEDRT
2878,D012216,Rheumatic Diseases,DISEASE,may_treat,MEDRT
2878,D012507,Sarcoidosis,DISEASE,may_treat,MEDRT
2878,D012628,"Dermatitis, Seborrheic",DISEASE,may_treat,MEDRT
2878,D013167,"Spondylitis, Ankylosing",DISEASE,may_treat,MEDRT
2878,D013966,Thyroiditis,DISEASE,may_treat,MEDRT
2878,D014397,"Tuberculosis, Pulmonary",DISEASE,may_treat,MEDRT
2878,D015210,"Arthritis, Gouty",DISEASE,may_prevent,MEDRT
2878,D016553,"Purpura, Thrombocytopenic, Idiopathic",DISEASE,may_treat,MEDRT
2878,D065631,"Rhinitis, Allergic",DISEASE,may_treat,MEDRT
2878,N0000000134,Lipoxygenase Inhibitors,MOA,has_moa,MEDRT
2878,N0000000159,Glucocorticoid Receptor Agonists,MOA,has_moa,MEDRT
2878,N0000008327,Carbohydrate Metabolism Alteration,PE,has_pe,MEDRT
2878,N0000008645,Decreased Glucocorticoid Secretion,PE,has_pe,MEDRT
2878,N0000008681,Decreased Leukotriene Activity,PE,has_pe,MEDRT
2878,N0000008700,Decreased Lysosomal Function,PE,has_pe,MEDRT
2878,N0000008834,Decreased Prostaglandin Activity,PE,has_pe,MEDRT
2878,N0000008841,Decreased Protein Synthesis,PE,has_pe,MEDRT
2878,N0000009004,Decreased Thromboxane Activity,PE,has_pe,MEDRT
2878,N0000009739,Lipid Metabolism Alteration,PE,has_pe,MEDRT
2878,N0000009928,Decreased Cellular Migration,PE,has_pe,MEDRT
1546356,D000069604,Dabigatran,CHEM,has_ingredient,MEDRT
1488564,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
1488564,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1488564,D051437,Renal Insufficiency,DISEASE,ci_with,MEDRT
1488564,N0000009556,Increased Renal Organic Ion Excretion,PE,has_pe,MEDRT
1488564,N0000009830,Renal Ion Transport Alteration,PE,has_pe,MEDRT
1488564,N0000187058,Sodium-Glucose Transporter 2 Inhibitors,MOA,has_moa,MEDRT
1488564,D001559,Benzhydryl Compounds,CHEM,has_ingredient,MEDRT
1488564,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
1488564,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1488564,D005960,Glucosides,CHEM,has_ingredient,MEDRT
1488564,D051437,Renal Insufficiency,DISEASE,ci_with,MEDRT
1488564,N0000009556,Increased Renal Organic Ion Excretion,PE,has_pe,MEDRT
1488564,N0000009830,Renal Ion Transport Alteration,PE,has_pe,MEDRT
1488564,N0000187058,Sodium-Glucose Transporter 2 Inhibitors,MOA,has_moa,MEDRT
22299,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
22299,D016470,Bacteremia,DISEASE,may_treat,MEDRT
22299,D017192,"Skin Diseases, Bacterial",DISEASE,may_treat,MEDRT
22299,D017576,Daptomycin,CHEM,has_ingredient,MEDRT
22299,N0000008347,Cellular Synthetic Activity Alteration,PE,has_pe,MEDRT
22299,N0000008476,Decreased Cell Membrane Integrity,PE,has_pe,MEDRT
22396,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
22396,D007249,Inflammation,DISEASE,may_treat,MEDRT
22396,D011282,Pregnenediones,CHEM,has_ingredient,MEDRT
22396,D020388,"Muscular Dystrophy, Duchenne",DISEASE,may_treat,MEDRT
22396,N0000000159,Glucocorticoid Receptor Agonists,MOA,has_moa,MEDRT
22396,N0000175550,Decreased Immunologic Activity,PE,has_pe,MEDRT
475230,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
475230,D009842,Oligopeptides,CHEM,has_ingredient,MEDRT
475230,D011247,Pregnancy,DISEASE,ci_with,MEDRT
475230,D011471,Prostatic Neoplasms,DISEASE,may_treat,MEDRT
475230,N0000008638,Decreased GnRH Secretion,PE,has_pe,MEDRT
475230,N0000009002,Decreased Testosterone Secretion,PE,has_pe,MEDRT
475230,N0000175084,Gonadotropin Releasing Hormone Receptor Antagonists,MOA,has_moa,MEDRT
475230,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
475230,D009842,Oligopeptides,CHEM,has_ingredient,MEDRT
475230,D011247,Pregnancy,DISEASE,ci_with,MEDRT
475230,D011471,Prostatic Neoplasms,DISEASE,may_treat,MEDRT
475230,N0000008638,Decreased GnRH Secretion,PE,has_pe,MEDRT
475230,N0000009002,Decreased Testosterone Secretion,PE,has_pe,MEDRT
475230,N0000175084,Gonadotropin Releasing Hormone Receptor Antagonists,MOA,has_moa,MEDRT
993449,D006996,Hypocalcemia,DISEASE,ci_with,MEDRT
993449,D011247,Pregnancy,DISEASE,ci_with,MEDRT
993449,D015663,"Osteoporosis, Postmenopausal",DISEASE,may_treat,MEDRT
993449,D058866,Osteoporotic Fractures,DISEASE,may_treat,MEDRT
993449,N0000008313,Bone Resorption Inhibition,PE,has_pe,MEDRT
993449,N0000187054,RANK Ligand Blocking Activity,MOA,has_moa,MEDRT
993449,D006996,Hypocalcemia,DISEASE,ci_with,MEDRT
993449,D011247,Pregnancy,DISEASE,ci_with,MEDRT
993449,D015663,"Osteoporosis, Postmenopausal",DISEASE,may_treat,MEDRT
993449,D058866,Osteoporotic Fractures,DISEASE,may_prevent,MEDRT
993449,N0000008313,Bone Resorption Inhibition,PE,has_pe,MEDRT
993449,N0000187054,RANK Ligand Blocking Activity,MOA,has_moa,MEDRT
993449,D006996,Hypocalcemia,DISEASE,ci_with,MEDRT
993449,D011247,Pregnancy,DISEASE,ci_with,MEDRT
993449,D015663,"Osteoporosis, Postmenopausal",DISEASE,may_treat,MEDRT
993449,D058866,Osteoporotic Fractures,DISEASE,may_prevent,MEDRT
