rxcui,class_id,class_name,class_type,rela,rela_source
1670007,N0000009533,Increased Protein Synthesis,PE,has_pe,MEDRT
139825,D000069057,Insulin Detemir,CHEM,has_ingredient,MEDRT
400008,D003922,"Diabetes Mellitus, Type 1",DISEASE,may_treat,MEDRT
400008,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
400008,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
400008,D006943,Hyperglycemia,DISEASE,may_treat,MEDRT
400008,D007003,Hypoglycemia,DISEASE,ci_with,MEDRT
400008,D007328,Insulin,CHEM,has_ingredient,MEDRT
400008,N0000000225,Insulin Receptor Agonists,MOA,has_moa,MEDRT
400008,N0000008651,Decreased Glycogenolysis,PE,has_pe,MEDRT
400008,N0000008688,Decreased Lipolysis,PE,has_pe,MEDRT
400008,N0000009341,Increased Glucose Transport into Cells,PE,has_pe,MEDRT
400008,N0000009344,Increased Glycogenesis,PE,has_pe,MEDRT
400008,N0000009379,Increased Lipogenesis,PE,has_pe,MEDRT
400008,N0000009533,Increased Protein Synthesis,PE,has_pe,MEDRT
86009,D003922,"Diabetes Mellitus, Type 1",DISEASE,may_treat,MEDRT
86009,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
86009,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
86009,D006943,Hyperglycemia,DISEASE,may_treat,MEDRT
86009,D007003,Hypoglycemia,DISEASE,ci_with,MEDRT
86009,N0000000225,Insulin Receptor Agonists,MOA,has_moa,MEDRT
86009,N0000008651,Decreased Glycogenolysis,PE,has_pe,MEDRT
86009,N0000008688,Decreased Lipolysis,PE,has_pe,MEDRT
86009,N0000009341,Increased Glucose Transport into Cells,PE,has_pe,MEDRT
86009,N0000009344,Increased Glycogenesis,PE,has_pe,MEDRT
86009,N0000009379,Increased Lipogenesis,PE,has_pe,MEDRT
86009,N0000009533,Increased Protein Synthesis,PE,has_pe,MEDRT
86009,D003922,"Diabetes Mellitus, Type 1",DISEASE,may_treat,MEDRT
86009,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
86009,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
86009,D006943,Hyperglycemia,DISEASE,may_treat,MEDRT
86009,D007003,Hypoglycemia,DISEASE,ci_with,MEDRT
86009,D061268,Insulin Lispro,CHEM,has_ingredient,MEDRT
86009,N0000000225,Insulin Receptor Agonists,MOA,has_moa,MEDRT
86009,N0000008651,Decreased Glycogenolysis,PE,has_pe,MEDRT
86009,N0000008688,Decreased Lipolysis,PE,has_pe,MEDRT
86009,N0000009341,Increased Glucose Transport into Cells,PE,has_pe,MEDRT
86009,N0000009344,Increased Glycogenesis,PE,has_pe,MEDRT
86009,N0000009379,Increased Lipogenesis,PE,has_pe,MEDRT
86009,N0000009533,Increased Protein Synthesis,PE,has_pe,MEDRT
83818,D000077405,Irbesartan,CHEM,has_ingredient,MEDRT
83818,D003928,Diabetic Nephropathies,DISEASE,may_treat,MEDRT
83818,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
83818,D006929,Hyperaldosteronism,DISEASE,ci_with,MEDRT
83818,D006973,Hypertension,DISEASE,may_treat,MEDRT
83818,D007022,Hypotension,DISEASE,ci_with,MEDRT
83818,D011247,Pregnancy,DISEASE,ci_with,MEDRT
83818,D012078,Renal Artery Obstruction,DISEASE,ci_with,MEDRT
83818,D018487,"Ventricular Dysfunction, Left",DISEASE,may_treat,MEDRT
83818,N0000000070,Angiotensin 2 Receptor Antagonists,MOA,has_moa,MEDRT
83818,N0000008669,Decreased Intravascular Volume,PE,has_pe,MEDRT
83818,N0000008731,Decreased Mineralocorticoid Secretion,PE,has_pe,MEDRT
83818,N0000008859,Decreased Renal K+ Excretion,PE,has_pe,MEDRT
83818,N0000009553,Increased Renal Na+ Excretion,PE,has_pe,MEDRT
83818,N0000009826,Renal Arterial Vasodilation,PE,has_pe,MEDRT
83818,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
1649480,D006327,Heart Block,DISEASE,ci_with,MEDRT
1649480,D006333,Heart Failure,DISEASE,may_treat,MEDRT
1649480,D006333,Heart Failure,DISEASE,ci_with,MEDRT
1649480,D007022,Hypotension,DISEASE,ci_with,MEDRT
1649480,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
1649480,N0000009756,Negative Chronotropy,PE,has_pe,MEDRT
1649480,N0000182141,Cytochrome P450 3A4 Inhibitors,MOA,ci_moa,MEDRT
1649480,N0000191546,Hyperpolarization-activated Cyclic Nucleotide-gated Channel Antagonists,MOA,has_moa,MEDRT
1649480,D000077550,Ivabradine,CHEM,has_ingredient,MEDRT
1649480,D006327,Heart Block,DISEASE,ci_with,MEDRT
1649480,D006333,Heart Failure,DISEASE,may_treat,MEDRT
1649480,D006333,Heart Failure,DISEASE,ci_with,MEDRT
1649480,D007022,Hypotension,DISEASE,ci_with,MEDRT
1649480,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
1649480,N0000009756,Negative Chronotropy,PE,has_pe,MEDRT
1649480,N0000182141,Cytochrome P450 3A4 Inhibitors,MOA,ci_moa,MEDRT
1649480,N0000191546,Hyperpolarization-activated Cyclic Nucleotide-gated Channel Antagonists,MOA,has_moa,MEDRT
68244,D000163,Acquired Immunodeficiency Syndrome,DISEASE,may_treat,MEDRT
68244,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
68244,D019259,Lamivudine,CHEM,has_ingredient,MEDRT
68244,N0000008869,Decreased Reverse Transcription to DNA,PE,has_pe,MEDRT
68244,N0000009357,Increased Immunologically Active Molecule Activity,PE,has_pe,MEDRT
68244,N0000009947,Nucleoside Reverse Transcriptase Inhibitors,MOA,has_moa,MEDRT
28439,D000077213,Lamotrigine,CHEM,has_ingredient,MEDRT
28439,D001714,Bipolar Disorder,DISEASE,may_treat,MEDRT
28439,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
28439,D004828,"Epilepsies, Partial",DISEASE,may_treat,MEDRT
28439,D012640,Seizures,DISEASE,may_treat,MEDRT
28439,D065768,Lennox Gastaut Syndrome,DISEASE,may_treat,MEDRT
28439,N0000000191,Dihydrofolate Reductase Inhibitors,MOA,has_moa,MEDRT
28439,N0000008486,Decreased Central Nervous System Disorganized Electrical Activity,PE,has_pe,MEDRT
28439,N0000008648,Decreased Glutamate Activity,PE,has_pe,MEDRT
28439,N0000181004,Sodium Channel Antagonists,MOA,has_moa,MEDRT
43611,D005902,"Glaucoma, Open-Angle",DISEASE,may_treat,MEDRT
43611,N0000000106,Prostaglandin Receptor Agonists,MOA,has_moa,MEDRT
43611,N0000009943,Decreased Intraocular Fluid Pressure,PE,has_pe,MEDRT
43611,D000077338,Latanoprost,CHEM,has_ingredient,MEDRT
43611,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
43611,D005902,"Glaucoma, Open-Angle",DISEASE,may_treat,MEDRT
43611,N0000000106,Prostaglandin Receptor Agonists,MOA,has_moa,MEDRT
43611,N0000009943,Decreased Intraocular Fluid Pressure,PE,has_pe,MEDRT
27169,D000077339,Leflunomide,CHEM,has_ingredient,MEDRT
27169,D001172,"Arthritis, Rheumatoid",DISEASE,may_treat,MEDRT
27169,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
27169,D011247,Pregnancy,DISEASE,ci_with,MEDRT
27169,D017093,Liver Failure,DISEASE,ci_with,MEDRT
27169,N0000000233,Nucleic Acid Synthesis Inhibitors,MOA,has_moa,MEDRT
27169,N0000009073,Immunologic Activity Alteration,PE,has_pe,MEDRT
114477,D000077287,Levetiracetam,CHEM,has_ingredient,MEDRT
114477,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
114477,D004828,"Epilepsies, Partial",DISEASE,may_treat,MEDRT
114477,D004830,"Epilepsy, Tonic-Clonic",DISEASE,may_treat,MEDRT
114477,D020190,"Myoclonic Epilepsy, Juvenile",DISEASE,may_treat,MEDRT
114477,N0000009915,Unknown Cellular or Molecular Interaction,MOA,has_moa,MEDRT
114477,N0000009925,Unknown Physiological Effect,PE,has_pe,MEDRT
356887,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
356887,D006255,"Rhinitis, Allergic, Seasonal",DISEASE,may_treat,MEDRT
356887,D012221,"Rhinitis, Allergic, Perennial",DISEASE,may_treat,MEDRT
356887,D014581,Urticaria,DISEASE,may_treat,MEDRT
356887,D017332,Cetirizine,CHEM,has_ingredient,MEDRT
356887,D051437,Renal Insufficiency,DISEASE,ci_with,MEDRT
356887,N0000000190,Histamine H1 Receptor Antagonists,MOA,has_moa,MEDRT
356887,N0000008657,Decreased Histamine Activity,PE,has_pe,MEDRT
356887,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
356887,D006255,"Rhinitis, Allergic, Seasonal",DISEASE,may_treat,MEDRT
356887,D012221,"Rhinitis, Allergic, Perennial",DISEASE,may_treat,MEDRT
356887,D014581,Urticaria,DISEASE,may_treat,MEDRT
356887,D017332,Cetirizine,CHEM,has_ingredient,MEDRT
356887,D051437,Renal Insufficiency,DISEASE,ci_with,MEDRT
356887,N0000000190,Histamine H1 Receptor Antagonists,MOA,has_moa,MEDRT
356887,N0000008657,Decreased Histamine Activity,PE,has_pe,MEDRT
6375,D010300,Parkinson Disease,DISEASE,may_treat,MEDRT
6375,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
6375,N0000000203,Dopamine Receptor Interactions,MOA,has_moa,MEDRT
6375,N0000009183,Increased Central Nervous System Dopamine Activity,PE,has_pe,MEDRT
6375,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
6375,D007980,Levodopa,CHEM,has_ingredient,MEDRT
6375,D008545,Melanoma,DISEASE,ci_with,MEDRT
6375,D010300,Parkinson Disease,DISEASE,may_treat,MEDRT
6375,D015812,"Glaucoma, Angle-Closure",DISEASE,ci_with,MEDRT
6375,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
6375,N0000000203,Dopamine Receptor Interactions,MOA,has_moa,MEDRT
6375,N0000009183,Increased Central Nervous System Dopamine Activity,PE,has_pe,MEDRT
619749,D001545,Benserazide,CHEM,has_ingredient,MEDRT
619749,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
619749,D007980,Levodopa,CHEM,has_ingredient,MEDRT
619749,D008545,Melanoma,DISEASE,ci_with,MEDRT
619749,D010300,Parkinson Disease,DISEASE,may_treat,MEDRT
619749,D015812,"Glaucoma, Angle-Closure",DISEASE,ci_with,MEDRT
619749,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
619749,N0000000203,Dopamine Receptor Interactions,MOA,has_moa,MEDRT
619749,N0000009183,Increased Central Nervous System Dopamine Activity,PE,has_pe,MEDRT
103990,D002230,Carbidopa,CHEM,has_ingredient,MEDRT
103990,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
103990,D008545,Melanoma,DISEASE,ci_with,MEDRT
103990,D010300,Parkinson Disease,DISEASE,may_treat,MEDRT
103990,D015812,"Glaucoma, Angle-Closure",DISEASE,ci_with,MEDRT
103990,N0000000133,Enzyme Inhibitors,MOA,has_moa,MEDRT
103990,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
103990,N0000000203,Dopamine Receptor Interactions,MOA,has_moa,MEDRT
103990,N0000009183,Increased Central Nervous System Dopamine Activity,PE,has_pe,MEDRT
103990,D010300,Parkinson Disease,DISEASE,may_treat,MEDRT
103990,N0000000133,Enzyme Inhibitors,MOA,has_moa,MEDRT
103990,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
103990,N0000000203,Dopamine Receptor Interactions,MOA,has_moa,MEDRT
103990,N0000009183,Increased Central Nervous System Dopamine Activity,PE,has_pe,MEDRT
103990,N0000175755,DOPA Decarboxylase Inhibitors,MOA,has_moa,MEDRT
103990,D010300,Parkinson Disease,DISEASE,may_treat,MEDRT
103990,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
103990,N0000000203,Dopamine Receptor Interactions,MOA,has_moa,MEDRT
103990,N0000009183,Increased Central Nervous System Dopamine Activity,PE,has_pe,MEDRT
103990,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
103990,D007980,Levodopa,CHEM,has_ingredient,MEDRT
103990,D008545,Melanoma,DISEASE,ci_with,MEDRT
103990,D010300,Parkinson Disease,DISEASE,may_treat,MEDRT
103990,D015812,"Glaucoma, Angle-Closure",DISEASE,ci_with,MEDRT
103990,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
103990,N0000000203,Dopamine Receptor Interactions,MOA,has_moa,MEDRT
103990,N0000009183,Increased Central Nervous System Dopamine Activity,PE,has_pe,MEDRT
1100699,D000069476,Linagliptin,CHEM,has_ingredient,MEDRT
1100699,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
1100699,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1100699,N0000008644,Decreased Glucagon Secretion,PE,has_pe,MEDRT
1100699,N0000009360,Increased Insulin Secretion,PE,has_pe,MEDRT
1100699,N0000175912,Dipeptidyl Peptidase 4 Inhibitors,MOA,has_moa,MEDRT
1100699,D000069476,Linagliptin,CHEM,has_ingredient,MEDRT
1100699,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
1100699,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1100699,N0000008644,Decreased Glucagon Secretion,PE,has_pe,MEDRT
1100699,N0000009360,Increased Insulin Secretion,PE,has_pe,MEDRT
1100699,N0000175912,Dipeptidyl Peptidase 4 Inhibitors,MOA,has_moa,MEDRT
475968,D000069450,Liraglutide,CHEM,has_ingredient,MEDRT
475968,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
475968,D011247,Pregnancy,DISEASE,ci_with,MEDRT
475968,D018813,Multiple Endocrine Neoplasia Type 2a,DISEASE,ci_with,MEDRT
475968,D018814,Multiple Endocrine Neoplasia Type 2b,DISEASE,ci_with,MEDRT
475968,N0000008640,Decreased Gastric Motility,PE,has_pe,MEDRT
29046,D000799,Angioedema,DISEASE,ci_with,MEDRT
29046,D003928,Diabetic Nephropathies,DISEASE,may_prevent,MEDRT
29046,D003928,Diabetic Nephropathies,DISEASE,may_treat,MEDRT
29046,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
29046,D006333,Heart Failure,DISEASE,may_treat,MEDRT
29046,D006929,Hyperaldosteronism,DISEASE,ci_with,MEDRT
29046,D006973,Hypertension,DISEASE,may_treat,MEDRT
29046,D007022,Hypotension,DISEASE,ci_with,MEDRT
29046,D009203,Myocardial Infarction,DISEASE,may_treat,MEDRT
29046,D011247,Pregnancy,DISEASE,ci_with,MEDRT
29046,D017379,"Hypertrophy, Left Ventricular",DISEASE,may_prevent,MEDRT
29046,D018487,"Ventricular Dysfunction, Left",DISEASE,may_treat,MEDRT
29046,D018487,"Ventricular Dysfunction, Left",DISEASE,may_prevent,MEDRT
29046,N0000000181,Angiotensin-converting Enzyme Inhibitors,MOA,has_moa,MEDRT
29046,N0000008423,Decreased Bradykinin Degradation,PE,has_pe,MEDRT
29046,N0000008669,Decreased Intravascular Volume,PE,has_pe,MEDRT
29046,N0000008731,Decreased Mineralocorticoid Secretion,PE,has_pe,MEDRT
29046,N0000008859,Decreased Renal K+ Excretion,PE,has_pe,MEDRT
29046,N0000009553,Increased Renal Na+ Excretion,PE,has_pe,MEDRT
29046,N0000009826,Renal Arterial Vasodilation,PE,has_pe,MEDRT
29046,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
29046,D000799,Angioedema,DISEASE,ci_with,MEDRT
29046,D003928,Diabetic Nephropathies,DISEASE,may_prevent,MEDRT
29046,D003928,Diabetic Nephropathies,DISEASE,may_treat,MEDRT
29046,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
29046,D006333,Heart Failure,DISEASE,may_treat,MEDRT
29046,D006929,Hyperaldosteronism,DISEASE,ci_with,MEDRT
29046,D006973,Hypertension,DISEASE,may_treat,MEDRT
29046,D007022,Hypotension,DISEASE,ci_with,MEDRT
29046,D009203,Myocardial Infarction,DISEASE,may_treat,MEDRT
29046,D011247,Pregnancy,DISEASE,ci_with,MEDRT
29046,D017379,"Hypertrophy, Left Ventricular",DISEASE,may_prevent,MEDRT
29046,D017706,Lisinopril,CHEM,has_ingredient,MEDRT
29046,D018487,"Ventricular Dysfunction, Left",DISEASE,may_prevent,MEDRT
29046,D018487,"Ventricular Dysfunction, Left",DISEASE,may_treat,MEDRT
29046,N0000000181,Angiotensin-converting Enzyme Inhibitors,MOA,has_moa,MEDRT
29046,N0000008423,Decreased Bradykinin Degradation,PE,has_pe,MEDRT
29046,N0000008669,Decreased Intravascular Volume,PE,has_pe,MEDRT
29046,N0000008731,Decreased Mineralocorticoid Secretion,PE,has_pe,MEDRT
29046,N0000008859,Decreased Renal K+ Excretion,PE,has_pe,MEDRT
29046,N0000009553,Increased Renal Na+ Excretion,PE,has_pe,MEDRT
29046,N0000009826,Renal Arterial Vasodilation,PE,has_pe,MEDRT
29046,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
6470,D001008,Anxiety Disorders,DISEASE,may_treat,MEDRT
6470,D002389,Catatonia,DISEASE,may_treat,MEDRT
6470,D003866,Depressive Disorder,DISEASE,may_treat,MEDRT
6470,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
6470,D004828,"Epilepsies, Partial",DISEASE,may_treat,MEDRT
6470,D007319,Sleep Initiation and Maintenance Disorders,DISEASE,may_treat,MEDRT
6470,D008140,Lorazepam,CHEM,has_ingredient,MEDRT
6470,D011247,Pregnancy,DISEASE,ci_with,MEDRT
6470,D011618,Psychotic Disorders,DISEASE,may_treat,MEDRT
6470,D012131,Respiratory Insufficiency,DISEASE,ci_with,MEDRT
6470,D012891,Sleep Apnea Syndromes,DISEASE,ci_with,MEDRT
6470,D013226,Status Epilepticus,DISEASE,may_treat,MEDRT
6470,D013375,Substance Withdrawal Syndrome,DISEASE,may_treat,MEDRT
6470,D014839,Vomiting,DISEASE,may_treat,MEDRT
6470,D015812,"Glaucoma, Angle-Closure",DISEASE,ci_with,MEDRT
6470,N0000000118,GABA A Modulators,MOA,has_moa,MEDRT
6470,N0000009188,Increased Central Nervous System GABA Activity,PE,has_pe,MEDRT
28894,D007319,Sleep Initiation and Maintenance Disorders,DISEASE,may_treat,MEDRT
28894,D008140,Lorazepam,CHEM,has_ingredient,MEDRT
28894,N0000000118,GABA A Modulators,MOA,has_moa,MEDRT
28894,N0000000196,GABA A Agonists,MOA,has_moa,MEDRT
28894,N0000009188,Increased Central Nervous System GABA Activity,PE,has_pe,MEDRT
28894,N0000175456,Chloride Channel Activators,MOA,has_moa,MEDRT
52175,D003928,Diabetic Nephropathies,DISEASE,may_treat,MEDRT
52175,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
52175,D006333,Heart Failure,DISEASE,may_treat,MEDRT
52175,D006929,Hyperaldosteronism,DISEASE,ci_with,MEDRT
52175,D006973,Hypertension,DISEASE,may_treat,MEDRT
52175,D007022,Hypotension,DISEASE,ci_with,MEDRT
52175,D011247,Pregnancy,DISEASE,ci_with,MEDRT
52175,D017379,"Hypertrophy, Left Ventricular",DISEASE,may_treat,MEDRT
52175,D018487,"Ventricular Dysfunction, Left",DISEASE,may_treat,MEDRT
52175,D019808,Losartan,CHEM,has_ingredient,MEDRT
52175,N0000000070,Angiotensin 2 Receptor Antagonists,MOA,has_moa,MEDRT
52175,N0000008669,Decreased Intravascular Volume,PE,has_pe,MEDRT
52175,N0000008731,Decreased Mineralocorticoid Secretion,PE,has_pe,MEDRT
52175,N0000008859,Decreased Renal K+ Excretion,PE,has_pe,MEDRT
52175,N0000009553,Increased Renal Na+ Excretion,PE,has_pe,MEDRT
52175,N0000009825,Renal Arterial Vasoconstriction,PE,ci_pe,MEDRT
52175,N0000009826,Renal Arterial Vasodilation,PE,has_pe,MEDRT
52175,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
52175,D003928,Diabetic Nephropathies,DISEASE,may_treat,MEDRT
52175,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
52175,D006333,Heart Failure,DISEASE,may_treat,MEDRT
52175,D006929,Hyperaldosteronism,DISEASE,ci_with,MEDRT
52175,D006973,Hypertension,DISEASE,may_treat,MEDRT
52175,D007022,Hypotension,DISEASE,ci_with,MEDRT
52175,D011247,Pregnancy,DISEASE,ci_with,MEDRT
52175,D017379,"Hypertrophy, Left Ventricular",DISEASE,may_treat,MEDRT
52175,D018487,"Ventricular Dysfunction, Left",DISEASE,may_treat,MEDRT
52175,D019808,Losartan,CHEM,has_ingredient,MEDRT
52175,N0000000070,Angiotensin 2 Receptor Antagonists,MOA,has_moa,MEDRT
52175,N0000008669,Decreased Intravascular Volume,PE,has_pe,MEDRT
52175,N0000008731,Decreased Mineralocorticoid Secretion,PE,has_pe,MEDRT
52175,N0000008859,Decreased Renal K+ Excretion,PE,has_pe,MEDRT
52175,N0000009553,Increased Renal Na+ Excretion,PE,has_pe,MEDRT
52175,N0000009825,Renal Arterial Vasoconstriction,PE,ci_pe,MEDRT
52175,N0000009826,Renal Arterial Vasodilation,PE,has_pe,MEDRT
52175,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
6472,D000069547,Cobicistat,CHEM,ci_chemclass,MEDRT
6472,D003324,Coronary Artery Disease,DISEASE,may_prevent,MEDRT
6472,D003324,Coronary Artery Disease,DISEASE,may_treat,MEDRT
6472,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
6472,D004917,Erythromycin,CHEM,ci_chemclass,MEDRT
6472,D006937,Hypercholesterolemia,DISEASE,may_treat,MEDRT
6472,D006951,Hyperlipoproteinemias,DISEASE,may_treat,MEDRT
6472,D007654,Ketoconazole,CHEM,ci_chemclass,MEDRT
6472,D007774,Lactation,DISEASE,ci_with,MEDRT
6472,D008148,Lovastatin,CHEM,has_ingredient,MEDRT
6472,D009842,Oligopeptides,CHEM,ci_chemclass,MEDRT
6472,D010879,Piperazines,CHEM,ci_chemclass,MEDRT
6472,D011247,Pregnancy,DISEASE,ci_with,MEDRT
6472,D011392,Proline,CHEM,ci_chemclass,MEDRT
6472,D014230,Triazoles,CHEM,ci_chemclass,MEDRT
6472,D015228,Hypertriglyceridemia,DISEASE,may_treat,MEDRT
6472,D017093,Liver Failure,DISEASE,ci_with,MEDRT
6472,D017291,Clarithromycin,CHEM,ci_chemclass,MEDRT
6472,D017964,Itraconazole,CHEM,ci_chemclass,MEDRT
6472,D048628,Ketolides,CHEM,ci_chemclass,MEDRT
6472,D065819,Voriconazole,CHEM,ci_chemclass,MEDRT
6472,N0000000121,Hydroxymethylglutaryl-CoA Reductase Inhibitors,MOA,has_moa,MEDRT
6472,N0000000246,HIV Protease Inhibitors,MOA,ci_moa,MEDRT
6472,N0000008555,Decreased Cholesterol Synthesis,PE,has_pe,MEDRT
6472,N0000182141,Cytochrome P450 3A4 Inhibitors,MOA,ci_moa,MEDRT
1442132,D006976,"Hypertension, Pulmonary",DISEASE,may_treat,MEDRT
1442132,D011247,Pregnancy,DISEASE,ci_with,MEDRT
1442132,D011743,Pyrimidines,CHEM,has_ingredient,MEDRT
1442132,D013449,Sulfonamides,CHEM,has_ingredient,MEDRT
1442132,N0000009816,Pulmonary Arterial Vasodilation,PE,has_pe,MEDRT
1442132,N0000175364,Endothelin Receptor Antagonists,MOA,has_moa,MEDRT
1442132,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
29151,D000536,Aluminum Hydroxide,CHEM,has_ingredient,MEDRT
29151,D003967,Diarrhea,DISEASE,induces,MEDRT
29151,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
29151,D004381,Duodenal Ulcer,DISEASE,may_treat,MEDRT
29151,D004415,Dyspepsia,DISEASE,may_treat,MEDRT
29151,D005764,Gastroesophageal Reflux,DISEASE,may_treat,MEDRT
29151,D006356,Heartburn,DISEASE,may_treat,MEDRT
29151,D006471,Gastrointestinal Hemorrhage,DISEASE,may_treat,MEDRT
29151,D006471,Gastrointestinal Hemorrhage,DISEASE,may_prevent,MEDRT
29151,D006551,"Hernia, Hiatal",DISEASE,may_treat,MEDRT
29151,D007676,"Kidney Failure, Chronic",DISEASE,may_treat,MEDRT
29151,D008276,Magnesium Hydroxide,CHEM,has_ingredient,MEDRT
29151,D013276,Stomach Ulcer,DISEASE,may_treat,MEDRT
29151,D051437,Renal Insufficiency,DISEASE,ci_with,MEDRT
29151,N0000000220,Electrolyte Activity,MOA,has_moa,MEDRT
29151,N0000000226,Acid-Base Activity,MOA,has_moa,MEDRT
29151,N0000009054,Gastric Acid Alteration,PE,has_pe,MEDRT
6711,D008550,Melatonin,CHEM,has_ingredient,MEDRT
6711,D016574,Seasonal Affective Disorder,DISEASE,may_treat,MEDRT
6711,D020179,Jet Lag Syndrome,DISEASE,may_treat,MEDRT
6711,D020179,Jet Lag Syndrome,DISEASE,may_prevent,MEDRT
6711,N0000000149,Hormone Receptor Agonists,MOA,has_moa,MEDRT
6711,N0000009397,Increased Melatonin Activity,PE,has_pe,MEDRT
6719,D000544,Alzheimer Disease,DISEASE,may_treat,MEDRT
6719,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
6719,D008559,Memantine,CHEM,has_ingredient,MEDRT
6719,N0000008494,Decreased Central Nervous System Glutamate Activity,PE,has_pe,MEDRT
6719,N0000020015,NMDA Receptor Antagonists,MOA,has_moa,MEDRT
6719,D000544,Alzheimer Disease,DISEASE,may_treat,MEDRT
6719,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
6719,D008559,Memantine,CHEM,has_ingredient,MEDRT
6719,N0000008494,Decreased Central Nervous System Glutamate Activity,PE,has_pe,MEDRT
6719,N0000020015,NMDA Receptor Antagonists,MOA,has_moa,MEDRT
1720597,D001249,Asthma,DISEASE,may_treat,MEDRT
1720597,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1720597,D061067,"Antibodies, Monoclonal, Humanized",CHEM,has_ingredient,MEDRT
1720597,N0000191871,Interleukin-5 Antagonists,MOA,has_moa,MEDRT
52582,D003093,"Colitis, Ulcerative",DISEASE,may_treat,MEDRT
52582,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
52582,D011349,Proctitis,DISEASE,may_treat,MEDRT
52582,D012810,Sigmoid Diseases,DISEASE,may_treat,MEDRT
52582,D019804,Mesalamine,CHEM,has_ingredient,MEDRT
52582,N0000000134,Lipoxygenase Inhibitors,MOA,has_moa,MEDRT
52582,N0000000160,Cyclooxygenase Inhibitors,MOA,has_moa,MEDRT
52582,N0000008681,Decreased Leukotriene Activity,PE,has_pe,MEDRT
52582,N0000008832,Decreased Platelet Aggregation,PE,has_pe,MEDRT
52582,N0000008836,Decreased Prostaglandin Production,PE,has_pe,MEDRT
52582,N0000009006,Decreased Thromboxane Production,PE,has_pe,MEDRT
6809,D000138,Acidosis,DISEASE,ci_with,MEDRT
6809,D003924,"Diabetes Mellitus, Type 2",DISEASE,may_treat,MEDRT
6809,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
6809,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
6809,D008687,Metformin,CHEM,has_ingredient,MEDRT
6809,D016883,Diabetic Ketoacidosis,DISEASE,ci_with,MEDRT
6809,D051437,Renal Insufficiency,DISEASE,ci_with,MEDRT
6809,N0000000042,Renal Excretion,PK,has_pk,MEDRT
6809,N0000000225,Insulin Receptor Agonists,MOA,has_moa,MEDRT
