ddinter_id_1,ddinter_id_2,source,severity,description
DDInter364,DDInter889,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Hydroflumethiazide.
DDInter364,DDInter893,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Hydroxychloroquine.
DDInter364,DDInter90,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Amprenavir.
DDInter364,DDInter900,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Ibuprofen.
DDInter364,DDInter906,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Ifosfamide.
DDInter364,DDInter907,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Iloperidone.
DDInter364,DDInter912,DDInter,Moderate,DDInter moderate interaction between Imipramine and Chlorpropamide.
DDInter364,DDInter915,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Indacaterol.
DDInter364,DDInter916,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Indapamide.
DDInter364,DDInter917,DDInter,Moderate,DDInter moderate interaction between Indinavir and Chlorpropamide.
DDInter364,DDInter921,DDInter,Moderate,DDInter moderate interaction between Indomethacin and Chlorpropamide.
DDInter364,DDInter928,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Insulin aspart (aspart protamine).
DDInter364,DDInter929,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Insulin aspart (aspart).
DDInter364,DDInter931,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Insulin detemir.
DDInter364,DDInter932,DDInter,Moderate,DDInter moderate interaction between Insulin glargine and Chlorpropamide.
DDInter364,DDInter933,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Insulin glulisine.
DDInter364,DDInter934,DDInter,Moderate,DDInter moderate interaction between Insulin human and Chlorpropamide.
DDInter364,DDInter935,DDInter,Moderate,"DDInter moderate interaction between Insulin human (inhalation, rapid acting) and Chlorpropamide."
DDInter364,DDInter936,DDInter,Moderate,DDInter moderate interaction between Insulin human (isophane) and Chlorpropamide.
DDInter364,DDInter937,DDInter,Moderate,DDInter moderate interaction between Insulin human (regular) and Chlorpropamide.
DDInter364,DDInter938,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc extended) and Chlorpropamide.
DDInter364,DDInter939,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc) and Chlorpropamide.
DDInter364,DDInter940,DDInter,Moderate,DDInter moderate interaction between Insulin lispro and Chlorpropamide.
DDInter364,DDInter941,DDInter,Moderate,DDInter moderate interaction between Insulin lispro (protamine) and Chlorpropamide.
DDInter364,DDInter98,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Anisindione.
DDInter364,DDInter981,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Isocarboxazid.
DDInter364,DDInter986,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Isoniazid.
DDInter364,DDInter987,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Isoprenaline.
DDInter364,DDInter995,DDInter,Minor,DDInter minor interaction between Chlorpropamide and Itraconazole.
DDInter364,DDInter997,DDInter,Moderate,DDInter moderate interaction between Chlorpropamide and Ivacaftor.
DDInter365,DDInter367,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Chlorthalidone.
DDInter365,DDInter38,DDInter,Moderate,DDInter moderate interaction between Aldesleukin and Chlorthalidone.
DDInter365,DDInter385,DDInter,Major,DDInter major interaction between Chlorthalidone and Cisapride.
DDInter365,DDInter397,DDInter,Minor,DDInter minor interaction between Chlorthalidone and Clidinium.
DDInter365,DDInter413,DDInter,Unknown,DDInter unknown interaction between Chlorthalidone and Clopidogrel.
DDInter365,DDInter429,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Codeine.
DDInter365,DDInter445,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Corticotropin.
DDInter365,DDInter45,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Alimemazine.
DDInter365,DDInter456,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Cyclophosphamide.
DDInter365,DDInter458,DDInter,Moderate,DDInter moderate interaction between Cyclosporine and Chlorthalidone.
DDInter365,DDInter474,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Dapagliflozin.
DDInter365,DDInter492,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Deflazacort.
DDInter365,DDInter498,DDInter,Minor,DDInter minor interaction between Chlorthalidone and Demeclocycline.
DDInter365,DDInter51,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Alogliptin.
DDInter365,DDInter513,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Dexamethasone.
DDInter365,DDInter519,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Dexlansoprazole.
DDInter365,DDInter533,DDInter,Moderate,DDInter moderate interaction between Diatrizoate and Chlorthalidone.
DDInter365,DDInter535,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Diazoxide.
DDInter365,DDInter537,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Diclofenac.
DDInter365,DDInter542,DDInter,Minor,DDInter minor interaction between Dicoumarol and Chlorthalidone.
DDInter365,DDInter543,DDInter,Minor,DDInter minor interaction between Chlorthalidone and Dicyclomine.
DDInter365,DDInter558,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Dihydrotachysterol.
DDInter365,DDInter581,DDInter,Major,DDInter major interaction between Chlorthalidone and Dolasetron.
DDInter365,DDInter593,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Doxepin.
DDInter365,DDInter594,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Doxepin (topical).
DDInter365,DDInter595,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Doxercalciferol.
DDInter365,DDInter598,DDInter,Minor,DDInter minor interaction between Doxycycline and Chlorthalidone.
DDInter365,DDInter601,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Dronabinol.
DDInter365,DDInter607,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Dulaglutide.
DDInter365,DDInter636,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Empagliflozin.
DDInter365,DDInter65,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Amifostine.
DDInter365,DDInter657,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Epoprostenol.
DDInter365,DDInter662,DDInter,Moderate,DDInter moderate interaction between Ergocalciferol and Chlorthalidone.
DDInter365,DDInter669,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Ertugliflozin.
DDInter365,DDInter676,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Esomeprazole.
DDInter365,DDInter690,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Ethanol.
DDInter365,DDInter706,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Exenatide.
DDInter365,DDInter712,DDInter,Unknown,DDInter unknown interaction between Chlorthalidone and Famotidine.
DDInter365,DDInter72,DDInter,Major,DDInter major interaction between Chlorthalidone and Aminolevulinic acid.
DDInter365,DDInter73,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Aminolevulinic acid (topical).
DDInter365,DDInter732,DDInter,Unknown,DDInter unknown interaction between Chlorthalidone and Fexofenadine.
DDInter365,DDInter736,DDInter,Unknown,DDInter unknown interaction between Chlorthalidone and Finasteride.
DDInter365,DDInter743,DDInter,Unknown,DDInter unknown interaction between Fluconazole and Chlorthalidone.
DDInter365,DDInter747,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Fludrocortisone.
DDInter365,DDInter757,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Fluorouracil.
DDInter365,DDInter763,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Flurbiprofen.
DDInter365,DDInter766,DDInter,Unknown,DDInter unknown interaction between Chlorthalidone and Fluticasone.
DDInter365,DDInter771,DDInter,Unknown,DDInter unknown interaction between Folic acid and Chlorthalidone.
DDInter365,DDInter776,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Formoterol.
DDInter365,DDInter825,DDInter,Moderate,DDInter moderate interaction between Glimepiride and Chlorthalidone.
DDInter365,DDInter826,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Glipizide.
DDInter365,DDInter831,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Glyburide.
DDInter365,DDInter832,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Glycerin.
DDInter365,DDInter834,DDInter,Minor,DDInter minor interaction between Chlorthalidone and Glycopyrronium.
DDInter365,DDInter85,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Amphotericin B.
DDInter365,DDInter856,DDInter,Unknown,DDInter unknown interaction between Chlorthalidone and Heparin.
DDInter365,DDInter86,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Amphotericin B (cholesteryl sulfate).
DDInter365,DDInter87,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Amphotericin B (lipid complex).
DDInter365,DDInter88,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Amphotericin B (liposomal).
DDInter365,DDInter884,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Hydrocodone.
DDInter365,DDInter885,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Hydrocortisone.
DDInter365,DDInter896,DDInter,Minor,DDInter minor interaction between Chlorthalidone and Hyoscyamine.
DDInter365,DDInter900,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Ibuprofen.
DDInter365,DDInter908,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Iloprost.
DDInter365,DDInter909,DDInter,Unknown,DDInter unknown interaction between Chlorthalidone and Imatinib.
DDInter365,DDInter915,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Indacaterol.
DDInter365,DDInter928,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Insulin aspart (aspart protamine).
DDInter365,DDInter929,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Insulin aspart (aspart).
DDInter365,DDInter930,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Insulin degludec.
DDInter365,DDInter931,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Insulin detemir.
DDInter365,DDInter932,DDInter,Moderate,DDInter moderate interaction between Insulin glargine and Chlorthalidone.
DDInter365,DDInter933,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Insulin glulisine.
DDInter365,DDInter934,DDInter,Moderate,DDInter moderate interaction between Insulin human and Chlorthalidone.
DDInter365,DDInter935,DDInter,Moderate,"DDInter moderate interaction between Insulin human (inhalation, rapid acting) and Chlorthalidone."
DDInter365,DDInter936,DDInter,Moderate,DDInter moderate interaction between Insulin human (isophane) and Chlorthalidone.
DDInter365,DDInter937,DDInter,Moderate,DDInter moderate interaction between Insulin human (regular) and Chlorthalidone.
DDInter365,DDInter938,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc extended) and Chlorthalidone.
DDInter365,DDInter939,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc) and Chlorthalidone.
DDInter365,DDInter940,DDInter,Moderate,DDInter moderate interaction between Insulin lispro and Chlorthalidone.
DDInter365,DDInter941,DDInter,Moderate,DDInter moderate interaction between Insulin lispro (protamine) and Chlorthalidone.
DDInter365,DDInter957,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Iodipamide.
DDInter365,DDInter958,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Iodixanol.
DDInter365,DDInter960,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Iohexol.
DDInter365,DDInter961,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Iopamidol.
DDInter365,DDInter964,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Iopromide.
DDInter365,DDInter965,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Iothalamic acid.
DDInter365,DDInter966,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Ioversol.
DDInter365,DDInter967,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Ioxilan.
DDInter365,DDInter973,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Irinotecan.
DDInter365,DDInter974,DDInter,Moderate,DDInter moderate interaction between Chlorthalidone and Irinotecan (liposomal).
DDInter366,DDInter38,DDInter,Moderate,DDInter moderate interaction between Aldesleukin and Chlorzoxazone.
DDInter366,DDInter395,DDInter,Moderate,DDInter moderate interaction between Clemastine and Chlorzoxazone.
DDInter366,DDInter405,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Clofarabine.
DDInter366,DDInter407,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Clofedanol.
DDInter366,DDInter413,DDInter,Unknown,DDInter unknown interaction between Chlorzoxazone and Clopidogrel.
DDInter366,DDInter429,DDInter,Major,DDInter major interaction between Codeine and Chlorzoxazone.
DDInter366,DDInter45,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Alimemazine.
DDInter366,DDInter453,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Cyclizine.
DDInter366,DDInter459,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Cyproheptadine.
DDInter366,DDInter517,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Dexbrompheniramine.
DDInter366,DDInter527,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Dextromethorphan.
DDInter366,DDInter569,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Diphenhydramine.
DDInter366,DDInter576,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Disulfiram.
DDInter366,DDInter593,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Doxepin.
DDInter366,DDInter594,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Doxepin (topical).
DDInter366,DDInter598,DDInter,Unknown,DDInter unknown interaction between Doxycycline and Chlorzoxazone.
DDInter366,DDInter600,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Doxylamine.
DDInter366,DDInter601,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Dronabinol.
DDInter366,DDInter690,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Ethanol.
DDInter366,DDInter771,DDInter,Unknown,DDInter unknown interaction between Folic acid and Chlorzoxazone.
DDInter366,DDInter884,DDInter,Major,DDInter major interaction between Chlorzoxazone and Hydrocodone.
DDInter366,DDInter900,DDInter,Unknown,DDInter unknown interaction between Chlorzoxazone and Ibuprofen.
DDInter366,DDInter905,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Idelalisib.
DDInter366,DDInter906,DDInter,Moderate,DDInter moderate interaction between Chlorzoxazone and Ifosfamide.
DDInter366,DDInter947,DDInter,Moderate,DDInter moderate interaction between Interferon beta-1a and Chlorzoxazone.
DDInter366,DDInter948,DDInter,Moderate,DDInter moderate interaction between Interferon beta-1b and Chlorzoxazone.
DDInter367,DDInter368,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Cholestyramine.
DDInter367,DDInter380,DDInter,Minor,DDInter minor interaction between Cholecalciferol and Cimetidine.
DDInter367,DDInter432,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Colesevelam.
DDInter367,DDInter433,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Colestipol.
DDInter367,DDInter553,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Digitoxin.
DDInter367,DDInter554,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Digoxin.
DDInter367,DDInter558,DDInter,Major,DDInter major interaction between Cholecalciferol and Dihydrotachysterol.
DDInter367,DDInter595,DDInter,Major,DDInter major interaction between Cholecalciferol and Doxercalciferol.
DDInter367,DDInter661,DDInter,Major,DDInter major interaction between Cholecalciferol and Erdafitinib.
DDInter367,DDInter662,DDInter,Major,DDInter major interaction between Ergocalciferol and Cholecalciferol.
DDInter367,DDInter715,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Felbamate.
DDInter367,DDInter783,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Fosphenytoin.
DDInter367,DDInter81,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Amobarbital.
DDInter367,DDInter883,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Hydrochlorothiazide.
DDInter367,DDInter889,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Hydroflumethiazide.
DDInter367,DDInter916,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Indapamide.
DDInter367,DDInter978,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Iron sucrose.
DDInter367,DDInter986,DDInter,Moderate,DDInter moderate interaction between Cholecalciferol and Isoniazid.
DDInter368,DDInter369,DDInter,Moderate,DDInter moderate interaction between Cholestyramine and Cholic Acid.
DDInter368,DDInter488,DDInter,Moderate,DDInter moderate interaction between Cholestyramine and Deferasirox.
DDInter368,DDInter492,DDInter,Moderate,DDInter moderate interaction between Cholestyramine and Deflazacort.
DDInter368,DDInter513,DDInter,Moderate,DDInter moderate interaction between Dexamethasone and Cholestyramine.
DDInter368,DDInter537,DDInter,Minor,DDInter minor interaction between Diclofenac and Cholestyramine.
DDInter368,DDInter542,DDInter,Moderate,DDInter moderate interaction between Dicoumarol and Cholestyramine.
DDInter368,DDInter548,DDInter,Moderate,DDInter moderate interaction between Diethylstilbestrol and Cholestyramine.
DDInter368,DDInter558,DDInter,Moderate,DDInter moderate interaction between Dihydrotachysterol and Cholestyramine.
DDInter368,DDInter593,DDInter,Minor,DDInter minor interaction between Doxepin and Cholestyramine.
DDInter368,DDInter595,DDInter,Moderate,DDInter moderate interaction between Cholestyramine and Doxercalciferol.
DDInter368,DDInter662,DDInter,Moderate,DDInter moderate interaction between Ergocalciferol and Cholestyramine.
DDInter368,DDInter692,DDInter,Moderate,DDInter moderate interaction between Ethinylestradiol and Cholestyramine.
DDInter368,DDInter747,DDInter,Moderate,DDInter moderate interaction between Fludrocortisone and Cholestyramine.
DDInter368,DDInter771,DDInter,Moderate,DDInter moderate interaction between Folic acid and Cholestyramine.
DDInter368,DDInter825,DDInter,Moderate,DDInter moderate interaction between Glimepiride and Cholestyramine.
DDInter368,DDInter826,DDInter,Moderate,DDInter moderate interaction between Glipizide and Cholestyramine.
DDInter368,DDInter831,DDInter,Moderate,DDInter moderate interaction between Glyburide and Cholestyramine.
DDInter368,DDInter885,DDInter,Moderate,DDInter moderate interaction between Hydrocortisone and Cholestyramine.
DDInter368,DDInter962,DDInter,Minor,DDInter minor interaction between Cholestyramine and Iopanoic acid.
DDInter368,DDInter963,DDInter,Minor,DDInter minor interaction between Cholestyramine and Iopodic acid.
DDInter369,DDInter432,DDInter,Moderate,DDInter moderate interaction between Colesevelam and Cholic Acid.
DDInter369,DDInter433,DDInter,Moderate,DDInter moderate interaction between Colestipol and Cholic Acid.
DDInter369,DDInter458,DDInter,Moderate,DDInter moderate interaction between Cyclosporine and Cholic Acid.
DDInter369,DDInter58,DDInter,Moderate,DDInter moderate interaction between Cholic Acid and Aluminum hydroxide.
DDInter37,DDInter474,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Dapagliflozin.
DDInter37,DDInter51,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Alogliptin.
DDInter37,DDInter607,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Dulaglutide.
DDInter37,DDInter636,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Empagliflozin.
DDInter37,DDInter669,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Ertugliflozin.
DDInter37,DDInter706,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Exenatide.
DDInter37,DDInter825,DDInter,Minor,DDInter minor interaction between Glimepiride and Alclometasone (topical).
DDInter37,DDInter826,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Glipizide.
DDInter37,DDInter831,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Glyburide.
DDInter37,DDInter928,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Insulin aspart (aspart protamine).
DDInter37,DDInter929,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Insulin aspart (aspart).
DDInter37,DDInter930,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Insulin degludec.
DDInter37,DDInter931,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Insulin detemir.
DDInter37,DDInter932,DDInter,Minor,DDInter minor interaction between Insulin glargine and Alclometasone (topical).
DDInter37,DDInter933,DDInter,Minor,DDInter minor interaction between Alclometasone (topical) and Insulin glulisine.
DDInter37,DDInter934,DDInter,Minor,DDInter minor interaction between Insulin human and Alclometasone (topical).
DDInter37,DDInter935,DDInter,Minor,"DDInter minor interaction between Insulin human (inhalation, rapid acting) and Alclometasone (topical)."
DDInter37,DDInter936,DDInter,Minor,DDInter minor interaction between Insulin human (isophane) and Alclometasone (topical).
DDInter37,DDInter937,DDInter,Minor,DDInter minor interaction between Insulin human (regular) and Alclometasone (topical).
DDInter37,DDInter938,DDInter,Minor,DDInter minor interaction between Insulin human (zinc extended) and Alclometasone (topical).
DDInter37,DDInter939,DDInter,Minor,DDInter minor interaction between Insulin human (zinc) and Alclometasone (topical).
DDInter37,DDInter940,DDInter,Minor,DDInter minor interaction between Insulin lispro and Alclometasone (topical).
DDInter37,DDInter941,DDInter,Minor,DDInter minor interaction between Insulin lispro (protamine) and Alclometasone (topical).
DDInter370,DDInter413,DDInter,Moderate,DDInter moderate interaction between Clopidogrel and Choline salicylate.
DDInter370,DDInter458,DDInter,Moderate,DDInter moderate interaction between Cyclosporine and Choline salicylate.
DDInter370,DDInter470,DDInter,Moderate,DDInter moderate interaction between Dalteparin and Choline salicylate.
DDInter370,DDInter471,DDInter,Moderate,DDInter moderate interaction between Danaparoid and Choline salicylate.
DDInter370,DDInter488,DDInter,Major,DDInter major interaction between Deferasirox and Choline salicylate.
DDInter370,DDInter492,DDInter,Moderate,DDInter moderate interaction between Deflazacort and Choline salicylate.
DDInter370,DDInter505,DDInter,Moderate,DDInter moderate interaction between Desirudin and Choline salicylate.
DDInter370,DDInter513,DDInter,Moderate,DDInter moderate interaction between Dexamethasone and Choline salicylate.
DDInter370,DDInter518,DDInter,Moderate,DDInter moderate interaction between Dexfenfluramine and Choline salicylate.
DDInter370,DDInter519,DDInter,Minor,DDInter minor interaction between Dexlansoprazole and Choline salicylate.
DDInter370,DDInter542,DDInter,Moderate,DDInter moderate interaction between Dicoumarol and Choline salicylate.
DDInter370,DDInter56,DDInter,Moderate,DDInter moderate interaction between Alteplase and Choline salicylate.
DDInter370,DDInter58,DDInter,Moderate,DDInter moderate interaction between Aluminum hydroxide and Choline salicylate.
DDInter370,DDInter6,DDInter,Moderate,DDInter moderate interaction between Abciximab and Choline salicylate.
DDInter370,DDInter605,DDInter,Moderate,DDInter moderate interaction between Drotrecogin alfa and Choline salicylate.
DDInter370,DDInter621,DDInter,Moderate,DDInter moderate interaction between Edoxaban and Choline salicylate.
DDInter370,DDInter645,DDInter,Moderate,DDInter moderate interaction between Enoxaparin and Choline salicylate.
DDInter370,DDInter657,DDInter,Moderate,DDInter moderate interaction between Epoprostenol and Choline salicylate.
DDInter370,DDInter659,DDInter,Moderate,DDInter moderate interaction between Eptifibatide and Choline salicylate.
DDInter370,DDInter66,DDInter,Moderate,DDInter moderate interaction between Amikacin and Choline salicylate.
DDInter370,DDInter67,DDInter,Moderate,DDInter moderate interaction between Amikacin (liposome) and Choline salicylate.
DDInter370,DDInter676,DDInter,Minor,DDInter minor interaction between Esomeprazole and Choline salicylate.
DDInter370,DDInter717,DDInter,Moderate,DDInter moderate interaction between Fenfluramine and Choline salicylate.
DDInter370,DDInter747,DDInter,Moderate,DDInter moderate interaction between Fludrocortisone and Choline salicylate.
DDInter370,DDInter775,DDInter,Moderate,DDInter moderate interaction between Fondaparinux and Choline salicylate.
DDInter370,DDInter815,DDInter,Moderate,DDInter moderate interaction between Gentamicin and Choline salicylate.
DDInter370,DDInter825,DDInter,Moderate,DDInter moderate interaction between Glimepiride and Choline salicylate.
DDInter370,DDInter826,DDInter,Moderate,DDInter moderate interaction between Glipizide and Choline salicylate.
DDInter370,DDInter831,DDInter,Moderate,DDInter moderate interaction between Glyburide and Choline salicylate.
DDInter370,DDInter856,DDInter,Moderate,DDInter moderate interaction between Heparin and Choline salicylate.
DDInter370,DDInter881,DDInter,Minor,DDInter minor interaction between Choline salicylate and Hyaluronidase.
DDInter370,DDInter885,DDInter,Moderate,DDInter moderate interaction between Hydrocortisone and Choline salicylate.
DDInter370,DDInter908,DDInter,Moderate,DDInter moderate interaction between Iloprost and Choline salicylate.
DDInter370,DDInter928,DDInter,Moderate,DDInter moderate interaction between Insulin aspart (aspart protamine) and Choline salicylate.
DDInter370,DDInter929,DDInter,Moderate,DDInter moderate interaction between Insulin aspart (aspart) and Choline salicylate.
DDInter370,DDInter930,DDInter,Moderate,DDInter moderate interaction between Insulin degludec and Choline salicylate.
DDInter370,DDInter931,DDInter,Moderate,DDInter moderate interaction between Insulin detemir and Choline salicylate.
DDInter370,DDInter932,DDInter,Moderate,DDInter moderate interaction between Insulin glargine and Choline salicylate.
DDInter370,DDInter933,DDInter,Moderate,DDInter moderate interaction between Insulin glulisine and Choline salicylate.
DDInter370,DDInter934,DDInter,Moderate,DDInter moderate interaction between Insulin human and Choline salicylate.
DDInter370,DDInter935,DDInter,Moderate,"DDInter moderate interaction between Insulin human (inhalation, rapid acting) and Choline salicylate."
DDInter370,DDInter936,DDInter,Moderate,DDInter moderate interaction between Insulin human (isophane) and Choline salicylate.
DDInter370,DDInter937,DDInter,Moderate,DDInter moderate interaction between Insulin human (regular) and Choline salicylate.
DDInter370,DDInter938,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc extended) and Choline salicylate.
DDInter370,DDInter939,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc) and Choline salicylate.
DDInter370,DDInter940,DDInter,Moderate,DDInter moderate interaction between Insulin lispro and Choline salicylate.
DDInter370,DDInter941,DDInter,Moderate,DDInter moderate interaction between Insulin lispro (protamine) and Choline salicylate.
DDInter370,DDInter953,DDInter,Moderate,DDInter moderate interaction between Iodide I-123 and Choline salicylate.
DDInter370,DDInter954,DDInter,Moderate,DDInter moderate interaction between Iodide I-131 and Choline salicylate.
DDInter370,DDInter99,DDInter,Moderate,DDInter moderate interaction between Anistreplase and Choline salicylate.
DDInter371,DDInter542,DDInter,Moderate,DDInter moderate interaction between Dicoumarol and Chondroitin sulfate.
DDInter372,DDInter807,DDInter,Moderate,DDInter moderate interaction between Ganirelix and Chorionic Gonadotropin (Human).
DDInter373,DDInter474,DDInter,Moderate,DDInter moderate interaction between Dapagliflozin and Chromic chloride.
DDInter373,DDInter51,DDInter,Moderate,DDInter moderate interaction between Alogliptin and Chromic chloride.
DDInter373,DDInter607,DDInter,Moderate,DDInter moderate interaction between Dulaglutide and Chromic chloride.
DDInter373,DDInter636,DDInter,Moderate,DDInter moderate interaction between Empagliflozin and Chromic chloride.
DDInter373,DDInter669,DDInter,Moderate,DDInter moderate interaction between Chromic chloride and Ertugliflozin.
DDInter373,DDInter706,DDInter,Moderate,DDInter moderate interaction between Exenatide and Chromic chloride.
DDInter373,DDInter825,DDInter,Moderate,DDInter moderate interaction between Glimepiride and Chromic chloride.
DDInter373,DDInter826,DDInter,Moderate,DDInter moderate interaction between Glipizide and Chromic chloride.
DDInter373,DDInter831,DDInter,Moderate,DDInter moderate interaction between Glyburide and Chromic chloride.
DDInter373,DDInter928,DDInter,Moderate,DDInter moderate interaction between Insulin aspart (aspart protamine) and Chromic chloride.
DDInter373,DDInter929,DDInter,Moderate,DDInter moderate interaction between Insulin aspart (aspart) and Chromic chloride.
