ddinter_id_1,ddinter_id_2,source,severity,description
DDInter1026,DDInter1469,DDInter,Minor,DDInter minor interaction between Pimecrolimus (topical) and Larotrectinib.
DDInter1026,DDInter147,DDInter,Moderate,DDInter moderate interaction between Axitinib and Larotrectinib.
DDInter1026,DDInter1470,DDInter,Major,DDInter major interaction between Pimozide and Larotrectinib.
DDInter1026,DDInter1472,DDInter,Moderate,DDInter moderate interaction between Pioglitazone and Larotrectinib.
DDInter1026,DDInter1480,DDInter,Moderate,DDInter moderate interaction between Pitolisant and Larotrectinib.
DDInter1026,DDInter1485,DDInter,Moderate,DDInter moderate interaction between Polatuzumab vedotin and Larotrectinib.
DDInter1026,DDInter1491,DDInter,Moderate,DDInter moderate interaction between Pomalidomide and Larotrectinib.
DDInter1026,DDInter1492,DDInter,Moderate,DDInter moderate interaction between Ponatinib and Larotrectinib.
DDInter1026,DDInter1494,DDInter,Major,DDInter major interaction between Posaconazole and Larotrectinib.
DDInter1026,DDInter1504,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Pralsetinib.
DDInter1026,DDInter1510,DDInter,Moderate,DDInter moderate interaction between Praziquantel and Larotrectinib.
DDInter1026,DDInter1513,DDInter,Moderate,DDInter moderate interaction between Prednisolone and Larotrectinib.
DDInter1026,DDInter1515,DDInter,Moderate,DDInter moderate interaction between Prednisone and Larotrectinib.
DDInter1026,DDInter1521,DDInter,Major,DDInter major interaction between Primidone and Larotrectinib.
DDInter1026,DDInter1529,DDInter,Moderate,DDInter moderate interaction between Progesterone and Larotrectinib.
DDInter1026,DDInter1530,DDInter,Moderate,DDInter moderate interaction between Progesterone (topical) and Larotrectinib.
DDInter1026,DDInter1534,DDInter,Moderate,DDInter moderate interaction between Propafenone and Larotrectinib.
DDInter1026,DDInter1552,DDInter,Moderate,DDInter moderate interaction between Quazepam and Larotrectinib.
DDInter1026,DDInter1553,DDInter,Moderate,DDInter moderate interaction between Quetiapine and Larotrectinib.
DDInter1026,DDInter1555,DDInter,Moderate,DDInter moderate interaction between Quinestrol and Larotrectinib.
DDInter1026,DDInter1556,DDInter,Moderate,DDInter moderate interaction between Quinidine and Larotrectinib.
DDInter1026,DDInter1557,DDInter,Moderate,DDInter moderate interaction between Quinine and Larotrectinib.
DDInter1026,DDInter1564,DDInter,Moderate,DDInter moderate interaction between Ramelteon and Larotrectinib.
DDInter1026,DDInter1570,DDInter,Moderate,DDInter moderate interaction between Ranolazine and Larotrectinib.
DDInter1026,DDInter1576,DDInter,Moderate,DDInter moderate interaction between Regorafenib and Larotrectinib.
DDInter1026,DDInter1578,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Remdesivir.
DDInter1026,DDInter1581,DDInter,Moderate,DDInter moderate interaction between Repaglinide and Larotrectinib.
DDInter1026,DDInter1584,DDInter,Minor,DDInter minor interaction between Retapamulin (topical) and Larotrectinib.
DDInter1026,DDInter1588,DDInter,Moderate,DDInter moderate interaction between Ribociclib and Larotrectinib.
DDInter1026,DDInter1589,DDInter,Major,DDInter major interaction between Rifabutin and Larotrectinib.
DDInter1026,DDInter1590,DDInter,Major,DDInter major interaction between Rifampicin and Larotrectinib.
DDInter1026,DDInter1592,DDInter,Major,DDInter major interaction between Rifapentine and Larotrectinib.
DDInter1026,DDInter1595,DDInter,Moderate,DDInter moderate interaction between Rilpivirine and Larotrectinib.
DDInter1026,DDInter1598,DDInter,Moderate,DDInter moderate interaction between Rimegepant and Larotrectinib.
DDInter1026,DDInter1601,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Ripretinib.
DDInter1026,DDInter1605,DDInter,Moderate,DDInter moderate interaction between Risperidone and Larotrectinib.
DDInter1026,DDInter1607,DDInter,Major,DDInter major interaction between Ritonavir and Larotrectinib.
DDInter1026,DDInter1609,DDInter,Moderate,DDInter moderate interaction between Rivaroxaban and Larotrectinib.
DDInter1026,DDInter1615,DDInter,Moderate,DDInter moderate interaction between Rolapitant and Larotrectinib.
DDInter1026,DDInter1616,DDInter,Moderate,DDInter moderate interaction between Romidepsin and Larotrectinib.
DDInter1026,DDInter1620,DDInter,Minor,DDInter minor interaction between Ropivacaine and Larotrectinib.
DDInter1026,DDInter1626,DDInter,Moderate,DDInter moderate interaction between Rucaparib and Larotrectinib.
DDInter1026,DDInter1627,DDInter,Moderate,DDInter moderate interaction between Rufinamide and Larotrectinib.
DDInter1026,DDInter1628,DDInter,Minor,DDInter minor interaction between Ruxolitinib and Larotrectinib.
DDInter1026,DDInter1631,DDInter,Moderate,DDInter moderate interaction between Safinamide and Larotrectinib.
DDInter1026,DDInter1635,DDInter,Moderate,DDInter moderate interaction between Salmeterol and Larotrectinib.
DDInter1026,DDInter1640,DDInter,Major,DDInter major interaction between Saquinavir and Larotrectinib.
DDInter1026,DDInter1641,DDInter,Moderate,DDInter moderate interaction between Sarecycline and Larotrectinib.
DDInter1026,DDInter1646,DDInter,Moderate,DDInter moderate interaction between Saxagliptin and Larotrectinib.
DDInter1026,DDInter1650,DDInter,Moderate,DDInter moderate interaction between Secobarbital and Larotrectinib.
DDInter1026,DDInter1656,DDInter,Moderate,DDInter moderate interaction between Selexipag and Larotrectinib.
DDInter1026,DDInter1658,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Selpercatinib.
DDInter1026,DDInter1659,DDInter,Moderate,DDInter moderate interaction between Selumetinib and Larotrectinib.
DDInter1026,DDInter1662,DDInter,Moderate,DDInter moderate interaction between Sertraline and Larotrectinib.
DDInter1026,DDInter1665,DDInter,Minor,DDInter minor interaction between Sibutramine and Larotrectinib.
DDInter1026,DDInter1666,DDInter,Moderate,DDInter moderate interaction between Sildenafil and Larotrectinib.
DDInter1026,DDInter1667,DDInter,Moderate,DDInter moderate interaction between Silodosin and Larotrectinib.
DDInter1026,DDInter1675,DDInter,Moderate,DDInter moderate interaction between Simvastatin and Larotrectinib.
DDInter1026,DDInter1676,DDInter,Moderate,DDInter moderate interaction between Siponimod and Larotrectinib.
DDInter1026,DDInter1678,DDInter,Moderate,DDInter moderate interaction between Sirolimus and Larotrectinib.
DDInter1026,DDInter1696,DDInter,Moderate,DDInter moderate interaction between Solifenacin and Larotrectinib.
DDInter1026,DDInter1698,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Somapacitan.
DDInter1026,DDInter1699,DDInter,Moderate,DDInter moderate interaction between Somatotropin and Larotrectinib.
DDInter1026,DDInter170,DDInter,Moderate,DDInter moderate interaction between Bedaquiline and Larotrectinib.
DDInter1026,DDInter1700,DDInter,Moderate,DDInter moderate interaction between Somatrem and Larotrectinib.
DDInter1026,DDInter1701,DDInter,Moderate,DDInter moderate interaction between Sonidegib and Larotrectinib.
DDInter1026,DDInter1702,DDInter,Moderate,DDInter moderate interaction between Sorafenib and Larotrectinib.
DDInter1026,DDInter1707,DDInter,Moderate,DDInter moderate interaction between Spironolactone and Larotrectinib.
DDInter1026,DDInter1708,DDInter,Major,DDInter major interaction between St. John's Wort and Larotrectinib.
DDInter1026,DDInter1711,DDInter,Moderate,DDInter moderate interaction between Stiripentol and Larotrectinib.
DDInter1026,DDInter1718,DDInter,Moderate,DDInter moderate interaction between Sufentanil and Larotrectinib.
DDInter1026,DDInter1726,DDInter,Moderate,DDInter moderate interaction between Sulfinpyrazone and Larotrectinib.
DDInter1026,DDInter1731,DDInter,Moderate,DDInter moderate interaction between Sunitinib and Larotrectinib.
DDInter1026,DDInter1733,DDInter,Moderate,DDInter moderate interaction between Suvorexant and Larotrectinib.
DDInter1026,DDInter1735,DDInter,Moderate,DDInter moderate interaction between Tacrolimus and Larotrectinib.
DDInter1026,DDInter1736,DDInter,Moderate,DDInter moderate interaction between Tadalafil and Larotrectinib.
DDInter1026,DDInter1744,DDInter,Moderate,DDInter moderate interaction between Tamoxifen and Larotrectinib.
DDInter1026,DDInter1745,DDInter,Moderate,DDInter moderate interaction between Tamsulosin and Larotrectinib.
DDInter1026,DDInter1747,DDInter,Moderate,DDInter moderate interaction between Tasimelteon and Larotrectinib.
DDInter1026,DDInter1750,DDInter,Moderate,DDInter moderate interaction between Tazemetostat and Larotrectinib.
DDInter1026,DDInter1755,DDInter,Major,DDInter major interaction between Telaprevir and Larotrectinib.
DDInter1026,DDInter1758,DDInter,Major,DDInter major interaction between Telithromycin and Larotrectinib.
DDInter1026,DDInter1760,DDInter,Moderate,DDInter moderate interaction between Telotristat ethyl and Larotrectinib.
DDInter1026,DDInter1763,DDInter,Moderate,DDInter moderate interaction between Temsirolimus and Larotrectinib.
DDInter1026,DDInter1765,DDInter,Moderate,DDInter moderate interaction between Teniposide and Larotrectinib.
DDInter1026,DDInter1768,DDInter,Moderate,DDInter moderate interaction between Terbinafine and Larotrectinib.
DDInter1026,DDInter1770,DDInter,Moderate,DDInter moderate interaction between Terfenadine and Larotrectinib.
DDInter1026,DDInter1771,DDInter,Major,DDInter major interaction between Teriflunomide and Larotrectinib.
DDInter1026,DDInter1775,DDInter,Moderate,DDInter moderate interaction between Testosterone and Larotrectinib.
DDInter1026,DDInter1776,DDInter,Moderate,DDInter moderate interaction between Testosterone (topical) and Larotrectinib.
DDInter1026,DDInter1791,DDInter,Moderate,DDInter moderate interaction between Theophylline and Larotrectinib.
DDInter1026,DDInter1797,DDInter,Moderate,DDInter moderate interaction between Thiotepa and Larotrectinib.
DDInter1026,DDInter1801,DDInter,Moderate,DDInter moderate interaction between Tiagabine and Larotrectinib.
DDInter1026,DDInter1802,DDInter,Moderate,DDInter moderate interaction between Ticagrelor and Larotrectinib.
DDInter1026,DDInter1811,DDInter,Moderate,DDInter moderate interaction between Tinidazole and Larotrectinib.
DDInter1026,DDInter1814,DDInter,Moderate,DDInter moderate interaction between Tioguanine and Larotrectinib.
DDInter1026,DDInter1817,DDInter,Moderate,DDInter moderate interaction between Tipranavir and Larotrectinib.
DDInter1026,DDInter182,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Benzhydrocodone.
DDInter1026,DDInter1825,DDInter,Moderate,DDInter moderate interaction between Tofacitinib and Larotrectinib.
DDInter1026,DDInter1832,DDInter,Moderate,DDInter moderate interaction between Tolterodine and Larotrectinib.
DDInter1026,DDInter1833,DDInter,Moderate,DDInter moderate interaction between Tolvaptan and Larotrectinib.
DDInter1026,DDInter1837,DDInter,Moderate,DDInter moderate interaction between Toremifene and Larotrectinib.
DDInter1026,DDInter1840,DDInter,Moderate,DDInter moderate interaction between Trabectedin and Larotrectinib.
DDInter1026,DDInter1848,DDInter,Moderate,DDInter moderate interaction between Trastuzumab emtansine and Larotrectinib.
DDInter1026,DDInter1851,DDInter,Moderate,DDInter moderate interaction between Trazodone and Larotrectinib.
DDInter1026,DDInter1853,DDInter,Moderate,DDInter moderate interaction between Tretinoin and Larotrectinib.
DDInter1026,DDInter1855,DDInter,Moderate,DDInter moderate interaction between Triamcinolone and Larotrectinib.
DDInter1026,DDInter1860,DDInter,Moderate,DDInter moderate interaction between Triazolam and Larotrectinib.
DDInter1026,DDInter1881,DDInter,Moderate,DDInter moderate interaction between Troglitazone and Larotrectinib.
DDInter1026,DDInter1882,DDInter,Major,DDInter major interaction between Troleandomycin and Larotrectinib.
DDInter1026,DDInter1891,DDInter,Major,DDInter major interaction between Tucatinib and Larotrectinib.
DDInter1026,DDInter1896,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Ubrogepant.
DDInter1026,DDInter1897,DDInter,Moderate,DDInter moderate interaction between Ulipristal and Larotrectinib.
DDInter1026,DDInter1901,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Upadacitinib.
DDInter1026,DDInter1909,DDInter,Moderate,DDInter moderate interaction between Valbenazine and Larotrectinib.
DDInter1026,DDInter1910,DDInter,Moderate,DDInter moderate interaction between Valdecoxib and Larotrectinib.
DDInter1026,DDInter1917,DDInter,Moderate,DDInter moderate interaction between Vandetanib and Larotrectinib.
DDInter1026,DDInter1918,DDInter,Moderate,DDInter moderate interaction between Vardenafil and Larotrectinib.
DDInter1026,DDInter192,DDInter,Moderate,DDInter moderate interaction between Bepridil and Larotrectinib.
DDInter1026,DDInter1925,DDInter,Moderate,DDInter moderate interaction between Vemurafenib and Larotrectinib.
DDInter1026,DDInter1926,DDInter,Moderate,DDInter moderate interaction between Venetoclax and Larotrectinib.
DDInter1026,DDInter1927,DDInter,Moderate,DDInter moderate interaction between Venlafaxine and Larotrectinib.
DDInter1026,DDInter1928,DDInter,Moderate,DDInter moderate interaction between Verapamil and Larotrectinib.
DDInter1026,DDInter193,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Berotralstat.
DDInter1026,DDInter1934,DDInter,Moderate,DDInter moderate interaction between Vilanterol and Larotrectinib.
DDInter1026,DDInter1935,DDInter,Moderate,DDInter moderate interaction between Vilazodone and Larotrectinib.
DDInter1026,DDInter1936,DDInter,Moderate,DDInter moderate interaction between Vinblastine and Larotrectinib.
DDInter1026,DDInter1937,DDInter,Moderate,DDInter moderate interaction between Vincristine and Larotrectinib.
DDInter1026,DDInter1938,DDInter,Moderate,DDInter moderate interaction between Vincristine (liposome) and Larotrectinib.
DDInter1026,DDInter1939,DDInter,Moderate,DDInter moderate interaction between Vinorelbine and Larotrectinib.
DDInter1026,DDInter1945,DDInter,Moderate,DDInter moderate interaction between Vorapaxar and Larotrectinib.
DDInter1026,DDInter1946,DDInter,Major,DDInter major interaction between Voriconazole and Larotrectinib.
DDInter1026,DDInter1949,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Voxelotor.
DDInter1026,DDInter195,DDInter,Moderate,DDInter moderate interaction between Betamethasone and Larotrectinib.
DDInter1026,DDInter1951,DDInter,Moderate,DDInter moderate interaction between Warfarin and Larotrectinib.
DDInter1026,DDInter1955,DDInter,Moderate,DDInter moderate interaction between Zafirlukast and Larotrectinib.
DDInter1026,DDInter1957,DDInter,Moderate,DDInter moderate interaction between Zaleplon and Larotrectinib.
DDInter1026,DDInter1959,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Zanubrutinib.
DDInter1026,DDInter1962,DDInter,Moderate,DDInter moderate interaction between Zileuton and Larotrectinib.
DDInter1026,DDInter1967,DDInter,Minor,DDInter minor interaction between Ziprasidone and Larotrectinib.
DDInter1026,DDInter1970,DDInter,Moderate,DDInter moderate interaction between Zolpidem and Larotrectinib.
DDInter1026,DDInter1971,DDInter,Moderate,DDInter moderate interaction between Zonisamide and Larotrectinib.
DDInter1026,DDInter202,DDInter,Moderate,DDInter moderate interaction between Bexarotene and Larotrectinib.
DDInter1026,DDInter204,DDInter,Moderate,DDInter moderate interaction between Bicalutamide and Larotrectinib.
DDInter1026,DDInter221,DDInter,Major,DDInter major interaction between Boceprevir and Larotrectinib.
DDInter1026,DDInter223,DDInter,Moderate,DDInter moderate interaction between Bosentan and Larotrectinib.
DDInter1026,DDInter224,DDInter,Moderate,DDInter moderate interaction between Bosutinib and Larotrectinib.
DDInter1026,DDInter228,DDInter,Moderate,DDInter moderate interaction between Brentuximab vedotin and Larotrectinib.
DDInter1026,DDInter231,DDInter,Moderate,DDInter moderate interaction between Brexpiprazole and Larotrectinib.
DDInter1026,DDInter233,DDInter,Moderate,DDInter moderate interaction between Brigatinib and Larotrectinib.
DDInter1026,DDInter246,DDInter,Moderate,DDInter moderate interaction between Budesonide and Larotrectinib.
DDInter1026,DDInter247,DDInter,Moderate,DDInter moderate interaction between Budesonide (nasal) and Larotrectinib.
DDInter1026,DDInter251,DDInter,Moderate,DDInter moderate interaction between Buprenorphine and Larotrectinib.
DDInter1026,DDInter254,DDInter,Moderate,DDInter moderate interaction between Buspirone and Larotrectinib.
DDInter1026,DDInter256,DDInter,Moderate,DDInter moderate interaction between Butabarbital and Larotrectinib.
DDInter1026,DDInter257,DDInter,Moderate,DDInter moderate interaction between Butalbital and Larotrectinib.
DDInter1026,DDInter262,DDInter,Moderate,DDInter moderate interaction between Cabozantinib and Larotrectinib.
DDInter1026,DDInter264,DDInter,Moderate,DDInter moderate interaction between Larotrectinib and Calaspargase pegol.
DDInter1026,DDInter284,DDInter,Moderate,DDInter moderate interaction between Cannabidiol and Larotrectinib.
DDInter1026,DDInter287,DDInter,Moderate,DDInter moderate interaction between Capmatinib and Larotrectinib.
DDInter1026,DDInter293,DDInter,Major,DDInter major interaction between Carbamazepine and Larotrectinib.
DDInter1026,DDInter300,DDInter,Moderate,DDInter moderate interaction between Cariprazine and Larotrectinib.
DDInter1026,DDInter305,DDInter,Moderate,DDInter moderate interaction between Carvedilol and Larotrectinib.
DDInter1026,DDInter338,DDInter,Moderate,DDInter moderate interaction between Cenobamate and Larotrectinib.
DDInter1026,DDInter340,DDInter,Major,DDInter major interaction between Ceritinib and Larotrectinib.
DDInter1026,DDInter341,DDInter,Moderate,DDInter moderate interaction between Cerivastatin and Larotrectinib.
DDInter1026,DDInter346,DDInter,Moderate,DDInter moderate interaction between Cevimeline and Larotrectinib.
DDInter1026,DDInter35,DDInter,Moderate,DDInter moderate interaction between Albendazole and Larotrectinib.
DDInter1026,DDInter351,DDInter,Moderate,DDInter moderate interaction between Chloramphenicol and Larotrectinib.
DDInter1026,DDInter379,DDInter,Moderate,DDInter moderate interaction between Cilostazol and Larotrectinib.
DDInter1026,DDInter380,DDInter,Moderate,DDInter moderate interaction between Cimetidine and Larotrectinib.
DDInter1026,DDInter384,DDInter,Moderate,DDInter moderate interaction between Ciprofloxacin and Larotrectinib.
DDInter1026,DDInter385,DDInter,Moderate,DDInter moderate interaction between Cisapride and Larotrectinib.
DDInter1026,DDInter388,DDInter,Minor,DDInter minor interaction between Citalopram and Larotrectinib.
DDInter1026,DDInter393,DDInter,Major,DDInter major interaction between Clarithromycin and Larotrectinib.
DDInter1026,DDInter405,DDInter,Moderate,DDInter moderate interaction between Clofarabine and Larotrectinib.
DDInter1026,DDInter411,DDInter,Moderate,DDInter moderate interaction between Clonazepam and Larotrectinib.
DDInter1026,DDInter416,DDInter,Moderate,DDInter moderate interaction between Clotrimazole and Larotrectinib.
DDInter1026,DDInter424,DDInter,Major,DDInter major interaction between Cobicistat and Larotrectinib.
DDInter1026,DDInter425,DDInter,Moderate,DDInter moderate interaction between Cobimetinib and Larotrectinib.
DDInter1026,DDInter43,DDInter,Moderate,DDInter moderate interaction between Alfentanil and Larotrectinib.
DDInter1026,DDInter431,DDInter,Moderate,DDInter moderate interaction between Colchicine and Larotrectinib.
DDInter1026,DDInter438,DDInter,Major,DDInter major interaction between Conivaptan and Larotrectinib.
DDInter1026,DDInter439,DDInter,Moderate,DDInter moderate interaction between Conjugated estrogens and Larotrectinib.
DDInter1026,DDInter44,DDInter,Moderate,DDInter moderate interaction between Alfuzosin and Larotrectinib.
DDInter1026,DDInter441,DDInter,Moderate,DDInter moderate interaction between Copanlisib and Larotrectinib.
DDInter1026,DDInter448,DDInter,Moderate,DDInter moderate interaction between Crizotinib and Larotrectinib.
DDInter1026,DDInter458,DDInter,Moderate,DDInter moderate interaction between Cyclosporine and Larotrectinib.
DDInter1026,DDInter46,DDInter,Moderate,DDInter moderate interaction between Aliskiren and Larotrectinib.
DDInter1026,DDInter462,DDInter,Moderate,DDInter moderate interaction between Dabrafenib and Larotrectinib.
DDInter1026,DDInter464,DDInter,Moderate,DDInter moderate interaction between Daclatasvir and Larotrectinib.
DDInter1026,DDInter469,DDInter,Moderate,DDInter moderate interaction between Dalfopristin and Larotrectinib.
DDInter1026,DDInter472,DDInter,Moderate,DDInter moderate interaction between Danazol and Larotrectinib.
DDInter1026,DDInter480,DDInter,Moderate,DDInter moderate interaction between Darifenacin and Larotrectinib.
DDInter1026,DDInter481,DDInter,Minor,DDInter minor interaction between Darolutamide and Larotrectinib.
DDInter1026,DDInter482,DDInter,Moderate,DDInter moderate interaction between Darunavir and Larotrectinib.
DDInter1026,DDInter484,DDInter,Moderate,DDInter moderate interaction between Dasatinib and Larotrectinib.
DDInter1026,DDInter488,DDInter,Moderate,DDInter moderate interaction between Deferasirox and Larotrectinib.
DDInter1026,DDInter492,DDInter,Moderate,DDInter moderate interaction between Deflazacort and Larotrectinib.
DDInter1026,DDInter496,DDInter,Major,DDInter major interaction between Delavirdine and Larotrectinib.
DDInter1026,DDInter513,DDInter,Moderate,DDInter moderate interaction between Dexamethasone and Larotrectinib.
DDInter1026,DDInter53,DDInter,Moderate,DDInter moderate interaction between Alpelisib and Larotrectinib.
DDInter1026,DDInter54,DDInter,Moderate,DDInter moderate interaction between Alprazolam and Larotrectinib.
DDInter1026,DDInter556,DDInter,Moderate,DDInter moderate interaction between Dihydrocodeine and Larotrectinib.
DDInter1026,DDInter557,DDInter,Moderate,DDInter moderate interaction between Dihydroergotamine and Larotrectinib.
DDInter1026,DDInter561,DDInter,Moderate,DDInter moderate interaction between Diltiazem and Larotrectinib.
DDInter1026,DDInter575,DDInter,Moderate,DDInter moderate interaction between Disopyramide and Larotrectinib.
DDInter1026,DDInter578,DDInter,Moderate,DDInter moderate interaction between Docetaxel and Larotrectinib.
DDInter1026,DDInter580,DDInter,Moderate,DDInter moderate interaction between Dofetilide and Larotrectinib.
DDInter1026,DDInter581,DDInter,Moderate,DDInter moderate interaction between Dolasetron and Larotrectinib.
DDInter1026,DDInter583,DDInter,Minor,DDInter minor interaction between Donepezil and Larotrectinib.
DDInter1026,DDInter585,DDInter,Minor,DDInter minor interaction between Doravirine and Larotrectinib.
DDInter1026,DDInter592,DDInter,Moderate,DDInter moderate interaction between Doxazosin and Larotrectinib.
DDInter1026,DDInter596,DDInter,Moderate,DDInter moderate interaction between Doxorubicin and Larotrectinib.
DDInter1026,DDInter597,DDInter,Moderate,DDInter moderate interaction between Doxorubicin (liposomal) and Larotrectinib.
DDInter1026,DDInter601,DDInter,Moderate,DDInter moderate interaction between Dronabinol and Larotrectinib.
DDInter1026,DDInter602,DDInter,Moderate,DDInter moderate interaction between Dronedarone and Larotrectinib.
DDInter1026,DDInter603,DDInter,Moderate,DDInter moderate interaction between Droperidol and Larotrectinib.
DDInter1026,DDInter604,DDInter,Moderate,DDInter moderate interaction between Drospirenone and Larotrectinib.
DDInter1026,DDInter611,DDInter,Moderate,DDInter moderate interaction between Dutasteride and Larotrectinib.
DDInter1026,DDInter612,DDInter,Moderate,DDInter moderate interaction between Duvelisib and Larotrectinib.
DDInter1026,DDInter624,DDInter,Moderate,DDInter moderate interaction between Efavirenz and Larotrectinib.
DDInter1026,DDInter625,DDInter,Moderate,DDInter moderate interaction between Elagolix and Larotrectinib.
DDInter1026,DDInter627,DDInter,Moderate,DDInter moderate interaction between Eletriptan and Larotrectinib.
DDInter1026,DDInter629,DDInter,Moderate,DDInter moderate interaction between Eliglustat and Larotrectinib.
DDInter1026,DDInter631,DDInter,Moderate,DDInter moderate interaction between Eltrombopag and Larotrectinib.
DDInter1026,DDInter640,DDInter,Moderate,DDInter moderate interaction between Encorafenib and Larotrectinib.
DDInter1026,DDInter648,DDInter,Moderate,DDInter moderate interaction between Entrectinib and Larotrectinib.
DDInter1026,DDInter649,DDInter,Major,DDInter major interaction between Enzalutamide and Larotrectinib.
DDInter1026,DDInter655,DDInter,Moderate,DDInter moderate interaction between Epirubicin and Larotrectinib.
DDInter1026,DDInter656,DDInter,Moderate,DDInter moderate interaction between Eplerenone and Larotrectinib.
DDInter1026,DDInter664,DDInter,Moderate,DDInter moderate interaction between Ergometrine and Larotrectinib.
DDInter1026,DDInter665,DDInter,Moderate,DDInter moderate interaction between Ergotamine and Larotrectinib.
DDInter1026,DDInter667,DDInter,Moderate,DDInter moderate interaction between Erlotinib and Larotrectinib.
DDInter1026,DDInter670,DDInter,Moderate,DDInter moderate interaction between Erythromycin and Larotrectinib.
DDInter1026,DDInter672,DDInter,Minor,DDInter minor interaction between Escitalopram and Larotrectinib.
DDInter1026,DDInter674,DDInter,Moderate,DDInter moderate interaction between Eslicarbazepine and Larotrectinib.
DDInter1026,DDInter676,DDInter,Moderate,DDInter moderate interaction between Esomeprazole and Larotrectinib.
DDInter1026,DDInter677,DDInter,Moderate,DDInter moderate interaction between Estazolam and Larotrectinib.
DDInter1026,DDInter678,DDInter,Moderate,DDInter moderate interaction between Esterified estrogens and Larotrectinib.
DDInter1026,DDInter679,DDInter,Moderate,DDInter moderate interaction between Estradiol and Larotrectinib.
DDInter1026,DDInter680,DDInter,Moderate,DDInter moderate interaction between Estradiol (topical) and Larotrectinib.
DDInter1026,DDInter682,DDInter,Moderate,DDInter moderate interaction between Estrone and Larotrectinib.
DDInter1026,DDInter683,DDInter,Moderate,DDInter moderate interaction between Estrone sulfate and Larotrectinib.
DDInter1026,DDInter684,DDInter,Moderate,DDInter moderate interaction between Estrone sulfate (topical) and Larotrectinib.
DDInter1026,DDInter685,DDInter,Moderate,DDInter moderate interaction between Eszopiclone and Larotrectinib.
DDInter1026,DDInter692,DDInter,Moderate,DDInter moderate interaction between Ethinylestradiol and Larotrectinib.
DDInter1026,DDInter695,DDInter,Moderate,DDInter moderate interaction between Ethosuximide and Larotrectinib.
DDInter1026,DDInter7,DDInter,Moderate,DDInter moderate interaction between Abemaciclib and Larotrectinib.
DDInter1026,DDInter701,DDInter,Moderate,DDInter moderate interaction between Etonogestrel and Larotrectinib.
DDInter1026,DDInter702,DDInter,Moderate,DDInter moderate interaction between Etoposide and Larotrectinib.
DDInter1026,DDInter703,DDInter,Moderate,DDInter moderate interaction between Etravirine and Larotrectinib.
DDInter1026,DDInter704,DDInter,Moderate,DDInter moderate interaction between Everolimus and Larotrectinib.
DDInter1026,DDInter71,DDInter,Moderate,DDInter moderate interaction between Aminoglutethimide and Larotrectinib.
DDInter1026,DDInter714,DDInter,Moderate,DDInter moderate interaction between Fedratinib and Larotrectinib.
DDInter1026,DDInter715,DDInter,Moderate,DDInter moderate interaction between Felbamate and Larotrectinib.
DDInter1026,DDInter716,DDInter,Moderate,DDInter moderate interaction between Felodipine and Larotrectinib.
DDInter1026,DDInter722,DDInter,Moderate,DDInter moderate interaction between Fentanyl and Larotrectinib.
DDInter1026,DDInter731,DDInter,Moderate,DDInter moderate interaction between Fesoterodine and Larotrectinib.
DDInter1026,DDInter734,DDInter,Moderate,DDInter moderate interaction between Fidaxomicin and Larotrectinib.
DDInter1026,DDInter736,DDInter,Moderate,DDInter moderate interaction between Finasteride and Larotrectinib.
DDInter1026,DDInter741,DDInter,Moderate,DDInter moderate interaction between Flibanserin and Larotrectinib.
DDInter1026,DDInter743,DDInter,Moderate,DDInter moderate interaction between Fluconazole and Larotrectinib.
DDInter1026,DDInter747,DDInter,Moderate,DDInter moderate interaction between Fludrocortisone and Larotrectinib.
DDInter1026,DDInter76,DDInter,Moderate,DDInter moderate interaction between Amiodarone and Larotrectinib.
DDInter1026,DDInter762,DDInter,Moderate,DDInter moderate interaction between Flurazepam and Larotrectinib.
DDInter1026,DDInter766,DDInter,Moderate,DDInter moderate interaction between Fluticasone and Larotrectinib.
DDInter1026,DDInter769,DDInter,Moderate,DDInter moderate interaction between Fluvastatin and Larotrectinib.
DDInter1026,DDInter770,DDInter,Moderate,DDInter moderate interaction between Fluvoxamine and Larotrectinib.
DDInter1026,DDInter777,DDInter,Major,DDInter major interaction between Fosamprenavir and Larotrectinib.
DDInter1026,DDInter778,DDInter,Moderate,DDInter moderate interaction between Fosaprepitant and Larotrectinib.
DDInter1026,DDInter782,DDInter,Moderate,DDInter moderate interaction between Fosnetupitant and Larotrectinib.
DDInter1026,DDInter783,DDInter,Major,DDInter major interaction between Fosphenytoin and Larotrectinib.
DDInter1026,DDInter785,DDInter,Moderate,DDInter moderate interaction between Fostamatinib and Larotrectinib.
DDInter1026,DDInter79,DDInter,Moderate,DDInter moderate interaction between Amlodipine and Larotrectinib.
DDInter1026,DDInter8,DDInter,Moderate,DDInter moderate interaction between Abiraterone and Larotrectinib.
