preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
CICLOZINIL,DRUG,AIFA anagrafica farmaci,CICLOZINIL,036261028,D06AX07,,
CICUTA VIROSA,DRUG,AIFA anagrafica farmaci,CICUTA VIROSA,046815015|046815027|046815039|046815041|046815054|046815066|046815078|046815080|046815092|046815104|047034018|047034020|047034032|047034044|047034057|047034069|047034071|047034083|047034095|047034107|047034119|047034121|047034133|047034145|047034158|047034160|047034172|047034184|047034196|047034208|047034210|047034222|047034234|047034246|047034259|047034261|047034273|047034285|047034297|047034309|047034311|047034323|047034335|047034347|047034350|047034362|047034374|047034386|047034398|047034400|047034412|047034424|047034436|047034448|047034451|047034463|047034475|047034487|047034499|047034501|047034513|047034525|047034537|047034549|047034552|047034564|047034576|047034588,V03AX,,
CICUTA VIROSA DYNAMIS,DRUG,AIFA anagrafica farmaci,CICUTA VIROSA DYNAMIS,049261011|049261023|049261035|049261047|049261050|049261062|049261074|049261086|049261098|049261100|049261112|049261124|049261136|049261148|049261151|049261163|049261175|049261187|049261199|049261201|049261213|049261225|049261237|049261249|049261252|049261264|049261276|049261288|049261290|049261302|049261314|049261326|049261338|049261340|049261353|049261365|049261377|049261389|049261391|049261403|049261415|049261427|049261439|049261441|049261454|049261466|049261478|049261480|049261492|049261504|049261516|049261528|049261530|049261542|049261555|049261567|049261579|049261581|049261593|049261605|049261617|049261629|049261631|049261643|049261656|049261668|049261670|049261682|049261694|049261706|049261718|049261720|049261732|049261744|049261757|049261769|049261771|049261783|049261795|049261807|049261819|049261821|049261833|049261845|049261858|049261860|049261872|049261884|049261896|049261908|049261910|049261922|049261934|049261946|049261959|049261961|049261973|049261985|049261997|049262013|049262025|049262037|049262049|049262052|049262064|049262076|049262088|049262090|049262102|049262114|049262126|049262138|049262140|049262153|049262165|049262177|049262189|049262191|049262203|049262215|049262227|049262239|049262241|049262254|049262266|049262278|049262280|049262292|049262304|049262316|049262328|049262330|049262342|049262355|049262367|049262379|049262381|049262393|049262405|049262417|049262429|049262431|049262443|049262456|049262468|049262470|049262482|049262494|049262506|049262518|049262520|049262532|049262544|049262557|049262569|049262571|049262583|049262595|049262607|049262619|049262621|049262633|049262645|049262658|049262660|049262672|049262684|049262696|049262708|049262710|049262722|049262734|049262746|049262759|049262761|049262773|049262785|049262797|049262809|049262811|049262823|049262835|049262847|049262850|049262862|049262874|049262886|049262898|049262900|049262912|049262924|049262936,V03AX,,
CIDILIN,DRUG,AIFA anagrafica farmaci,CIDILIN,023799048|023799051|023799063|023799075|023799087,N06BX06,,
CIDOFOVIR,DRUG,AIFA anagrafica farmaci,CIDOFOVIR,049238013,J05AB12,,
CIDOFOVIR TILLOMED,DRUG,AIFA anagrafica farmaci,CIDOFOVIR TILLOMED,049238013,J05AB12,,
CIFOBAN,DRUG,AIFA anagrafica farmaci,CIFOBAN,049757014|049757026,B05,,
CIKAPPA,DRUG,AIFA anagrafica farmaci,CIKAPPA,051607012|051607024|051607036,N06BX06,,
CILASTATINA,DRUG,AIFA anagrafica farmaci,CILASTATINA,039530011|051842019|051842021|051842033,J01DH51,,
CILASTATINA SALE SODICO,DRUG,AIFA anagrafica farmaci,CILASTATINA SALE SODICO,039449018|039449020|039449032|039449044|040005011|040005023|040844019|040844021|048537017,J01DH51|J01DH56,,
CILASTATINA SALE SODICO/RELEBACTAM/IMIPENEM MONOIDRATO,DRUG,AIFA anagrafica farmaci,CILASTATINA SALE SODICO/RELEBACTAM/IMIPENEM MONOIDRATO,048537017,J01DH56,,
CILASTATINA/IMIPENEM,DRUG,AIFA anagrafica farmaci,CILASTATINA/IMIPENEM,039530011,J01DH51,,
CILAZAPRIL,DRUG,AIFA anagrafica farmaci,CILAZAPRIL,027464041,C09AA08,,
CILAZAPRIL MONOIDRATO,DRUG,AIFA anagrafica farmaci,CILAZAPRIL MONOIDRATO,027460043|027460056,C09AA08,,
CILODEX,DRUG,AIFA anagrafica farmaci,CILODEX,041182015|049436013|050283011|050284013|051414011,S02CA06,,
CILOSTAZOLO,DRUG,AIFA anagrafica farmaci,CILOSTAZOLO,042365015|042365027|042365039|042365041|042365054|042365066|042365078|042365080|042365092|042365104|042770038|042770040|042770065|042770077|042770091|042770115|043577016|043578018|045546013|045546025|045546037|045546049|045546052|045546064|045546076|045546088|045546090|045546102|045546114|045546126|045546138|045546140|045546153|045546165|045546177|045546189|045546191|045546203|045546215|045546227|051906016|051906028|052647017|052647029,B01AC23,,
CILOSTAZOLO EG,DRUG,AIFA anagrafica farmaci,CILOSTAZOLO EG,042770038|042770040|042770065|042770077|042770091|042770115,B01AC23,,
CILOSTAZOLO MYLAN PHARMA,DRUG,AIFA anagrafica farmaci,CILOSTAZOLO MYLAN PHARMA,043577016,B01AC23,,
CILOSTAZOLO SANDOZ,DRUG,AIFA anagrafica farmaci,CILOSTAZOLO SANDOZ,042365015|042365027|042365039|042365041|042365054|042365066|042365078|042365080|042365092|042365104,B01AC23,,
CILTACABTAGENE AUTOLEUCEL,DRUG,AIFA anagrafica farmaci,CILTACABTAGENE AUTOLEUCEL,050128014,L01XL05,,
CIMICIFUGA ESTRATTO SECCO,DRUG,AIFA anagrafica farmaci,CIMICIFUGA ESTRATTO SECCO,045511019|045511021|049810017|049810029|049810031,G02CX04,,
CIMIFEMIN,DRUG,AIFA anagrafica farmaci,CIMIFEMIN,049810017|049810029|049810031,G02CX04,,
CIMZIA,DRUG,AIFA anagrafica farmaci,CIMZIA,039539010|039539022|039539034|039539046|039539059|039539061|039539073|039539085|039539097|039539109,L04AB05,,
CINA,DRUG,AIFA anagrafica farmaci,CINA,047548019|047548021|047548033|047548045|047548058|047548060|047548072|047548084|047548096|047548108|047548110|047548122|047548134|047548146|047548159|047548161|047548173|047548185|047548197|047548209|047548211|047548223|047548235|047548247|047548250|047548262|047548274|047548286|047548298|047548300|047548312|047548324|047548336|047548348|047548351|047548363|047548375|047548387|047548399|047548401|047548413|047548425|047548437|047548449|047548452|047548464|047548476|047548488|047548490|047548502|047548514|047548526|047548538|047548540|047548553|047548565|047548577|047548589|047548591|047548603|047548615|047548627|047548639|047548641|047548654|047548666|047548678|047548680|047548692|047548704|047548716|047548728|047548730|047548742|047548755|047548767|047548779|047548781|047548793|047548805|047548817|047548829|050493016|050493028|050493030|050493042|050493055|050493067|050493079|050493081|050493093|050493105|050493117|050493129|050493131|050493143|050493156|050493168|050493170|050493182|050493194|050493206|050493218|050493220|050493232|050493244|050493257|050493269|050493271|050493283|050493295|050493307|050493319|050493321|050493333|050493345|050493358|050493360|050493372|050493384|050493396|050493408|050493410|050493422|050493434|050493446|050493459|050493461|050493473|050493485|050493497|050493509|050493511|050493523|050493535|050493547|050493550|050493562|050493574|050493586|050493598|050493600|050493612|050493624|050493636|050493648|050493651|050493663,V03AX,,
CINACALCET,DRUG,AIFA anagrafica farmaci,CINACALCET,044554018|044554020|044554032|044554044|044554057|044554069|044554071|044554083|044554095|044554107|044554119|044554121|044554133|044554145|046284016|046284028|046284030|046284042|046284055|046284067|046284079|046284081|046284093|046284105|046947014|046947026|046947038|046947040|046947053|046947065|046947077|046947089|046947091|046947103|046947115|046947127|046947139|046947141|046947154|046947166|046947178|046947180,H05BX01,,
CINACALCET ABDI,DRUG,AIFA anagrafica farmaci,CINACALCET ABDI,045169012|045169024|045169036|045169048|045169051|045169063|045169075|045169087|045169099,H05BX01,,
CINACALCET ACCORDPHARMA,DRUG,AIFA anagrafica farmaci,CINACALCET ACCORDPHARMA,048667012|048667024|048667036|048667048|048667051|048667063|048667075|048667087|048667099|048667101|048667113|048667125|048667137|048667149|048667152|048667164|048667176|048667188|048667190|048667202|048667214,H05BX01,,
CINACALCET AUROBINDO,DRUG,AIFA anagrafica farmaci,CINACALCET AUROBINDO,046947014|046947026|046947038|046947040|046947053|046947065|046947077|046947089|046947091|046947103|046947115|046947127|046947139|046947141|046947154|046947166|046947178|046947180,H05BX01,,
CINACALCET CLORIDRATO,DRUG,AIFA anagrafica farmaci,CINACALCET CLORIDRATO,045169012|045169024|045169036|045169048|045169051|045169063|045169075|045169087|045169099|046022012|046022024|046022036|046022048|046022051|046022063|046022075|046022087|046022099|046894010|046894022|046894034|048667012|048667024|048667036|048667048|048667051|048667063|048667075|048667087|048667099|048667101|048667113|048667125|048667137|048667149|048667152|048667164|048667176|048667188|048667190|048667202|048667214|050793013|050793025|050793037|050793049|050793052|050793064|050793076|050793088|050793090,H05BX01,,
CINACALCET DOC,DRUG,AIFA anagrafica farmaci,CINACALCET DOC,046894010|046894022|046894034,H05BX01,,
CINACALCET EG,DRUG,AIFA anagrafica farmaci,CINACALCET EG,046284016|046284028|046284030|046284042|046284055|046284067|046284079|046284081|046284093|046284105,H05BX01,,
CINACALCET GLENMARK,DRUG,AIFA anagrafica farmaci,CINACALCET GLENMARK,050793013|050793025|050793037|050793049|050793052|050793064|050793076|050793088|050793090,H05BX01,,
CINACALCET TILLOMED,DRUG,AIFA anagrafica farmaci,CINACALCET TILLOMED,046022012|046022024|046022036|046022048|046022051|046022063|046022075|046022087|046022099,H05BX01,,
CINACALCET VIATRIS,DRUG,AIFA anagrafica farmaci,CINACALCET VIATRIS,044554018|044554020|044554032|044554044|044554057|044554069|044554071|044554083|044554095|044554107|044554119|044554121|044554133|044554145,H05BX01,,
CINAZYN,DRUG,AIFA anagrafica farmaci,CINAZYN,023019019|023019021|023019033|023019058|023019072,N07CA02,,
CINCOCAINA CLORIDRATO,DRUG,AIFA anagrafica farmaci,CINCOCAINA CLORIDRATO,021122066|021122080|050912017,C05AA08|V04CL,,
CINCOCAINA CLORIDRATO ALLERGEAZE,DRUG,AIFA anagrafica farmaci,CINCOCAINA CLORIDRATO ALLERGEAZE,050912017,V04CL,,
CINERARIA MARITIMA,DRUG,AIFA anagrafica farmaci,CINERARIA MARITIMA,047297015|047297027|047297039|047297041|047297054|047297066|047297078|047297080|047297092|047297104|047297116|047297128|047297130|047297142|047297155|047297167|047297179|047297181|047297193|047297205|047297217|047297229|047297231|047297243|047297256|047297268|047297270|047297282|047297294|047297318|047297320|047297332|047297344|047297357|047297369|047297371|047297383|047297395|047297407,V03AX,,
CINERARIA MARITIMA DYNAMIS,DRUG,AIFA anagrafica farmaci,CINERARIA MARITIMA DYNAMIS,047297015|047297027|047297039|047297041|047297054|047297066|047297078|047297080|047297092|047297104|047297116|047297128|047297130|047297142|047297155|047297167|047297179|047297181|047297193|047297205|047297217|047297229|047297231|047297243|047297256|047297268|047297270|047297282|047297294|047297318|047297320|047297332|047297344|047297357|047297369|047297371|047297383|047297395|047297407,V03AX,,
CINNABARIS,DRUG,AIFA anagrafica farmaci,CINNABARIS,045895012|045895024|045895036|045895048|045895051|045895063|045895075|045895087|045895099|045895101|045895113|045895125|045895137|045895149|045895152|045895164|045895176|045895188|045895190|045895202|045895214|045895226|045895238|045895240|045895253|045895265|045895277|045895289|045895291|045895303|045895315|045895327|045895339|045895341|045895354|045895366|045895378|045895380|045895392|045895404|045895416|045895428|045895430|045895442|045895455|045895467|045895479|045895481|045895493|045895505|045895517|045895529|045895531|045895543|045895556|045895568|045895570|045895582|045895594|045895606|045895618|045895620|045895632|045895644|045895657|045895669|045895671|045895683|045895695|045895707|045895719|045895721|045895733|045895745|045895758|045895760|045895772|045895784|045895796|045895808|045895810|045895822|045895834|045895846|045895859|045895861|045895873|045895885|045895897|045895909|045895911|045895923|045895935|045895947|045895950|045895962|045895974|045895986|045895998|045898018|045898020|045898032|045898044|045898057|045898069|046334013|046505018|047604018|052068018,V03AX,,
CINNAMOMUM ZEYLANICUM,DRUG,AIFA anagrafica farmaci,CINNAMOMUM ZEYLANICUM,047890013|047890025|047890037|047890049|047890052|047890064|047890076|047890088|047890090|047890102|047890114|047890126|047890138|047890140|047890153|047890165|047890177|047890189|047890191|047890203|047890215|047890227|047890239|047890241|047890254|047890266|047890278|047890280|047890292|047890304|047890316|047890328|047890330|047890342|047890355|047890367|047890379|047890381|047890393|047890405|047890417|047890429|047890431,V03AX,,
CINNAMOMUM ZEYLANICUM DYNAMIS,DRUG,AIFA anagrafica farmaci,CINNAMOMUM ZEYLANICUM DYNAMIS,047890013|047890025|047890037|047890049|047890052|047890064|047890076|047890088|047890090|047890102|047890114|047890126|047890138|047890140|047890153|047890165|047890177|047890189|047890191|047890203|047890215|047890227|047890239|047890241|047890254|047890266|047890278|047890280|047890292|047890304|047890316|047890328|047890330|047890342|047890355|047890367|047890379|047890381|047890393|047890405|047890417|047890429|047890431,V03AX,,
CINNARIZINA,DRUG,AIFA anagrafica farmaci,CINNARIZINA,022535013|022535037|022535052|023019019|023019021|023019033|023019058|023019072|037887015|037887027|037887039|037887041|037887054|044184012|044184024|044185015|044185027|044601019|044601021|046767012|046767024|049889013|051123014|051123026|051123038|051123040|052384017,N07CA02|N07CA52,,
CINNARIZINA/DIMENIDRINATO,DRUG,AIFA anagrafica farmaci,CINNARIZINA/DIMENIDRINATO,037887027|037887039|037887041|037887054|044184012|044184024|044185015|044185027|044601019|044601021|046767012|046767024|049889013|051123026|051123038|051123040|052384017,N07CA52,,
CINQAERO,DRUG,AIFA anagrafica farmaci,CINQAERO,044992016|044992028|044992030|044992042,R03DX08,,
CINRYZE,DRUG,AIFA anagrafica farmaci,CINRYZE,042017018,B06AC01,,
CIPAGLUCOSIDASI ALFA,DRUG,AIFA anagrafica farmaci,CIPAGLUCOSIDASI ALFA,050638016|050638028|050638030,A16AB23,,
CIPERUS,DRUG,AIFA anagrafica farmaci,CIPERUS,037913011|037913023|037913035,J01MA02,,
CIPRALEX,DRUG,AIFA anagrafica farmaci,CIPRALEX,035767019|035767021|035767033|035767045|035767058|035767060|035767072|035767084|035767096|035767108|035767110|035767122|035767134|035767146|035767159|035767161|035767490|035767502|035767514|035767526|035767538|035767540|035767553|035767565|035767577|035767589|035767591|035767603|035767654|039368030|041825011|041825023|041825035|045337019|045337021|047407010|050143015|050143027|050143039|050143041|050143054|050333018|050333020|051062014|051062026|051489019,N06AB10,,
CIPROEPTADINA CLORIDRATO,DRUG,AIFA anagrafica farmaci,CIPROEPTADINA CLORIDRATO,017616018|017616020,R06AX02,,
CIPROFLOXACINA,DRUG,AIFA anagrafica farmaci,CIPROFLOXACINA,026664072|026664084|036901015|036901027|037231053|037231065|037285018|037285020|037285032|037285069|037287012|037287024|037287036|037289016|037289028|037289030|037292012|037292024|037292036|037293014|037293026|037293038|037406016|037406028|037406030|037406042|037406055|037406067|037406079|037406081|037406093|037406105|037406117|037406129|037406131|037406143|037406156|037406168|037406170|037406182|037406194|037406206|037406218|037406220|037406232|037406244|037406257|037406269|037406271|037406283|037406295|037406307|037406319|037406321|037406333|037406345|037406358|037406360|037406372|037406384|037406396|037406408|037406410|037406422|037406434|037406446|037406459|037406461|037406473|037406485|037406497|037406509|037406511|037406523|037406535|037406547|037406550|037406562|037525019|037525021|037525033|037525045|037525058|037525060|037525072|037661016|037661028|037661030|037687011|037687023|037687035|037915016|037915028|037915030|038108015|038108027|038108039|040034035|040034074|041019011|041019023|041019035|041019047|041019050|041019062|041019074|041019086|041019098|041019100|041019112|041019124|041019136|041019148|041019151|041019163|041019175|041019187|041019199|041019201|041019213|041019225|041019237|041019249|041019252|041019264|041019276|041019288|041019290|041019302|041182015|042055044|043573017|043573029|043573031|043573043|043573056|043573068|043573070|043573082|043573094|044542013|044542025|044941019|050283011|050284013|051414011,J01MA02|S01AE03|S02CA05|S02CA06,,
